id,season_type,home_total_w_i,home_home_w_i,away_total_l_i,away_away_l_i,away_total_w_i,away_away_w_i,home_total_l_i,home_home_l_i,home_away_w_i,home_away_l_i,home_line_margin,over_under,home_total_pct,away_total_pct,home_home_pct,home_away_pct,away_away_pct,away_home_pct,two_way_winner,over_under_result
310101004,2,21.0,13.0,24.0,14.0,8.0,3.0,10.0,3.0,8.0,7.0,,,0.677419354839,0.25,0.8125,0.533333333333,0.176470588235,0.333333333333,home,
310101027,2,8.0,8.0,14.0,10.0,19.0,6.0,23.0,7.0,0.0,16.0,,,0.258064516129,0.575757575758,0.533333333333,0.0,0.375,0.764705882353,away,
310101014,2,25.0,13.0,19.0,13.0,13.0,5.0,9.0,4.0,12.0,5.0,,,0.735294117647,0.40625,0.764705882353,0.705882352941,0.277777777778,0.571428571429,home,
310101016,2,8.0,6.0,24.0,15.0,9.0,3.0,25.0,8.0,2.0,17.0,,,0.242424242424,0.272727272727,0.428571428571,0.105263157895,0.166666666667,0.4,home,
310101024,2,28.0,18.0,11.0,5.0,23.0,10.0,4.0,2.0,10.0,2.0,,,0.875,0.676470588235,0.9,0.833333333333,0.666666666667,0.684210526316,home,
310101007,2,18.0,13.0,23.0,9.0,6.0,2.0,13.0,3.0,5.0,10.0,,,0.58064516129,0.206896551724,0.8125,0.333333333333,0.181818181818,0.222222222222,home,
310101015,2,12.0,7.0,7.0,1.0,24.0,11.0,18.0,7.0,5.0,11.0,,,0.4,0.774193548387,0.5,0.3125,0.916666666667,0.684210526316,home,
310101026,2,22.0,11.0,18.0,12.0,14.0,5.0,11.0,6.0,11.0,5.0,,,0.666666666667,0.4375,0.647058823529,0.6875,0.294117647059,0.6,home,
310102018,2,18.0,8.0,17.0,9.0,14.0,5.0,14.0,7.0,10.0,7.0,,,0.5625,0.451612903226,0.533333333333,0.588235294118,0.357142857143,0.529411764706,home,
310102012,2,10.0,7.0,14.0,9.0,21.0,9.0,23.0,12.0,3.0,11.0,,,0.30303030303,0.6,0.368421052632,0.214285714286,0.5,0.705882352941,away,
310102028,2,11.0,7.0,7.0,5.0,24.0,11.0,21.0,9.0,4.0,12.0,,,0.34375,0.774193548387,0.4375,0.25,0.6875,0.866666666667,away,
310102005,2,8.0,5.0,8.0,2.0,24.0,11.0,25.0,10.0,3.0,15.0,,,0.242424242424,0.75,0.333333333333,0.166666666667,0.846153846154,0.684210526316,away,
310102022,2,17.0,11.0,16.0,11.0,16.0,6.0,16.0,3.0,6.0,13.0,,,0.515151515152,0.5,0.785714285714,0.315789473684,0.352941176471,0.666666666667,home,
310102023,2,6.0,4.0,17.0,10.0,14.0,6.0,24.0,14.0,2.0,10.0,,,0.2,0.451612903226,0.222222222222,0.166666666667,0.375,0.533333333333,home,
310102013,2,23.0,11.0,19.0,13.0,14.0,5.0,10.0,4.0,12.0,6.0,,,0.69696969697,0.424242424242,0.733333333333,0.666666666667,0.277777777778,0.6,away,
310103019,2,21.0,12.0,20.0,14.0,13.0,5.0,12.0,5.0,9.0,7.0,,,0.636363636364,0.393939393939,0.705882352941,0.5625,0.263157894737,0.571428571429,home,
310103030,2,11.0,8.0,9.0,5.0,26.0,12.0,20.0,8.0,3.0,12.0,,,0.354838709677,0.742857142857,0.5,0.2,0.705882352941,0.777777777778,away,
310103002,2,25.0,13.0,25.0,17.0,9.0,2.0,7.0,2.0,12.0,5.0,,,0.78125,0.264705882353,0.866666666667,0.705882352941,0.105263157895,0.466666666667,home,
310103003,2,20.0,13.0,20.0,14.0,13.0,5.0,14.0,4.0,7.0,10.0,,,0.588235294118,0.393939393939,0.764705882353,0.411764705882,0.263157894737,0.571428571429,home,
310103007,2,19.0,14.0,17.0,12.0,16.0,6.0,13.0,3.0,5.0,10.0,,,0.59375,0.484848484848,0.823529411765,0.333333333333,0.333333333333,0.666666666667,home,
310103026,2,23.0,12.0,22.0,14.0,11.0,3.0,11.0,6.0,11.0,5.0,,,0.676470588235,0.333333333333,0.666666666667,0.6875,0.176470588235,0.5,home,
310104014,2,27.0,14.0,18.0,11.0,13.0,5.0,9.0,4.0,13.0,5.0,,,0.75,0.41935483871,0.777777777778,0.722222222222,0.3125,0.533333333333,home,
310104018,2,19.0,9.0,4.0,2.0,29.0,10.0,14.0,7.0,10.0,7.0,,,0.575757575758,0.878787878788,0.5625,0.588235294118,0.833333333333,0.904761904762,home,
310104004,2,22.0,14.0,22.0,12.0,11.0,4.0,10.0,3.0,8.0,7.0,,,0.6875,0.333333333333,0.823529411765,0.533333333333,0.25,0.411764705882,home,
310104029,2,15.0,9.0,12.0,6.0,23.0,10.0,19.0,6.0,6.0,13.0,,,0.441176470588,0.657142857143,0.6,0.315789473684,0.625,0.684210526316,home,
310104006,2,25.0,13.0,16.0,13.0,18.0,6.0,8.0,6.0,12.0,2.0,,,0.757575757576,0.529411764706,0.684210526316,0.857142857143,0.315789473684,0.8,home,
310104023,2,7.0,5.0,14.0,9.0,22.0,10.0,24.0,14.0,2.0,10.0,,,0.225806451613,0.611111111111,0.263157894737,0.166666666667,0.526315789474,0.705882352941,away,
310104013,2,23.0,11.0,23.0,15.0,11.0,3.0,11.0,5.0,12.0,6.0,,,0.676470588235,0.323529411765,0.6875,0.666666666667,0.166666666667,0.5,home,
310105005,2,8.0,5.0,23.0,13.0,11.0,4.0,26.0,11.0,3.0,15.0,,,0.235294117647,0.323529411765,0.3125,0.166666666667,0.235294117647,0.411764705882,away,
310105017,2,9.0,6.0,10.0,7.0,23.0,8.0,25.0,9.0,3.0,16.0,,,0.264705882353,0.69696969697,0.4,0.157894736842,0.533333333333,0.833333333333,home,
310105019,2,22.0,13.0,19.0,12.0,13.0,5.0,12.0,5.0,9.0,7.0,,,0.647058823529,0.40625,0.722222222222,0.5625,0.294117647059,0.533333333333,home,
310105020,2,13.0,8.0,24.0,16.0,8.0,0.0,21.0,6.0,5.0,15.0,,,0.382352941176,0.25,0.571428571429,0.25,0.0,0.5,home,
310105002,2,26.0,14.0,5.0,3.0,29.0,10.0,7.0,2.0,12.0,5.0,,,0.787878787879,0.852941176471,0.875,0.705882352941,0.769230769231,0.904761904762,home,
310105003,2,21.0,14.0,21.0,15.0,13.0,5.0,14.0,4.0,7.0,10.0,,,0.6,0.382352941176,0.777777777778,0.411764705882,0.25,0.571428571429,away,
310105016,2,9.0,7.0,21.0,12.0,11.0,3.0,26.0,8.0,2.0,18.0,,,0.257142857143,0.34375,0.466666666667,0.1,0.2,0.470588235294,away,
310105010,2,16.0,10.0,17.0,14.0,18.0,6.0,18.0,5.0,6.0,13.0,,,0.470588235294,0.514285714286,0.666666666667,0.315789473684,0.3,0.8,away,
310105026,2,24.0,13.0,14.0,9.0,23.0,11.0,11.0,6.0,11.0,5.0,,,0.685714285714,0.621621621622,0.684210526316,0.6875,0.55,0.705882352941,away,
310105012,2,10.0,7.0,13.0,10.0,20.0,5.0,24.0,13.0,3.0,11.0,,,0.294117647059,0.606060606061,0.35,0.214285714286,0.333333333333,0.833333333333,home,
310105021,2,14.0,8.0,11.0,6.0,24.0,12.0,18.0,7.0,6.0,11.0,,,0.4375,0.685714285714,0.533333333333,0.352941176471,0.666666666667,0.705882352941,away,
310106006,2,26.0,14.0,13.0,7.0,23.0,10.0,8.0,6.0,12.0,2.0,,,0.764705882353,0.638888888889,0.7,0.857142857143,0.588235294118,0.684210526316,away,
310106023,2,7.0,5.0,14.0,11.0,20.0,5.0,25.0,15.0,2.0,10.0,,,0.21875,0.588235294118,0.25,0.166666666667,0.3125,0.833333333333,home,
