id,season_type,two_way_winner,over_under_result,home_line_margin,over_under,home_fatigue,away_fatigue
300101001,2,away,,,,3,3
300101016,2,away,,,,3,1
300101013,2,home,,,,3,3
300102017,2,away,,,,3,3
300102014,2,away,,,,3,3
300102011,2,home,,,,2,3
300102027,2,away,,,,2,2
300102002,2,home,,,,3,1
300102003,2,home,,,,2,2
300102004,2,home,,,,2,2
300102015,2,home,,,,2,3
300102021,2,away,,,,2,2
300102026,2,away,,,,2,2
300102022,2,home,,,,2,2
300102023,2,away,,,,3,2
300103005,2,away,,,,3,3
300103018,2,home,,,,3,2
300103028,2,home,,,,1,2
300103007,2,away,,,,2,3
300103013,2,home,,,,3,2
300104014,2,home,,,,3,3
300104004,2,away,,,,3,3
300104026,2,away,,,,3,3
300104012,2,home,,,,2,2
300105011,2,home,,,,3,3
300105020,2,away,,,,3,1
300105030,2,home,,,,3,3
300105017,2,away,,,,2,2
300105006,2,home,,,,3,1
300105007,2,home,,,,2,1
300105022,2,away,,,,3,2
300105023,2,away,,,,3,2
300105013,2,home,,,,2,2
300106001,2,home,,,,2,2
300106005,2,home,,,,2,2
300106019,2,away,,,,3,2
300106014,2,away,,,,3,1
300106016,2,away,,,,2,2
300106025,2,away,,,,3,2
300106024,2,home,,,,3,1
300106021,2,home,,,,2,3
300106026,2,home,,,,3,2
300106012,2,home,,,,2,3
300107018,2,home,,,,2,3
300108020,2,away,,,,2,3
300108027,2,home,,,,3,3
300108001,2,home,,,,2,2
300108003,2,home,,,,3,2
300108016,2,home,,,,2,3
300108029,2,home,,,,3,3
300108015,2,home,,,,2,3
300108024,2,away,,,,3,3
300108021,2,away,,,,3,2
300108022,2,home,,,,3,3
300108007,2,home,,,,3,2
300108009,2,home,,,,3,2
300109019,2,home,,,,3,3
300109030,2,home,,,,2,3
300109008,2,away,,,,2,3
300109004,2,home,,,,3,2
300109025,2,home,,,,2,2
300109006,2,away,,,,3,3
300109010,2,home,,,,2,1
300109023,2,home,,,,2,3
300110027,2,away,,,,3,3
300110028,2,away,,,,2,2
300110012,2,home,,,,2,3
300110024,2,home,,,,2,3
300110022,2,away,,,,3,2
300110013,2,home,,,,3,2
300111011,2,home,,,,3,3
300111020,2,home,,,,3,3
300111002,2,away,,,,3,3
300111004,2,home,,,,3,3
300111025,2,home,,,,2,2
300111007,2,home,,,,3,3
300111021,2,home,,,,3,3
300111026,2,home,,,,3,3
300111009,2,away,,,,3,3
300112027,2,away,,,,3,3
300112030,2,home,,,,2,2
300112029,2,home,,,,3,2
300112024,2,home,,,,3,3
300112023,2,away,,,,2,3
300113001,2,home,,,,3,3
300113011,2,home,,,,3,2
300113020,2,away,,,,3,3
300113017,2,away,,,,2,3
300113003,2,home,,,,3,2
300113025,2,away,,,,2,3
300113006,2,away,,,,2,3
300113010,2,home,,,,2,3
300113007,2,home,,,,3,3
300113022,2,home,,,,2,3
300113009,2,away,,,,2,3
300114002,2,away,,,,4,3
300114026,2,home,,,,3,3
300115020,2,home,,,,3,2
300115030,2,home,,,,2,3
300115001,2,home,,,,3,2
300115004,2,home,,,,3,3
300115008,2,home,,,,3,3
300115017,2,away,,,,2,3
300115018,2,away,,,,3,2
300115029,2,home,,,,2,3
300115006,2,home,,,,2,3
300115010,2,away,,,,3,3
300115009,2,away,,,,2,3
300115013,2,home,,,,3,3
300115022,2,home,,,,2,3
300116011,2,away,,,,3,3
300116027,2,home,,,,3,2
300116030,2,home,,,,2,3
300116008,2,home,,,,3,3
300116025,2,home,,,,3,3
300116029,2,home,,,,2,4
300116026,2,home,,,,2,4
300116012,2,away,,,,3,3
300117028,2,home,,,,2,2
300117007,2,home,,,,2,3
300118018,2,home,,,,4,4
300118027,2,home,,,,4,2
300118001,2,away,,,,3,4
300118030,2,home,,,,3,3
300118010,2,home,,,,3,4
300118003,2,away,,,,4,4
300118012,2,home,,,,4,2
300118016,2,home,,,,3,3
300118009,2,home,,,,3,3
300118029,2,home,,,,3,4
300118002,2,away,,,,2,3
300118013,2,home,,,,3,3
300119005,2,home,,,,2,2
300119014,2,home,,,,3,3
300120001,2,home,,,,2,3
300120019,2,home,,,,2,3
300120020,2,away,,,,2,2
300120027,2,away,,,,3,3
300120030,2,home,,,,3,3
300120008,2,home,,,,3,2
300120003,2,home,,,,3,3
300120015,2,home,,,,3,3
300120016,2,away,,,,2,3
300120021,2,home,,,,3,2
300120024,2,away,,,,3,3
300120009,2,away,,,,2,1
300120012,2,home,,,,3,3
300121005,2,home,,,,2,2
300121007,2,home,,,,2,4
300122019,2,home,,,,2,3
300122020,2,home,,,,2,3
300122027,2,away,,,,3,3
300122028,2,home,,,,3,3
300122001,2,home,,,,2,3
300122002,2,home,,,,2,2
300122008,2,away,,,,3,2
300122016,2,away,,,,2,2
300122018,2,away,,,,2,2
300122029,2,home,,,,3,3
300122024,2,away,,,,3,1
300122009,2,home,,,,2,2
300122021,2,away,,,,3,2
300123011,2,away,,,,3,3
300123030,2,away,,,,3,3
300123005,2,home,,,,2,3
300123008,2,away,,,,3,3
300123014,2,home,,,,3,3
300123010,2,away,,,,2,3
300123015,2,home,,,,3,3
300123007,2,home,,,,3,3
300123021,2,home,,,,3,3
300123026,2,home,,,,2,3
300124018,2,away,,,,2,3
300124027,2,away,,,,3,3
300124028,2,home,,,,3,3
300125020,2,away,,,,3,4
300125002,2,home,,,,2,3
300125014,2,away,,,,4,3
300125029,2,home,,,,2,3
300125010,2,away,,,,2,2
300125024,2,away,,,,2,3
300125007,2,home,,,,3,3
300125026,2,home,,,,2,3
300125022,2,away,,,,3,3
300126027,2,away,,,,3,3
300126018,2,home,,,,2,3
300126006,2,home,,,,3,3
300126021,2,away,,,,4,4
300126023,2,home,,,,3,3
300127005,2,home,,,,3,3
300127011,2,away,,,,3,4
300127028,2,home,,,,2,3
300127008,2,away,,,,2,2
300127017,2,home,,,,2,3
300127015,2,home,,,,3,3
300127025,2,away,,,,2,3
300127010,2,away,,,,3,3
300127024,2,home,,,,2,2
300127022,2,away,,,,3,2
300127009,2,away,,,,3,3
300128018,2,away,,,,3,3
300128019,2,home,,,,3,2
300128021,2,home,,,,4,3
300129011,2,away,,,,3,3
300129020,2,away,,,,3,3
300129001,2,home,,,,2,2
300129003,2,away,,,,3,3
300129008,2,away,,,,2,3
300129016,2,home,,,,3,3
300129017,2,away,,,,2,2
300129025,2,home,,,,2,3
300129010,2,home,,,,3,3
300129024,2,home,,,,2,2
300129026,2,home,,,,3,2
300129009,2,away,,,,3,3
300130019,2,home,,,,2,3
300130027,2,home,,,,2,2
300130029,2,away,,,,3,3
300130015,2,home,,,,2,3
300130006,2,away,,,,2,3
300130023,2,away,,,,2,3
300131024,2,away,,,,3,3
300131002,2,away,,,,3,3
300131005,2,home,,,,3,3
300131008,2,away,,,,2,2
300131017,2,away,,,,2,3
300131028,2,home,,,,2,3
300131010,2,away,,,,3,3
300131016,2,home,,,,3,3
300131025,2,home,,,,2,3
300201027,2,away,,,,3,3
300201014,2,away,,,,3,3
300201003,2,away,,,,3,3
300201029,2,home,,,,3,4
300201007,2,home,,,,3,3
300201026,2,home,,,,2,3
300201022,2,home,,,,3,3
300202005,2,home,,,,3,4
300202011,2,home,,,,3,3
300202019,2,home,,,,3,3
300202017,2,away,,,,3,3
300202004,2,away,,,,2,3
300202025,2,home,,,,3,3
300202010,2,home,,,,3,3
300203001,2,home,,,,3,3
300203020,2,home,,,,2,2
300203028,2,home,,,,3,3
300203018,2,home,,,,3,3
300203002,2,home,,,,4,3
300203003,2,away,,,,3,3
300203006,2,home,,,,3,3
300203026,2,home,,,,2,3
300203023,2,away,,,,3,2
300203007,2,away,,,,3,3
300203013,2,home,,,,3,3
300204005,2,home,,,,3,4
300204022,2,home,,,,4,3
300205011,2,home,,,,2,2
300205019,2,away,,,,3,3
300205002,2,home,,,,3,3
300205018,2,away,,,,3,3
300205001,2,home,,,,3,2
300205003,2,away,,,,3,2
300205029,2,away,,,,3,2
300205006,2,away,,,,3,1
300205023,2,away,,,,3,3
300205013,2,away,,,,3,3
300206030,2,away,,,,2,3
300206005,2,home,,,,2,3
300206008,2,home,,,,2,3
300206004,2,home,,,,3,3
300206016,2,home,,,,2,3
300206010,2,away,,,,3,2
300206015,2,home,,,,3,2
300206026,2,home,,,,2,3
300206022,2,away,,,,3,3
300206009,2,away,,,,3,3
300206012,2,away,,,,2,2
300207028,2,home,,,,2,3
300207002,2,away,,,,3,2
300208019,2,home,,,,3,3
300208009,2,away,,,,3,2
300208013,2,home,,,,3,3
300209005,2,home,,,,2,3
300209011,2,away,,,,2,3
300209020,2,home,,,,3,2
300209030,2,home,,,,2,2
300209014,2,home,,,,3,2
300209018,2,away,,,,3,3
300209015,2,away,,,,2,2
300209029,2,away,,,,2,2
300209007,2,home,,,,3,3
300209022,2,away,,,,3,2
300209012,2,away,,,,2,2
300210001,2,away,,,,2,3
300210028,2,home,,,,1,3
300210008,2,away,,,,3,3
300210017,2,away,,,,3,3
300210003,2,home,,,,3,2
300210004,2,away,,,,3,3
300210016,2,away,,,,3,2
300210021,2,away,,,,1,3
300210026,2,away,,,,2,3
300210009,2,home,,,,2,2
300211005,2,home,,,,2,4
300211007,2,away,,,,3,2
300214032,2,away,,,,0,0
300216020,2,away,,,,1,1
300216030,2,away,,,,1,1
300216008,2,home,,,,1,1
300216004,2,home,,,,1,0
300216025,2,home,,,,0,0
300216029,2,away,,,,0,1
300216010,2,away,,,,0,1
300216022,2,home,,,,1,1
300216023,2,away,,,,1,1
300216013,2,home,,,,1,1
300217011,2,away,,,,0,1
300217019,2,home,,,,1,1
300217027,2,home,,,,0,1
300217028,2,away,,,,0,1
300217017,2,away,,,,1,1
