id,season_type,two_way_winner,over_under_result,home_line_margin,over_under,home_fatigue,away_fatigue
310101004,2,home,,,,2,2
310101027,2,away,,,,4,4
310101014,2,home,,,,2,3
310101016,2,home,,,,2,3
310101024,2,home,,,,3,3
310101007,2,home,,,,3,2
310101015,2,home,,,,2,3
310101026,2,home,,,,3,3
310102018,2,home,,,,2,4
310102012,2,away,,,,2,4
310102028,2,away,,,,3,3
310102005,2,away,,,,3,4
310102022,2,home,,,,3,3
310102023,2,home,,,,3,2
310102013,2,away,,,,3,3
310103019,2,home,,,,2,3
310103030,2,away,,,,2,3
310103002,2,home,,,,4,2
310103003,2,home,,,,3,2
310103007,2,home,,,,3,3
310103026,2,home,,,,3,2
310104014,2,home,,,,3,1
310104018,2,home,,,,2,2
310104004,2,home,,,,2,2
310104029,2,home,,,,3,3
310104006,2,home,,,,3,2
310104023,2,away,,,,3,3
310104013,2,home,,,,3,3
310105005,2,away,,,,2,3
310105017,2,home,,,,2,3
310105019,2,home,,,,2,2
310105020,2,home,,,,2,2
310105002,2,home,,,,3,3
310105003,2,away,,,,3,3
310105016,2,away,,,,2,2
310105010,2,away,,,,3,3
310105026,2,away,,,,3,3
310105012,2,home,,,,1,2
310105021,2,away,,,,2,3
310106006,2,away,,,,3,3
310106023,2,home,,,,3,3
310107011,2,away,,,,1,3
310107020,2,home,,,,2,3
310107027,2,home,,,,2,2
310107002,2,home,,,,3,3
310107016,2,away,,,,3,3
310107019,2,home,,,,2,3
310107029,2,home,,,,3,3
310107015,2,away,,,,3,3
310107009,2,home,,,,3,3
310107013,2,home,,,,3,3
310107021,2,away,,,,2,2
310108001,2,home,,,,2,1
310108017,2,away,,,,2,3
310108030,2,home,,,,2,2
310108008,2,home,,,,2,3
310108004,2,home,,,,3,3
310108025,2,home,,,,2,3
310108006,2,away,,,,3,3
310108010,2,away,,,,4,3
310109028,2,home,,,,3,3
310109012,2,home,,,,1,3
310109024,2,home,,,,3,3
310109021,2,home,,,,2,2
310109007,2,away,,,,3,3
310109022,2,away,,,,3,3
310109013,2,home,,,,3,2
310110030,2,home,,,,2,3
310110002,2,away,,,,3,3
310110004,2,home,,,,4,2
310111020,2,away,,,,3,2
310111027,2,home,,,,3,2
310111016,2,away,,,,3,3
310111007,2,home,,,,3,3
310111022,2,away,,,,3,2
310111013,2,home,,,,3,3
310112011,2,home,,,,3,2
310112028,2,away,,,,2,1
310112030,2,home,,,,2,3
310112002,2,home,,,,3,3
310112008,2,away,,,,2,3
310112003,2,home,,,,2,2
310112015,2,away,,,,2,3
310112010,2,away,,,,3,2
310112021,2,home,,,,3,2
310112026,2,home,,,,2,3
310112009,2,away,,,,2,3
310112012,2,home,,,,1,2
310113016,2,home,,,,3,3
310113025,2,home,,,,2,3
310113007,2,home,,,,2,3
310114011,2,away,,,,3,3
310114020,2,home,,,,2,2
310114028,2,away,,,,2,3
310114002,2,home,,,,3,3
310114018,2,away,,,,3,3
310114024,2,home,,,,3,2
310114010,2,away,,,,3,2
310114026,2,home,,,,2,2
310114009,2,home,,,,2,2
310114013,2,home,,,,3,2
310114021,2,home,,,,3,2
310115001,2,away,,,,1,3
310115027,2,home,,,,2,2
310115030,2,away,,,,3,3
310115008,2,home,,,,3,3
310115004,2,home,,,,3,3
310115016,2,away,,,,3,2
310115029,2,home,,,,2,2
310115007,2,home,,,,3,3
310115022,2,home,,,,3,2
310116012,2,home,,,,2,4
310116024,2,home,,,,3,3
310117018,2,away,,,,3,3
310117027,2,home,,,,3,2
310117029,2,away,,,,3,4
310117020,2,home,,,,2,4
310117003,2,home,,,,3,3
310117010,2,home,,,,4,2
310117008,2,home,,,,4,3
310117012,2,home,,,,3,3
310117001,2,home,,,,2,4
310117009,2,home,,,,2,3
310117002,2,home,,,,2,3
310117022,2,home,,,,3,3
310117013,2,home,,,,4,2
310118014,2,away,,,,3,3
310118004,2,away,,,,4,4
310119005,2,away,,,,2,2
310119017,2,home,,,,3,2
310119019,2,home,,,,3,2
310119002,2,home,,,,2,3
310119003,2,home,,,,3,2
310119015,2,home,,,,2,3
310119010,2,home,,,,3,2
310119024,2,home,,,,2,3
310119006,2,home,,,,3,3
310119007,2,home,,,,3,2
310119023,2,away,,,,3,3
310119009,2,home,,,,2,2
310119012,2,home,,,,3,3
310120030,2,home,,,,4,3
310120004,2,home,,,,4,4
310120022,2,home,,,,4,4
310121017,2,home,,,,3,3
310121019,2,home,,,,3,3
310121027,2,away,,,,3,2
310121001,2,away,,,,3,3
310121002,2,home,,,,2,2
310121005,2,away,,,,2,2
310121024,2,home,,,,2,2
310121029,2,home,,,,3,3
310121007,2,away,,,,3,3
310121009,2,home,,,,2,3
310122017,2,away,,,,3,3
310122027,2,home,,,,3,3
310122030,2,away,,,,3,3
310122008,2,home,,,,3,3
310122014,2,home,,,,1,3
310122020,2,home,,,,3,3
310122003,2,home,,,,3,3
310122004,2,home,,,,3,2
310122025,2,home,,,,2,3
310122010,2,away,,,,3,3
310122015,2,away,,,,3,3
310122022,2,home,,,,3,2
310122012,2,home,,,,3,3
310123007,2,home,,,,2,2
310124017,2,home,,,,3,3
310124019,2,away,,,,3,3
310124020,2,home,,,,3,3
310124028,2,away,,,,3,3
310124018,2,home,,,,3,3
310124003,2,home,,,,3,2
310124004,2,home,,,,3,3
310124016,2,away,,,,1,3
310124022,2,away,,,,3,2
310124009,2,away,,,,3,3
310125027,2,away,,,,4,3
310125002,2,home,,,,3,4
310125006,2,home,,,,3,3
310125023,2,away,,,,3,2
310125013,2,home,,,,2,3
310126011,2,away,,,,2,3
310126017,2,home,,,,3,3
310126028,2,away,,,,3,3
310126008,2,away,,,,3,3
310126015,2,home,,,,3,2
310126016,2,away,,,,1,2
310126010,2,home,,,,3,3
310126021,2,away,,,,3,3
310126026,2,away,,,,3,3
310126009,2,away,,,,3,3
310127018,2,home,,,,3,1
310127006,2,home,,,,2,4
310127022,2,away,,,,2,3
310128011,2,home,,,,3,3
