id,season_type,two_way_winner,handicap_winner,over_under_result,home_line_margin,over_under,home_fatigue,away_fatigue
400578906,2,home,away,,-12.0,,3,3
400578907,2,home,home,,-13.0,,4,3
400578908,2,away,away,,-2.5,,3,3
400578909,2,home,home,,-10.0,,4,3
400578910,2,home,home,,7.0,,1,4
400578912,2,home,home,,-3.5,,3,3
400578911,2,away,tie,,3.0,,1,3
400578913,2,home,away,,-11.0,,3,3
400578914,2,home,home,,-11.5,,2,3
400578915,2,away,away,,6.5,,2,3
400578916,2,away,away,,5.0,,4,3
400578917,2,home,away,,-6.0,,2,2
400578918,2,home,home,,-11.0,,3,2
400578919,2,away,away,,-0.0,,3,1
400578920,2,home,home,,-10.5,,3,3
400578921,2,home,home,,-9.0,,3,2
400578922,2,home,home,,-5.0,,3,3
400578923,2,away,away,,8.0,,3,2
400578924,2,home,home,,-8.5,,3,3
400578925,2,away,away,,1.5,,3,4
400578926,2,home,away,,-6.5,,2,3
400578927,2,away,away,,-5.0,,3,2
400578928,2,home,home,,-7.0,,3,3
400578929,2,home,home,,2.0,,3,3
400578930,2,away,away,,-6.5,,1,3
400578931,2,away,away,,-7.5,,4,2
400578932,2,home,home,,-12.5,,3,3
400578933,2,away,home,,10.0,,3,3
400578934,2,home,home,,-3.5,,3,3
400578935,2,home,home,,-9.0,,2,3
400578936,2,home,away,,-4.0,,2,3
400578937,2,home,home,,1.5,,2,2
400578938,2,away,away,,-8.0,,2,3
400578939,2,away,away,,6.0,,3,3
400578940,2,home,home,,-13.5,,3,2
400578941,2,away,away,,-7.0,,3,2
400578942,2,away,away,,-3.0,,2,3
400578943,2,home,home,,-13.5,,3,3
400578944,2,home,away,under,-9.0,181.0,3,3
400578945,2,home,home,,-1.0,,2,2
400578946,2,home,tie,under,-18.0,190.0,2,3
400578947,2,home,home,under,-4.0,188.0,3,2
400578948,2,home,home,,-1.0,,3,2
400578949,2,away,away,,-8.5,,3,3
400578950,2,home,home,,-2.0,,3,3
400578951,2,away,away,,-1.5,,3,2
400578952,2,home,home,,1.0,,3,3
400578953,2,home,away,,-15.0,,3,3
400578954,2,away,away,,1.0,,2,3
400578955,2,home,away,,-10.5,,3,3
400578956,2,home,away,,-5.5,,3,2
400578957,2,home,away,,-15.5,,2,2
400578958,2,away,tie,,2.0,,2,2
400578959,2,away,away,,6.5,,3,2
400578962,2,home,away,,-11.0,,2,3
400578963,2,home,home,,-13.5,,3,3
400578964,2,home,away,,-17.0,,4,3
400578965,2,away,away,,-5.5,,3,3
400578966,2,home,away,,-12.5,,2,3
400578967,2,away,away,,3.0,,3,3
400578968,2,away,away,,5.0,,3,3
400578969,2,away,away,,-4.5,,3,3
400578970,2,away,away,,-4.5,,3,3
400578971,2,away,away,,-10.0,,3,3
400578972,2,away,home,,8.0,,3,3
400578973,2,home,away,,-6.0,,3,2
400578974,2,home,home,,6.5,,3,3
400578976,2,home,home,,-8.5,,3,1
400578975,2,home,away,,-13.5,,2,2
400578977,2,home,tie,,-5.0,,2,3
400578978,2,home,home,,3.5,,3,4
400578979,2,away,away,,-6.5,,3,3
400578980,2,home,home,,8.5,,2,3
400578981,2,home,away,,-12.0,,3,2
400578982,2,away,home,,6.5,,3,3
400578983,2,home,home,,-4.0,,2,3
400578984,2,away,away,,2.0,,3,3
400578986,2,home,home,,-8.0,,3,3
400578985,2,home,home,,-11.0,,3,4
400578987,2,home,home,,8.0,,3,3
400578988,2,home,home,,-3.0,,3,3
400578989,2,home,away,,-6.5,,2,2
400578990,2,away,away,,4.5,,3,2
400578991,2,away,home,,7.0,,2,3
400578992,2,home,home,,6.5,,3,1
400578993,2,home,home,,6.0,,3,3
400578994,2,away,away,,8.5,,2,3
400578995,2,home,home,,10.0,,3,2
400578996,2,home,home,,-4.0,,2,3
400578997,2,away,away,,-5.0,,2,2
400578998,2,away,away,,6.5,,2,3
400578999,2,away,away,,-4.0,,3,4
400579000,2,home,away,,-18.5,,2,3
400579001,2,home,home,,4.0,,3,3
400579002,2,home,home,,-6.0,,3,2
400579003,2,away,away,,10.0,,3,3
400579004,2,home,home,,-0.0,,3,2
400579005,2,away,away,,-6.0,,4,1
400579006,2,away,away,,-3.5,,2,3
400579007,2,home,home,,-9.0,,3,2
400579008,2,away,away,,-4.5,,4,2
400579009,2,home,home,,-3.0,,2,3
400579010,2,home,away,,-16.0,,4,3
400579011,2,away,away,,-9.0,,3,2
400579012,2,home,home,,8.5,,2,3
400579013,2,away,away,,-7.5,,4,3
400579014,2,home,home,,6.0,,2,3
400579015,2,home,away,,-12.5,,2,2
400579016,2,home,away,,-12.0,,4,3
400579017,2,away,home,,1.5,,3,3
400579018,2,home,home,,7.0,,4,3
400579019,2,home,home,,-5.0,,2,2
400579020,2,away,away,,-2.0,,3,3
400579021,2,home,away,,-10.0,,3,2
400579022,2,away,away,,9.5,,3,2
400579023,2,home,home,,-4.0,,2,2
400579024,2,home,home,,-6.0,,3,2
400579025,2,home,home,,-1.0,,3,3
400579026,2,away,away,,-10.5,,3,2
400579027,2,home,home,,-3.0,,2,2
400579028,2,home,away,,-9.0,,3,2
400579029,2,home,home,,1.5,,3,3
400579030,2,away,away,,-3.0,,2,2
400579031,2,home,away,,-12.5,,1,3
400579032,2,away,away,,6.5,,2,3
400579033,2,home,home,,-8.5,,3,3
400579034,2,home,home,,2.0,,2,3
400579035,2,home,home,,-3.0,,3,3
400579036,2,away,away,,3.5,,3,4
400579037,2,home,home,,-4.0,,3,3
400579038,2,home,away,,-6.0,,2,2
400579039,2,home,home,,6.5,,2,3
400579040,2,home,home,,-4.5,,3,2
400579044,2,home,home,,-2.0,,3,3
400579041,2,home,home,,-1.0,,3,3
400579042,2,home,home,,-9.0,,3,3
400579043,2,home,home,,-5.5,,3,3
400579045,2,home,tie,,-6.0,,2,3
400579046,2,home,home,,7.5,,3,3
400579047,2,away,away,,-4.5,,3,2
400579048,2,home,away,,-7.5,,3,2
400579049,2,home,home,,-10.5,,2,3
400579050,2,away,away,,1.0,,3,1
400579051,2,home,home,,-6.5,,3,3
400579052,2,away,tie,,14.0,,2,3
400579053,2,home,home,,6.5,,3,2
400579054,2,home,home,,-4.0,,3,2
400579055,2,home,away,,-7.0,,3,3
400579056,2,home,home,,-5.0,,3,2
400579057,2,home,home,,-3.5,,3,3
400579058,2,home,home,,-14.5,,3,2
400579059,2,home,home,,-3.5,,3,3
400579060,2,away,away,,-1.0,,2,2
400579061,2,away,away,,-7.5,,3,3
400579062,2,away,home,,6.0,,3,1
400579063,2,away,away,,-4.0,,2,3
400579064,2,home,home,,-1.5,,3,2
400579065,2,home,home,,4.5,,3,3
400579066,2,away,home,,4.5,,3,3
400579067,2,away,home,,15.0,,3,4
400579068,2,home,home,,-8.5,,3,3
400579069,2,home,home,,-6.0,,3,3
400579070,2,home,home,,-5.5,,3,3
400579071,2,away,away,,7.5,,3,3
400579072,2,away,away,,-5.0,,3,4
400579073,2,away,away,,-6.5,,3,3
400579074,2,away,away,,4.5,,3,3
400579075,2,away,away,,-2.0,,3,3
400579076,2,away,away,,-2.0,,3,3
400579077,2,home,home,,-9.0,,3,3
400579078,2,home,away,,-12.0,,3,4
400579079,2,away,away,,2.0,,3,3
400579080,2,home,home,,-4.5,,3,3
400579081,2,home,home,,7.0,,2,3
400579082,2,away,away,,5.5,,3,3
400579083,2,home,away,,-5.0,,2,3
400579084,2,home,tie,,-8.0,,3,4
400579085,2,away,home,,10.5,,3,3
400579086,2,away,away,,-5.0,,3,3
400579087,2,home,home,,-4.0,,3,3
400579088,2,home,home,,-11.5,,3,2
400579089,2,home,tie,,-5.0,,3,3
400579090,2,home,home,,-12.5,,3,3
400579091,2,home,home,,-3.5,,4,3
400579092,2,home,home,,-1.0,,3,3
400606285,2,away,,,,,0,0
400579093,2,home,home,,-4.5,,0,0
400579094,2,home,home,,-2.5,,0,0
400579095,2,home,home,,3.5,,0,0
400579096,2,away,away,,6.5,,0,0
400579097,2,away,away,,-5.5,,0,0
400579098,2,home,home,,4.5,,0,0
400579099,2,away,away,,5.5,,0,0
400579100,2,home,home,,-1.0,,0,0
400579101,2,away,away,,3.0,,0,0
400579102,2,home,home,,-3.5,,1,0
400579103,2,home,tie,,-8.0,,0,0
400579104,2,home,home,,5.0,,0,0
400579105,2,home,home,,-3.0,,0,0
400579106,2,home,home,,-6.5,,0,1
400579107,2,away,away,,2.0,,0,0
400579108,2,away,home,,7.5,,0,1
400579109,2,away,away,,-1.5,,1,1
400579110,2,home,away,,-11.0,,1,1
400579111,2,home,home,,-4.0,,1,1
400579112,2,home,home,,-11.5,,1,1
400579113,2,away,away,,13.0,,1,1
400579114,2,away,away,,4.0,,1,1
400579115,2,home,home,,2.0,,1,1
400579116,2,home,home,,7.0,,1,1
400579117,2,home,away,,-9.0,,1,1
400579118,2,home,home,,-12.0,,2,1
400579119,2,home,home,,-9.5,,2,1
400579120,2,away,away,,-2.5,,1,0
400579121,2,home,home,,1.5,,1,1
400579122,2,home,away,,-12.0,,2,2
400579123,2,home,home,,-8.0,,2,2
400579124,2,home,home,,-9.0,,2,1
400579125,2,home,home,,7.5,,2,2
400579126,2,away,away,,-2.0,,2,1
400579127,2,away,away,,-7.5,,2,2
400579128,2,home,home,,4.5,,1,2
400579129,2,away,away,,-4.0,,2,1
400579130,2,away,away,,4.5,,2,2
400579131,2,away,tie,,9.0,,2,2
400579132,2,home,home,,-5.5,,3,2
400579133,2,home,home,,-4.0,,3,3
400579134,2,away,away,,1.0,,2,3
400579135,2,home,home,,-6.0,,2,4
400579136,2,home,home,,-10.0,,3,2
400579137,2,away,away,,-9.0,,3,2
400579138,2,home,home,,-3.5,,3,3
400579139,2,home,home,,-12.0,,3,3
400579140,2,home,home,,1.0,,2,3
400579141,2,home,home,,1.5,,3,2
400579142,2,away,away,,4.0,,3,3
400579143,2,away,away,,-9.0,,2,2
400579144,2,home,home,,6.0,,2,2
400579145,2,home,home,,-3.0,,2,3
400579146,2,home,home,,-3.0,,3,3
400579147,2,home,home,,4.0,,4,3
400579148,2,home,home,under,-2.5,194.0,2,3
400579149,2,home,home,under,8.0,194.0,3,3
400579150,2,home,away,under,-11.0,196.0,2,2
400579151,2,home,home,over,-1.5,195.0,3,3
400579152,2,away,away,under,-13.0,193.0,2,2
400579153,2,away,away,under,2.0,213.0,3,3
400579154,2,home,home,under,-5.0,194.0,3,2
400579155,2,home,away,under,-8.0,209.0,3,2
400579156,2,away,away,under,-5.0,199.0,3,3
400579157,2,home,home,over,2.0,196.0,3,3
400579158,2,away,away,under,4.5,194.0,3,2
400579159,2,away,away,tie,9.5,203.0,2,2
400579160,2,home,home,over,6.5,193.0,2,3
400579161,2,home,away,over,-6.0,207.0,2,4
400579162,2,home,home,,-3.0,,3,2
400579163,2,away,home,,5.5,,3,2
400579164,2,home,home,,14.0,,2,3
400579165,2,away,home,,5.5,,3,4
400579166,2,away,away,,-7.0,,3,3
400579167,2,away,away,,-0.0,,3,3
400579168,2,home,home,,-2.5,,3,3
400579169,2,away,away,,-2.5,,3,3
400579175,2,home,home,,-0.0,,3,3
400579171,2,away,away,,6.0,,2,3
400579172,2,away,home,,8.5,,4,3
400579173,2,home,home,,-12.5,,2,3
400579174,2,away,away,,-0.0,,2,3
400579170,2,away,away,,3.5,,3,4
400579176,2,away,away,,3.5,,3,3
400579177,2,away,away,,9.5,,3,3
400579178,2,home,home,,7.0,,3,4
400579179,2,home,home,,-2.5,,3,3
400579180,2,away,away,,3.0,,3,3
400579181,2,home,home,,-7.0,,3,3
400579182,2,home,away,,-8.0,,3,3
400579183,2,home,home,,-12.0,,3,3
400755860,2,away,away,,1.5,,3,3
400579184,2,home,home,,-4.5,,3,3
400579185,2,home,home,,-4.5,,3,3
400579186,2,away,away,,-8.5,,3,3
400579187,2,home,home,,7.0,,3,3
400579188,2,home,home,,-13.5,,2,3
400579189,2,away,away,,3.0,,2,3
400579190,2,home,tie,,-1.0,,3,3
400579191,2,away,away,,-5.5,,3,3
400579192,2,away,away,,5.0,,3,4
400579193,2,away,away,,-3.5,,3,3
400579194,2,away,away,,-9.5,,3,3
400579195,2,home,tie,,-3.0,,3,2
400579196,2,home,away,,-12.0,,3,3
400579197,2,home,away,,-8.0,,3,3
400579198,2,home,home,,-12.0,,2,3
400579199,2,home,away,,-12.5,,4,3
400579200,2,away,away,,-3.5,,3,2
400579201,2,home,home,,4.0,,3,3
400579202,2,home,home,,-2.0,,3,2
400579203,2,home,home,,1.0,,3,3
400579204,2,home,home,,-6.5,,2,3
400579205,2,home,home,,2.0,,2,3
400579206,2,away,home,,7.5,,3,3
400579212,2,home,away,,-4.0,,2,3
400579207,2,home,home,,-0.0,,2,3
400579208,2,away,away,,-3.0,,3,3
400579209,2,home,home,,-7.5,,3,2
400579210,2,home,away,,-12.5,,3,3
400579211,2,away,away,,-6.5,,3,3
400579213,2,home,away,,-13.0,,2,3
400579214,2,home,home,,-9.0,,3,3
400579215,2,home,home,,-0.0,,4,3
400579216,2,home,tie,,-10.0,,3,3
400579217,2,home,home,,-4.5,,3,3
400579218,2,away,home,,10.0,,2,2
400579219,2,home,home,,11.5,,3,2
400579220,2,home,home,,6.5,,2,2
400579221,2,home,home,,-3.0,,2,2
400579222,2,away,away,,5.0,,4,3
400579223,2,home,home,,-9.0,,2,3
400579224,2,home,home,,-7.5,,3,2
400579225,2,away,away,,-2.5,,3,3
400579226,2,away,away,,-2.5,,2,3
400579227,2,home,home,,1.0,,2,3
400579228,2,home,away,,-5.5,,2,3
400579229,2,away,away,,6.5,,3,3
400579230,2,away,away,,-1.5,,4,3
400579231,2,home,home,,-11.0,,3,4
400579232,2,away,away,,-2.5,,4,4
400579233,2,away,away,,4.0,,4,4
400579234,2,away,away,,-2.0,,3,3
400579235,2,home,home,,-9.5,,4,3
400579236,2,away,away,,5.5,,3,3
400579237,2,home,home,,-11.0,,2,2
400579238,2,home,home,,-11.0,,3,3
400579239,2,away,away,,-0.0,,3,3
400579240,2,away,away,,3.5,,3,3
400579241,2,home,home,,-7.5,,3,3
400579242,2,home,away,,-12.0,,3,3
400579243,2,home,home,,2.0,,3,3
400579244,2,away,away,,-6.5,,4,4
400579245,2,away,away,,6.5,,3,4
400579246,2,home,home,,5.0,,4,4
400579247,2,home,home,,-4.5,,4,4
400579248,2,home,away,,-8.0,,2,3
400579249,2,away,away,,-5.0,,2,2
400579250,2,home,home,,6.0,,3,3
400579251,2,home,home,,-4.0,,3,2
400579252,2,home,away,,-14.5,,3,3
400579253,2,home,home,,-3.0,,2,2
400579254,2,home,away,,-6.5,,3,2
400579255,2,home,home,,-0.0,,3,4
400579257,2,home,home,,-1.0,,3,3
400579256,2,away,away,,-0.0,,3,3
400579258,2,away,away,,-6.0,,3,3
400579259,2,home,home,,-1.0,,4,4
400579260,2,home,home,,4.0,,3,4
400579261,2,home,home,,-5.0,,4,4
400579262,2,home,home,,-6.0,,3,4
400579263,2,home,home,,-11.0,,2,3
400579264,2,home,home,,-2.5,,2,3
400579265,2,home,home,,9.0,,3,3
400579266,2,away,away,,5.5,,3,3
400579267,2,home,home,,-10.0,,2,3
400579268,2,away,away,,-9.0,,3,4
400579269,2,home,home,,-8.5,,3,4
400579270,2,away,away,,5.0,,3,3
400579271,2,home,home,,-6.5,,3,3
400579272,2,home,away,,-7.0,,2,3
400579273,2,home,home,,-18.0,,3,3
400579274,2,home,home,,-6.5,,2,3
400579275,2,away,away,,-4.5,,3,2
400579276,2,away,away,,-7.5,,2,3
400579277,2,away,away,,10.5,,3,2
400579278,2,home,home,,-11.5,,2,3
400579279,2,away,away,,-0.0,,2,2
400579280,2,home,away,,-13.5,,3,4
400579281,2,away,home,,8.5,,2,2
400579282,2,away,away,,-5.0,,3,3
400579283,2,home,home,,-1.5,,2,3
400579284,2,home,home,,-9.5,,3,3
400579285,2,home,home,,-9.5,,3,3
400579286,2,away,away,,-1.5,,3,2
400579287,2,home,home,,7.5,,2,3
400579288,2,home,home,,-3.0,,2,3
400579289,2,home,home,,-4.5,,3,2
400579290,2,away,away,,4.5,,3,3
400579291,2,home,away,,-18.0,,3,3
400579292,2,home,home,over,4.5,184.0,4,3
400579293,2,home,home,,13.0,,4,3
400579294,2,home,home,,-12.0,,3,3
400579295,2,home,away,under,-7.5,191.0,1,3
400579296,2,home,away,under,-10.0,202.0,3,2
400579297,2,home,home,over,-12.0,207.0,3,2
400579298,2,home,home,under,1.0,196.0,3,4
400579299,2,home,home,over,2.5,202.0,2,4
400579300,2,home,away,under,-11.0,210.0,3,4
400579301,2,home,home,under,-1.0,190.0,2,2
400579302,2,away,away,over,5.5,192.0,2,3
400579303,2,home,away,over,-6.5,212.0,3,3
400579304,2,home,away,over,-12.5,206.0,2,3
400579305,2,away,away,over,9.0,214.0,3,3
400579306,2,home,home,over,-6.5,208.0,3,3
400579307,2,away,away,under,-3.0,181.0,3,2
400579308,2,away,away,,1.0,,4,4
400579309,2,home,home,,-8.5,,2,3
400579310,2,home,home,,-1.0,,2,2
400579311,2,away,away,,5.5,,2,3
400579312,2,home,home,over,8.5,200.0,3,4
400579313,2,home,home,under,-5.5,189.0,3,4
400579314,2,home,tie,over,-2.0,193.0,3,3
400579315,2,home,away,under,-10.5,201.0,3,3
400579316,2,home,home,under,-7.5,210.0,2,3
400579317,2,home,home,over,-1.5,199.0,2,3
400579318,2,home,home,over,-1.0,211.0,3,3
400579319,2,away,away,over,-3.0,197.0,2,3
400579320,2,home,home,,-9.0,,3,2
400579321,2,home,home,under,5.0,207.0,2,2
400579322,2,home,home,over,-13.5,203.0,3,3
400579323,2,home,home,over,-7.0,201.0,3,2
400579324,2,away,away,over,-8.5,195.0,3,3
400579325,2,home,home,over,3.0,193.0,3,2
400579326,2,away,away,over,-7.5,207.0,2,2
400579327,2,home,home,under,-3.0,193.0,3,3
400579328,2,home,home,over,-8.5,192.0,3,3
400579329,2,away,away,over,7.5,196.0,3,3
400579330,2,home,home,under,-4.0,214.0,3,3
400579331,2,away,away,over,-1.5,201.0,4,3
400579332,2,home,away,over,-10.0,200.0,3,3
400579333,2,home,home,tie,-12.0,195.0,3,4
400579334,2,home,home,under,3.5,209.0,3,3
400579335,2,away,away,under,-5.5,197.0,3,3
400579336,2,away,away,over,1.0,206.0,3,3
400579337,2,away,away,over,5.0,199.0,3,3
400579338,2,home,home,under,5.0,207.0,2,3
400579339,2,home,home,under,-5.0,194.0,2,2
400579340,2,away,away,,-1.0,,3,3
400579341,2,away,away,,-4.0,,4,3
400579342,2,away,away,,11.0,,4,4
400579343,2,home,home,,-6.0,,3,3
400579344,2,away,away,,-12.0,,3,3
400579345,2,home,home,,-11.0,,3,3
400579346,2,home,home,,1.0,,3,3
400579347,2,home,home,,-0.0,,3,2
400579348,2,home,away,,-11.0,,3,2
400579349,2,home,home,,-0.0,,3,3
400579350,2,home,away,,-9.0,,3,2
400579351,2,away,away,,5.5,,2,4
400579352,2,away,away,,-3.5,,3,3
400579353,2,away,away,,15.0,,4,3
400579354,2,away,away,,8.0,,3,3
400579355,2,away,away,,-3.5,,4,4
400579357,2,away,away,,1.5,,3,4
400579356,2,away,away,,-3.0,,4,2
400579358,2,away,away,,3.0,,3,2
400579359,2,away,away,,-2.0,,2,3
400579360,2,away,away,,-1.0,,3,3
400579361,2,away,away,,-10.0,,3,3
400579362,2,away,away,,-6.0,,3,3
400579363,2,home,home,,-7.5,,3,3
400579364,2,away,away,,-7.0,,3,3
400579365,2,home,home,,-1.5,,2,3
400579366,2,away,away,,2.0,,2,3
400579367,2,away,away,,12.0,,3,3
400579368,2,home,away,,-3.5,,4,4
400579369,2,home,home,,-8.0,,3,3
400579370,2,home,home,,8.0,,3,2
400579371,2,away,home,,8.0,,3,4
400579372,2,home,home,,-9.5,,4,3
400579373,2,home,away,,-12.0,,3,3
400579374,2,away,away,,3.5,,3,3
400579375,2,home,home,,-7.5,,2,3
400579376,2,home,home,,-8.0,,3,2
400579377,2,home,home,,-3.5,,2,3
400579378,2,away,away,,2.5,,3,3
400579379,2,home,home,,1.0,,4,3
400579380,2,home,home,,-15.5,,2,3
400579381,2,away,away,,8.0,,2,3
400579382,2,home,home,,1.5,,3,2
400579383,2,home,away,,-8.0,,3,2
400579389,2,away,away,,3.0,,3,3
400579385,2,home,away,,-8.5,,3,4
400579386,2,home,home,,-12.0,,2,3
400579384,2,home,away,,-17.5,,2,4
400579387,2,away,away,,4.5,,3,2
400579388,2,home,home,,-4.0,,3,2
400579390,2,home,home,,-6.5,,3,3
400579391,2,home,home,,-1.5,,3,3
400579392,2,away,away,,1.5,,2,3
400579393,2,away,away,,-4.0,,4,3
400579394,2,away,away,,-1.5,,4,4
400579395,2,home,home,,-7.5,,3,3
400579396,2,home,home,,-2.0,,3,3
400579397,2,home,home,,-9.5,,3,3
400579398,2,away,away,,4.5,,3,3
400579399,2,home,home,,-7.5,,4,3
400579400,2,home,home,,-2.0,,3,3
400579401,2,home,home,,-5.0,,2,4
400579402,2,away,away,,6.5,,2,3
400579403,2,away,away,,2.5,,2,2
400579404,2,home,home,,-4.5,,3,3
400579405,2,away,away,,9.5,,1,3
400579406,2,home,home,,-12.0,,2,4
400579407,2,home,home,,-3.0,,3,3
400579408,2,away,home,,9.5,,2,3
400579409,2,home,away,,-12.0,,3,2
400579410,2,home,home,,3.5,,3,1
400579411,2,away,away,,8.0,,3,2
400579412,2,away,away,,-4.5,,2,2
400579413,2,home,home,,-3.0,,3,2
400579414,2,away,away,,-2.5,,3,3
400579415,2,away,away,,7.0,,3,2
400579416,2,home,home,,-11.0,,1,2
400579417,2,away,away,,-2.5,,3,4
400579418,2,home,away,,-12.0,,3,3
400579419,2,home,home,,-4.0,,3,3
400579420,2,home,away,,-15.0,,2,2
400579421,2,away,away,,-5.5,,3,3
400579422,2,home,home,,-2.0,,3,2
400579423,2,home,away,,-8.5,,2,3
400579424,2,home,home,,-3.5,,2,3
400579425,2,away,away,,3.0,,3,1
400579426,2,home,home,,-12.5,,3,2
400579427,2,away,tie,,6.0,,2,2
400579428,2,away,away,,8.5,,3,3
400579429,2,home,away,,-10.5,,3,3
400579430,2,home,home,,-7.5,,2,4
