away_3PM,away_FGA,away_FGM,away_FTA,away_FTM,away_abbreviation,away_away_records,away_display_name,away_home_records,away_score,away_total_records,date,home_3PM,home_FGA,home_FGM,home_FTA,home_FTM,home_abbreviation,home_away_records,home_display_name,home_home_records,home_score,home_total_records,id,regular_total_score,season_type,season_year,series_summary,status_period
7,101,40,14,6,LAL,7-26,Los Angeles Lakers,12-14,93,19-40,2017-02-25T01:00Z,10,97,44,17,12,OKC,12-17,Oklahoma City Thunder,21-8,110,33-25,400900267,203.0,2,2017,,4
8,83,35,9,6,DAL,8-21,Dallas Mavericks,14-14,84,22-35,2017-02-25T01:00Z,5,78,41,14,10,MIN,8-17,Minnesota Timberwolves,15-18,97,23-35,400900268,181.0,2,2017,,4
17,99,40,13,11,MIA,13-18,Miami Heat,13-14,108,26-32,2017-02-25T01:00Z,6,79,30,36,24,ATL,16-13,Atlanta Hawks,16-12,90,32-25,400900269,198.0,2,2017,,4
10,83,41,31,17,BKN,2-24,Brooklyn Nets,7-24,109,9-48,2017-02-25T02:00Z,14,97,49,24,17,DEN,10-19,Denver Nuggets,16-13,129,26-32,400900270,238.0,2,2017,,4
9,82,35,30,26,SA,25-7,San Antonio Spurs,19-6,105,44-13,2017-02-25T03:30Z,7,79,35,24,20,LAC,17-14,LA Clippers,18-9,97,35-23,400900271,202.0,2,2017,,4
14,85,34,18,17,CHA,9-20,Charlotte Hornets,16-13,99,25-33,2017-02-25T22:00Z,11,79,31,15,12,SAC,12-18,Sacramento Kings,13-16,85,25-34,400900272,184.0,2,2017,,4
8,85,32,26,14,ATL,16-14,Atlanta Hawks,16-12,86,32-26,2017-02-26T00:00Z,8,81,37,24,23,ORL,12-19,Orlando Magic,10-19,105,22-38,400900273,191.0,2,2017,,4
7,95,40,27,22,PHI,8-20,Philadelphia 76ers,14-16,109,22-36,2017-02-26T00:30Z,6,91,43,23,18,NY,9-20,New York Knicks,15-15,110,24-35,400900274,219.0,2,2017,,4
4,85,34,26,23,IND,9-19,Indiana Pacers,21-10,95,30-29,2017-02-26T01:00Z,13,78,38,31,24,MIA,13-18,Miami Heat,14-14,113,27-32,400900275,208.0,2,2017,,4
5,78,31,25,16,NO,9-20,New Orleans Pelicans,14-16,83,23-36,2017-02-26T01:30Z,12,78,36,16,12,DAL,8-21,Dallas Mavericks,15-14,96,23-35,400900276,179.0,2,2017,,4
15,93,46,16,10,CHI,12-18,Chicago Bulls,18-11,117,30-29,2017-02-26T01:30Z,14,80,37,15,11,CLE,15-11,Cleveland Cavaliers,25-6,99,40-17,400900277,216.0,2,2017,,4
9,94,49,28,23,MIN,8-18,Minnesota Timberwolves,15-18,130,23-36,2017-02-26T02:00Z,22,94,44,42,32,HOU,20-11,Houston Rockets,22-7,142,42-18,400900278,272.0,2,2017,,4
8,94,38,17,11,BKN,2-25,Brooklyn Nets,7-24,95,9-49,2017-02-26T03:30Z,11,100,42,22,17,GS,23-6,Golden State Warriors,26-3,112,49-9,400900279,207.0,2,2017,,4
10,94,49,13,11,SA,26-7,San Antonio Spurs,19-6,119,45-13,2017-02-26T20:30Z,7,87,40,18,11,LAL,7-26,Los Angeles Lakers,12-15,98,19-41,400900280,217.0,2,2017,,4
5,83,40,16,11,PHX,8-23,Phoenix Suns,10-18,96,18-41,2017-02-26T20:30Z,6,76,39,18,16,MIL,11-16,Milwaukee Bucks,15-15,100,26-31,400900281,196.0,2,2017,,4
11,80,36,25,22,MEM,17-14,Memphis Grizzlies,18-11,105,35-25,2017-02-26T22:00Z,11,84,37,17,13,DEN,10-19,Denver Nuggets,16-14,98,26-33,400900282,203.0,2,2017,,4
11,72,34,32,23,UTAH,17-11,Utah Jazz,20-11,102,37-22,2017-02-26T22:00Z,8,87,37,13,10,WSH,10-15,Washington Wizards,24-8,92,34-23,400900283,194.0,2,2017,,4
9,79,35,35,27,POR,10-21,Portland Trail Blazers,14-13,106,24-34,2017-02-26T23:00Z,7,78,42,27,21,TOR,14-14,Toronto Raptors,21-10,112,35-24,400900284,218.0,2,2017,,4
12,85,34,30,24,BOS,18-13,Boston Celtics,20-8,104,38-21,2017-02-26T23:00Z,12,81,35,35,16,DET,10-19,Detroit Pistons,18-12,98,28-31,400900285,202.0,2,2017,,4
8,80,36,37,30,NO,9-21,New Orleans Pelicans,14-16,110,23-37,2017-02-27T00:00Z,6,88,42,37,28,OKC,12-17,Oklahoma City Thunder,22-8,118,34-25,400900286,228.0,2,2017,,4
18,80,38,30,27,CHA,9-21,Charlotte Hornets,16-13,121,25-34,2017-02-27T02:30Z,10,97,45,34,24,LAC,17-14,LA Clippers,19-9,124,36-23,400900287,226.0,2,2017,,5
7,78,33,23,19,TOR,15-14,Toronto Raptors,21-10,92,36-24,2017-02-28T00:00Z,9,73,33,19,16,NY,9-20,New York Knicks,15-16,91,24-36,400900288,183.0,2,2017,,4
6,89,40,39,33,GS,24-6,Golden State Warriors,26-3,119,50-9,2017-02-28T00:00Z,10,82,37,27,24,PHI,8-20,Philadelphia 76ers,14-17,108,22-37,400900289,227.0,2,2017,,4
11,83,37,16,10,MIL,11-17,Milwaukee Bucks,15-15,95,26-32,2017-02-28T00:00Z,10,70,35,26,22,CLE,15-11,Cleveland Cavaliers,26-6,102,41-17,400900290,197.0,2,2017,,4
6,95,46,20,16,ATL,17-14,Atlanta Hawks,16-12,114,33-26,2017-02-28T00:30Z,10,87,34,25,20,BOS,18-13,Boston Celtics,20-9,98,38-22,400900291,212.0,2,2017,,4
9,83,37,13,6,MIA,13-19,Miami Heat,14-14,89,27-33,2017-02-28T01:30Z,9,76,33,23,21,DAL,8-21,Dallas Mavericks,16-14,96,24-35,400900293,185.0,2,2017,,4
13,91,41,25,22,IND,10-19,Indiana Pacers,21-10,117,31-29,2017-02-28T02:30Z,10,88,32,42,34,HOU,20-11,Houston Rockets,22-8,108,42-19,400900292,225.0,2,2017,,4
8,95,40,20,14,MIN,9-18,Minnesota Timberwolves,15-18,102,24-36,2017-02-28T03:30Z,6,82,36,15,10,SAC,12-18,Sacramento Kings,13-17,88,25-35,400900294,190.0,2,2017,,4
8,84,39,27,22,GS,24-7,Golden State Warriors,26-3,108,50-10,2017-03-01T00:00Z,12,91,41,20,18,WSH,10-15,Washington Wizards,25-8,112,35-23,400900295,220.0,2,2017,,4
10,84,44,22,15,POR,10-22,Portland Trail Blazers,14-13,113,24-35,2017-03-01T00:30Z,7,104,45,31,23,DET,10-19,Detroit Pistons,19-12,120,29-31,400900296,218.0,2,2017,,5
13,80,45,24,22,DEN,11-19,Denver Nuggets,16-14,125,27-33,2017-03-01T01:00Z,10,96,44,10,9,CHI,12-18,Chicago Bulls,18-12,107,30-30,400900297,232.0,2,2017,,4
7,83,43,24,19,PHX,8-24,Phoenix Suns,10-18,112,18-42,2017-03-01T01:00Z,12,86,48,29,22,MEM,17-14,Memphis Grizzlies,19-11,130,36-25,400900298,242.0,2,2017,,4
9,93,43,13,11,UTAH,17-12,Utah Jazz,20-11,106,37-23,2017-03-01T01:00Z,15,76,39,23,16,OKC,12-17,Oklahoma City Thunder,23-8,109,35-25,400900299,215.0,2,2017,,4
16,85,38,24,17,CHA,10-21,Charlotte Hornets,16-13,109,26-34,2017-03-01T03:30Z,12,84,41,13,10,LAL,7-26,Los Angeles Lakers,12-16,104,19-42,400900300,213.0,2,2017,,4
