away_3PM,away_FGA,away_FGM,away_FTA,away_FTM,away_abbreviation,away_away_records,away_display_name,away_home_records,away_score,away_total_records,date,home_3PM,home_FGA,home_FGM,home_FTA,home_FTM,home_abbreviation,home_away_records,home_display_name,home_home_records,home_score,home_total_records,id,regular_total_score,season_type,season_year,series_summary,status_period
7,88,42,17,14,MIN,5-13,Minnesota Timberwolves,6-12,105,11-25,2017-01-07T00:00Z,12,79,46,9,8,WSH,3-12,Washington Wizards,14-6,112,17-18,400899965,217.0,2,2017,,4
15,86,39,12,7,HOU,14-6,Houston Rockets,15-3,100,29-9,2017-01-07T00:00Z,8,91,38,13,9,ORL,9-9,Orlando Magic,7-13,93,16-22,400899966,193.0,2,2017,,4
9,79,37,26,23,PHI,3-11,Philadelphia 76ers,6-14,106,9-25,2017-01-07T00:30Z,19,87,35,25,21,BOS,12-8,Boston Celtics,10-6,110,22-14,400899967,216.0,2,2017,,4
9,88,38,43,31,CLE,9-5,Cleveland Cavaliers,18-3,116,27-8,2017-01-07T00:30Z,9,91,41,19,17,BKN,1-17,Brooklyn Nets,7-10,108,8-27,400899968,224.0,2,2017,,4
13,83,41,27,21,NY,6-12,New York Knicks,11-7,116,17-19,2017-01-07T01:00Z,12,78,39,28,21,MIL,7-9,Milwaukee Bucks,11-8,111,18-17,400899969,227.0,2,2017,,4
8,92,38,27,16,MIA,6-14,Miami Heat,5-13,100,11-27,2017-01-07T03:30Z,10,96,48,29,21,LAL,5-16,Los Angeles Lakers,9-10,127,14-26,400899970,227.0,2,2017,,4
13,103,50,19,15,MEM,10-9,Memphis Grizzlies,13-7,128,23-16,2017-01-07T03:30Z,8,83,41,39,29,GS,15-3,Golden State Warriors,16-3,119,31-6,400899971,222.0,2,2017,,5
13,84,39,21,15,LAC,12-8,LA Clippers,13-6,106,25-14,2017-01-07T03:30Z,9,87,36,22,17,SAC,8-12,Sacramento Kings,7-9,98,15-21,400899972,204.0,2,2017,,4
12,87,40,24,17,NY,6-13,New York Knicks,11-7,109,17-20,2017-01-08T00:00Z,11,86,43,28,26,IND,5-13,Indiana Pacers,15-5,123,20-18,400899973,232.0,2,2017,,4
10,85,40,23,18,NO,4-13,New Orleans Pelicans,10-11,108,14-24,2017-01-08T00:30Z,18,93,40,21,19,BOS,12-8,Boston Celtics,11-6,117,23-14,400899974,225.0,2,2017,,4
8,85,37,43,36,TOR,12-7,Toronto Raptors,12-5,118,24-12,2017-01-08T01:00Z,11,97,38,39,36,CHI,7-11,Chicago Bulls,12-7,123,19-18,400899975,214.0,2,2017,,5
9,99,40,24,17,DEN,7-12,Denver Nuggets,7-11,106,14-23,2017-01-08T01:00Z,12,89,43,29,23,OKC,8-10,Oklahoma City Thunder,14-6,121,22-16,400899976,227.0,2,2017,,4
8,77,32,28,22,UTAH,11-8,Utah Jazz,12-7,94,23-15,2017-01-08T01:00Z,7,80,35,21,15,MIN,5-13,Minnesota Timberwolves,6-13,92,11-26,400899977,186.0,2,2017,,4
11,74,30,32,26,ATL,11-9,Atlanta Hawks,10-7,97,21-16,2017-01-08T01:30Z,9,82,32,10,9,DAL,4-15,Dallas Mavericks,7-11,82,11-26,400899978,179.0,2,2017,,4
4,75,30,25,21,CHA,8-11,Charlotte Hornets,12-7,85,20-18,2017-01-08T01:30Z,13,89,36,20,17,SA,17-3,San Antonio Spurs,13-4,102,30-7,400899979,187.0,2,2017,,4
8,94,37,27,23,PHI,4-11,Philadelphia 76ers,6-14,105,10-25,2017-01-08T17:00Z,10,78,36,17,13,BKN,1-17,Brooklyn Nets,7-11,95,8-28,400899981,200.0,2,2017,,4
10,84,41,18,15,WSH,4-12,Washington Wizards,14-6,107,18-18,2017-01-08T19:00Z,9,80,37,20,18,MIL,7-9,Milwaukee Bucks,11-9,101,18-18,400899983,208.0,2,2017,,4
7,84,31,21,17,MIA,6-15,Miami Heat,5-13,86,11-28,2017-01-08T20:30Z,9,86,36,25,17,LAC,12-8,LA Clippers,14-6,98,26-14,400899982,184.0,2,2017,,4
11,89,46,31,26,HOU,15-6,Houston Rockets,15-3,129,30-9,2017-01-08T23:00Z,11,78,42,30,27,TOR,12-7,Toronto Raptors,12-6,122,24-13,400899984,251.0,2,2017,,4
9,72,28,23,14,UTAH,11-9,Utah Jazz,12-7,79,23-16,2017-01-09T01:00Z,9,78,34,14,11,MEM,10-9,Memphis Grizzlies,14-7,88,24-16,400899985,167.0,2,2017,,4
15,82,44,19,17,CLE,10-5,Cleveland Cavaliers,18-3,120,28-8,2017-01-09T01:30Z,9,87,46,19,15,PHX,5-16,Phoenix Suns,7-10,116,12-26,400899986,236.0,2,2017,,4
10,89,45,20,17,GS,16-3,Golden State Warriors,16-3,117,32-6,2017-01-09T02:00Z,11,74,36,29,23,SAC,8-12,Sacramento Kings,7-10,106,15-22,400899987,223.0,2,2017,,4
8,105,54,12,9,DET,8-12,Detroit Pistons,10-9,125,18-21,2017-01-09T02:00Z,15,98,51,12,7,POR,6-15,Portland Trail Blazers,10-8,124,16-23,400933467,212.0,2,2017,,6
7,90,34,29,20,ORL,9-10,Orlando Magic,7-13,95,16-23,2017-01-09T02:30Z,8,87,42,24,19,LAL,5-16,Los Angeles Lakers,10-10,111,15-26,400899988,206.0,2,2017,,4
12,84,41,19,16,NO,5-13,New Orleans Pelicans,10-11,110,15-24,2017-01-10T00:30Z,11,85,36,16,13,NY,6-13,New York Knicks,11-8,96,17-21,400899989,206.0,2,2017,,4
7,83,47,11,8,OKC,9-10,Oklahoma City Thunder,14-6,109,23-16,2017-01-10T01:00Z,7,83,34,22,19,CHI,7-11,Chicago Bulls,12-8,94,19-19,400899990,203.0,2,2017,,4
13,78,36,9,7,DAL,4-16,Dallas Mavericks,7-11,92,11-27,2017-01-10T01:00Z,6,71,40,21,15,MIN,5-13,Minnesota Timberwolves,7-13,101,12-26,400899991,193.0,2,2017,,4
10,88,35,21,19,CHI,7-12,Chicago Bulls,12-8,99,19-20,2017-01-11T00:00Z,11,83,42,9,6,WSH,4-12,Washington Wizards,15-6,101,19-18,400899992,200.0,2,2017,,4
9,85,40,20,17,BOS,12-9,Boston Celtics,11-6,106,23-15,2017-01-11T00:30Z,10,87,41,27,22,TOR,12-7,Toronto Raptors,13-6,114,25-13,400899993,220.0,2,2017,,4
7,92,44,38,22,ATL,12-9,Atlanta Hawks,10-7,117,22-16,2017-01-11T00:30Z,10,87,35,23,17,BKN,1-17,Brooklyn Nets,7-12,97,8-29,400899994,214.0,2,2017,,4
19,92,44,9,7,CHA,8-12,Charlotte Hornets,12-7,114,20-19,2017-01-11T01:00Z,17,82,40,33,24,HOU,15-6,Houston Rockets,16-3,121,31-9,400899995,235.0,2,2017,,4
10,84,44,13,11,MIL,8-9,Milwaukee Bucks,11-9,109,19-18,2017-01-11T01:30Z,12,88,42,14,11,SA,17-3,San Antonio Spurs,13-5,107,30-8,400899996,216.0,2,2017,,4
9,85,31,25,21,CLE,10-6,Cleveland Cavaliers,18-3,92,28-9,2017-01-11T02:00Z,13,79,38,19,11,UTAH,11-9,Utah Jazz,13-7,100,24-16,400899997,192.0,2,2017,,4
7,85,43,20,15,POR,7-15,Portland Trail Blazers,10-8,108,17-23,2017-01-11T03:30Z,9,83,32,26,14,LAL,5-16,Los Angeles Lakers,10-11,87,15-27,400899998,195.0,2,2017,,4
6,90,38,17,13,MIA,6-16,Miami Heat,5-13,95,11-29,2017-01-11T03:30Z,11,86,39,22,18,GS,16-3,Golden State Warriors,17-3,107,33-6,400899999,202.0,2,2017,,4
12,82,36,16,10,DET,8-13,Detroit Pistons,10-9,94,18-22,2017-01-11T03:30Z,13,73,32,29,23,SAC,8-12,Sacramento Kings,8-10,100,16-22,400900000,194.0,2,2017,,4
4,86,42,10,9,NY,6-14,New York Knicks,11-8,97,17-22,2017-01-12T00:00Z,7,95,37,21,17,PHI,4-11,Philadelphia 76ers,7-14,98,11-25,400900001,195.0,2,2017,,4
7,92,38,21,12,MEM,10-10,Memphis Grizzlies,14-7,95,24-17,2017-01-12T01:00Z,8,81,36,29,23,OKC,9-10,Oklahoma City Thunder,15-6,103,24-16,400900002,198.0,2,2017,,4
15,87,36,22,18,HOU,15-7,Houston Rockets,16-3,105,31-10,2017-01-12T01:00Z,8,81,44,25,23,MIN,5-13,Minnesota Timberwolves,8-13,119,13-26,400900003,224.0,2,2017,,4
10,105,45,12,8,WSH,4-13,Washington Wizards,15-6,108,19-19,2017-01-12T01:00Z,17,85,43,18,14,BOS,12-9,Boston Celtics,12-6,117,24-15,400900004,225.0,2,2017,,4
6,92,39,18,12,ORL,9-11,Orlando Magic,7-13,96,16-24,2017-01-12T03:30Z,9,76,39,26,18,LAC,12-8,LA Clippers,15-6,105,27-14,400900005,201.0,2,2017,,4
9,82,28,28,21,CLE,10-7,Cleveland Cavaliers,18-3,86,28-10,2017-01-12T03:30Z,10,93,40,16,12,POR,7-15,Portland Trail Blazers,11-8,102,18-23,400900006,188.0,2,2017,,4
12,94,44,13,12,IND,5-14,Indiana Pacers,15-5,112,20-19,2017-01-12T20:00Z,15,90,52,23,21,DEN,7-12,Denver Nuggets,8-11,140,15-23,400900010,252.0,2,2017,,4
11,90,38,25,17,NO,6-13,New Orleans Pelicans,10-11,104,16-24,2017-01-13T00:30Z,9,97,40,11,6,BKN,1-17,Brooklyn Nets,7-13,95,8-30,400900007,199.0,2,2017,,4
3,89,35,21,16,CHI,7-13,Chicago Bulls,12-8,89,19-21,2017-01-13T01:00Z,7,92,44,11,9,NY,6-14,New York Knicks,12-8,104,18-22,400900008,193.0,2,2017,,4
6,85,35,25,18,LAL,5-17,Los Angeles Lakers,10-11,94,15-28,2017-01-13T01:30Z,10,81,49,29,26,SA,17-3,San Antonio Spurs,14-5,134,31-8,400900009,228.0,2,2017,,4
15,89,43,17,12,DAL,5-16,Dallas Mavericks,7-11,113,12-27,2017-01-13T03:00Z,10,78,38,27,22,PHX,5-16,Phoenix Suns,7-11,108,12-27,400900012,221.0,2,2017,,4
6,88,43,20,15,DET,8-14,Detroit Pistons,10-9,107,18-23,2017-01-13T03:30Z,15,89,50,18,12,GS,16-3,Golden State Warriors,18-3,127,34-6,400900011,234.0,2,2017,,4
6,85,28,32,31,CHA,8-13,Charlotte Hornets,12-7,93,20-20,2017-01-14T00:00Z,14,76,36,20,16,PHI,4-11,Philadelphia 76ers,8-14,102,12-25,400900014,195.0,2,2017,,4
17,86,40,20,16,BKN,1-18,Brooklyn Nets,7-13,113,8-31,2017-01-14T00:30Z,11,97,52,21,17,TOR,12-7,Toronto Raptors,14-6,132,26-13,400900013,245.0,2,2017,,4
12,83,41,18,14,MIA,6-17,Miami Heat,5-13,108,11-30,2017-01-14T01:00Z,9,80,40,31,27,MIL,8-9,Milwaukee Bucks,12-9,116,20-18,400900015,224.0,2,2017,,4
10,76,41,27,18,MEM,11-10,Memphis Grizzlies,14-7,110,25-17,2017-01-14T01:00Z,10,82,33,36,29,HOU,15-7,Houston Rockets,16-4,105,31-11,400900016,215.0,2,2017,,4
3,85,33,21,17,OKC,9-11,Oklahoma City Thunder,15-6,86,24-17,2017-01-14T01:00Z,5,86,39,14,13,MIN,5-13,Minnesota Timberwolves,9-13,96,14-26,400900017,182.0,2,2017,,4
17,83,36,19,14,BOS,13-9,Boston Celtics,12-6,103,25-15,2017-01-14T01:00Z,11,84,36,21,18,ATL,12-9,Atlanta Hawks,10-8,101,22-17,400900018,204.0,2,2017,,4
10,83,41,26,23,ORL,10-11,Orlando Magic,7-13,115,17-24,2017-01-14T03:00Z,10,97,39,25,21,POR,7-15,Portland Trail Blazers,11-9,109,18-24,400900019,224.0,2,2017,,4
15,87,44,22,17,CLE,11-7,Cleveland Cavaliers,18-3,120,29-10,2017-01-14T03:30Z,9,80,42,19,15,SAC,8-12,Sacramento Kings,8-11,108,16-23,400900020,228.0,2,2017,,4
6,76,30,16,11,DET,8-15,Detroit Pistons,10-9,77,18-24,2017-01-14T03:30Z,16,80,43,13,8,UTAH,11-9,Utah Jazz,14-7,110,25-16,400900021,187.0,2,2017,,4
10,80,36,27,15,LAL,5-18,Los Angeles Lakers,10-11,97,15-29,2017-01-14T20:30Z,10,92,48,8,7,LAC,12-8,LA Clippers,16-6,113,28-14,400900022,210.0,2,2017,,4
7,84,39,21,14,NO,6-14,New Orleans Pelicans,10-11,99,16-25,2017-01-14T22:00Z,8,101,43,23,13,CHI,7-13,Chicago Bulls,13-8,107,20-21,400900023,206.0,2,2017,,4
9,71,36,34,24,SA,17-4,San Antonio Spurs,14-5,105,31-9,2017-01-14T23:00Z,8,85,39,24,22,PHX,5-16,Phoenix Suns,8-11,108,13-27,400900026,213.0,2,2017,,4
10,87,36,21,11,PHI,4-12,Philadelphia 76ers,8-14,93,12-26,2017-01-15T01:00Z,8,91,44,18,13,WSH,4-13,Washington Wizards,16-6,109,20-19,400900024,202.0,2,2017,,4
12,82,38,27,19,ORL,10-12,Orlando Magic,7-13,107,17-25,2017-01-15T02:00Z,7,83,41,36,25,UTAH,11-9,Utah Jazz,15-7,114,26-16,400900025,221.0,2,2017,,4
5,80,35,18,12,MIN,5-14,Minnesota Timberwolves,9-13,87,14-27,2017-01-15T19:00Z,12,77,36,19,14,DAL,5-16,Dallas Mavericks,8-11,98,13-27,400900029,185.0,2,2017,,4
12,84,35,27,19,NY,6-15,New York Knicks,12-8,101,18-23,2017-01-15T20:00Z,8,89,44,23,20,TOR,12-7,Toronto Raptors,15-6,116,27-13,400900027,217.0,2,2017,,4
6,79,39,18,14,MIL,8-10,Milwaukee Bucks,12-9,98,20-19,2017-01-15T20:00Z,13,80,42,18,14,ATL,12-9,Atlanta Hawks,11-8,111,23-17,400900028,209.0,2,2017,,4
21,92,46,32,24,HOU,16-7,Houston Rockets,16-4,137,32-11,2017-01-15T23:00Z,15,93,41,19,15,BKN,1-18,Brooklyn Nets,7-14,112,8-32,400900030,249.0,2,2017,,4
9,90,40,41,33,OKC,10-11,Oklahoma City Thunder,15-6,122,25-17,2017-01-16T02:00Z,9,81,37,40,35,SAC,8-12,Sacramento Kings,8-12,118,16-24,400900031,240.0,2,2017,,4
4,78,40,35,24,CHI,8-13,Chicago Bulls,13-8,108,21-21,2017-01-16T02:00Z,11,95,40,13,13,MEM,11-10,Memphis Grizzlies,14-8,104,25-18,400900032,212.0,2,2017,,4
9,95,41,16,11,DET,9-15,Detroit Pistons,10-9,102,19-24,2017-01-16T02:30Z,6,83,36,24,19,LAL,5-18,Los Angeles Lakers,10-12,97,15-30,400900033,199.0,2,2017,,4
12,87,40,23,16,ATL,13-9,Atlanta Hawks,11-8,108,24-17,2017-01-16T18:00Z,8,85,42,23,15,NY,6-15,New York Knicks,12-9,107,18-24,400900034,215.0,2,2017,,4
8,88,37,25,19,POR,7-16,Portland Trail Blazers,11-9,101,18-25,2017-01-16T19:00Z,13,86,42,25,23,WSH,4-13,Washington Wizards,17-6,120,21-19,400900035,221.0,2,2017,,4
14,78,35,36,29,PHI,5-12,Philadelphia 76ers,8-14,113,13-26,2017-01-16T20:30Z,5,89,42,22,15,MIL,8-10,Milwaukee Bucks,12-10,104,20-20,400900036,217.0,2,2017,,4
10,83,36,18,13,NO,6-15,New Orleans Pelicans,10-11,95,16-26,2017-01-16T21:00Z,5,81,41,16,11,IND,5-14,Indiana Pacers,16-5,98,21-19,400900037,193.0,2,2017,,4
8,88,45,18,14,ORL,10-13,Orlando Magic,7-13,112,17-26,2017-01-16T22:00Z,9,89,52,15,12,DEN,7-12,Denver Nuggets,9-11,125,16-23,400900038,237.0,2,2017,,4
8,86,38,17,14,CHA,8-14,Charlotte Hornets,12-7,98,20-21,2017-01-17T00:30Z,15,84,42,10,9,BOS,13-9,Boston Celtics,13-6,108,26-15,400900039,206.0,2,2017,,4
9,88,31,27,20,CLE,11-8,Cleveland Cavaliers,18-3,91,29-11,2017-01-17T01:00Z,15,91,46,24,19,GS,16-3,Golden State Warriors,19-3,126,35-6,400900040,217.0,2,2017,,4
8,89,41,24,16,UTAH,12-9,Utah Jazz,15-7,106,27-16,2017-01-17T02:00Z,5,81,40,17,16,PHX,5-16,Phoenix Suns,8-12,101,13-28,400900041,207.0,2,2017,,4
10,85,36,19,16,OKC,10-12,Oklahoma City Thunder,15-6,98,25-18,2017-01-17T03:30Z,12,82,45,22,18,LAC,12-8,LA Clippers,17-6,120,29-14,400900042,218.0,2,2017,,4
10,92,48,16,13,TOR,13-7,Toronto Raptors,15-6,119,28-13,2017-01-18T00:30Z,7,89,40,24,22,BKN,1-18,Brooklyn Nets,7-15,109,8-33,400900043,228.0,2,2017,,4
9,90,36,28,22,HOU,16-8,Houston Rockets,16-4,103,32-12,2017-01-18T00:30Z,9,90,42,24,16,MIA,6-17,Miami Heat,6-13,109,12-30,400900044,212.0,2,2017,,4
11,78,37,18,14,DAL,6-16,Dallas Mavericks,8-11,99,14-27,2017-01-18T01:00Z,6,82,37,22,18,CHI,8-13,Chicago Bulls,13-9,98,21-22,400900045,197.0,2,2017,,4
6,73,36,41,36,MIN,5-15,Minnesota Timberwolves,9-13,114,14-28,2017-01-18T01:30Z,8,84,43,35,28,SA,17-4,San Antonio Spurs,15-5,122,32-9,400900046,236.0,2,2017,,4
11,88,50,26,16,DEN,8-12,Denver Nuggets,9-11,127,17-23,2017-01-18T03:30Z,11,108,47,18,16,LAL,5-18,Los Angeles Lakers,10-13,121,15-31,400900047,248.0,2,2017,,4
6,86,34,23,15,TOR,13-8,Toronto Raptors,15-6,89,28-14,2017-01-19T00:00Z,8,69,31,32,24,PHI,5-12,Philadelphia 76ers,9-14,94,14-26,400900048,183.0,2,2017,,4
8,83,33,34,27,MEM,11-11,Memphis Grizzlies,14-8,101,25-19,2017-01-19T00:00Z,8,80,36,26,24,WSH,4-13,Washington Wizards,18-6,104,22-19,400900049,205.0,2,2017,,4
8,94,33,11,11,POR,7-17,Portland Trail Blazers,11-9,85,18-26,2017-01-19T00:00Z,11,87,41,17,14,CHA,8-14,Charlotte Hornets,13-7,107,21-21,400900050,192.0,2,2017,,4
10,91,46,18,15,NY,7-15,New York Knicks,12-9,117,19-24,2017-01-19T00:30Z,9,91,35,29,27,BOS,13-9,Boston Celtics,13-7,106,26-16,400900051,223.0,2,2017,,4
11,88,39,11,9,ORL,10-14,Orlando Magic,7-13,98,17-27,2017-01-19T01:00Z,15,93,46,15,11,NO,6-15,New Orleans Pelicans,11-11,118,17-26,400900052,216.0,2,2017,,4
7,93,37,14,11,MIL,8-11,Milwaukee Bucks,12-10,92,20-21,2017-01-19T01:00Z,14,95,43,15,11,HOU,16-8,Houston Rockets,17-4,111,33-12,400900053,203.0,2,2017,,4
6,78,30,37,29,ATL,13-10,Atlanta Hawks,11-8,95,24-18,2017-01-19T01:00Z,10,91,45,28,18,DET,9-15,Detroit Pistons,11-9,118,20-24,400900054,213.0,2,2017,,4
8,90,38,19,16,OKC,10-13,Oklahoma City Thunder,15-6,100,25-19,2017-01-19T03:30Z,10,85,46,27,19,GS,16-3,Golden State Warriors,20-3,121,36-6,400900055,221.0,2,2017,,4
7,75,39,25,21,IND,6-14,Indiana Pacers,16-5,106,22-19,2017-01-19T03:30Z,9,72,35,27,21,SAC,8-12,Sacramento Kings,8-13,100,16-25,400900056,206.0,2,2017,,4
4,85,37,31,25,PHX,5-17,Phoenix Suns,8-12,103,13-29,2017-01-20T00:00Z,19,85,43,19,13,CLE,11-8,Cleveland Cavaliers,19-3,118,30-11,400900057,221.0,2,2017,,4
14,82,37,11,7,DAL,6-17,Dallas Mavericks,8-11,95,14-28,2017-01-20T00:30Z,9,73,35,29,20,MIA,6-17,Miami Heat,7-13,99,13-30,400900058,194.0,2,2017,,4
13,88,44,14,12,WSH,5-13,Washington Wizards,18-6,113,23-19,2017-01-20T01:00Z,7,90,42,22,19,NY,7-15,New York Knicks,12-10,110,19-25,400900059,223.0,2,2017,,4
10,91,37,26,20,DEN,8-13,Denver Nuggets,9-11,104,17-24,2017-01-20T01:30Z,9,86,44,25,21,SA,17-4,San Antonio Spurs,16-5,118,33-9,400900060,222.0,2,2017,,4
