away_3PM,away_FGA,away_FGM,away_FTA,away_FTM,away_abbreviation,away_away_records,away_display_name,away_home_records,away_score,away_total_records,date,home_3PM,home_FGA,home_FGM,home_FTA,home_FTM,home_abbreviation,home_away_records,home_display_name,home_home_records,home_score,home_total_records,id,regular_total_score,season_type,season_year,series_summary,status_period
5,84,40,25,19,MIN,6-15,Minnesota Timberwolves,9-13,104,15-28,2017-01-20T03:30Z,4,87,42,24,13,LAC,12-8,LA Clippers,17-7,101,29-15,400900061,205.0,2,2017,,4
6,89,33,28,20,POR,7-18,Portland Trail Blazers,11-9,92,18-27,2017-01-21T00:00Z,12,92,36,16,9,PHI,5-12,Philadelphia 76ers,10-14,93,15-26,400900062,185.0,2,2017,,4
7,86,29,14,13,TOR,13-9,Toronto Raptors,15-6,78,28-15,2017-01-21T00:00Z,12,80,40,25,21,CHA,8-14,Charlotte Hornets,14-7,113,22-21,400900063,191.0,2,2017,,4
10,83,34,26,18,MIL,8-12,Milwaukee Bucks,12-10,96,20-22,2017-01-21T00:00Z,8,87,40,31,24,ORL,10-14,Orlando Magic,8-13,112,18-27,400900064,208.0,2,2017,,4
6,76,31,32,23,SAC,8-13,Sacramento Kings,8-13,91,16-26,2017-01-21T01:00Z,11,83,38,25,20,MEM,11-11,Memphis Grizzlies,15-8,107,26-19,400900065,198.0,2,2017,,4
15,83,48,35,32,BKN,2-18,Brooklyn Nets,7-15,143,9-33,2017-01-21T01:00Z,11,105,43,23,17,NO,6-15,New Orleans Pelicans,11-12,114,17-27,400900066,257.0,2,2017,,4
15,89,47,21,16,GS,17-3,Golden State Warriors,20-3,125,37-6,2017-01-21T01:00Z,7,96,43,18,15,HOU,16-8,Houston Rockets,17-5,108,33-13,400900067,233.0,2,2017,,4
7,81,34,19,18,CHI,8-14,Chicago Bulls,13-9,93,21-23,2017-01-21T01:00Z,9,82,39,19,15,ATL,13-10,Atlanta Hawks,12-8,102,25-18,400900068,195.0,2,2017,,4
8,82,38,39,28,UTAH,13-9,Utah Jazz,15-7,112,28-16,2017-01-21T01:30Z,8,87,39,28,21,DAL,6-17,Dallas Mavericks,8-12,107,14-29,400900069,196.0,2,2017,,5
9,80,34,25,18,IND,6-15,Indiana Pacers,16-5,95,22-20,2017-01-21T03:30Z,14,87,41,15,12,LAL,5-18,Los Angeles Lakers,11-13,108,16-31,400900070,203.0,2,2017,,4
10,92,43,36,31,POR,8-18,Portland Trail Blazers,11-9,127,19-27,2017-01-21T22:00Z,13,92,42,31,26,BOS,13-9,Boston Celtics,13-8,123,26-17,400900071,226.0,2,2017,,5
8,91,39,33,26,WSH,5-14,Washington Wizards,18-6,112,23-20,2017-01-21T23:00Z,11,87,43,22,16,DET,9-15,Detroit Pistons,12-9,113,21-24,400900072,225.0,2,2017,,4
17,89,38,15,12,BKN,2-19,Brooklyn Nets,7-15,105,9-34,2017-01-22T00:00Z,14,82,39,22,20,CHA,8-14,Charlotte Hornets,15-7,112,23-21,400900073,217.0,2,2017,,4
12,78,33,18,15,PHI,5-13,Philadelphia 76ers,10-14,93,15-27,2017-01-22T00:00Z,7,91,45,23,13,ATL,13-10,Atlanta Hawks,13-8,110,26-18,400900074,203.0,2,2017,,4
9,85,37,27,24,PHX,6-17,Phoenix Suns,8-12,107,14-29,2017-01-22T00:30Z,11,89,40,16,14,NY,7-15,New York Knicks,12-11,105,19-26,400900075,212.0,2,2017,,4
6,79,33,32,25,MIL,8-13,Milwaukee Bucks,12-10,97,20-23,2017-01-22T00:30Z,13,77,41,22,14,MIA,6-17,Miami Heat,8-13,109,14-30,400900076,206.0,2,2017,,4
16,80,41,25,21,HOU,17-8,Houston Rockets,17-5,119,34-13,2017-01-22T01:00Z,9,89,33,28,20,MEM,11-11,Memphis Grizzlies,15-9,95,26-20,400900077,214.0,2,2017,,4
10,96,48,14,12,SA,18-4,San Antonio Spurs,16-5,118,34-9,2017-01-22T01:30Z,13,91,45,22,12,CLE,11-8,Cleveland Cavaliers,19-4,115,30-12,400900078,214.0,2,2017,,5
10,96,40,8,8,LAC,12-9,LA Clippers,17-7,98,29-16,2017-01-22T02:00Z,10,87,46,26,21,DEN,8-13,Denver Nuggets,10-11,123,18-24,400900079,221.0,2,2017,,4
10,77,39,17,12,IND,6-16,Indiana Pacers,16-5,100,22-21,2017-01-22T02:00Z,6,84,39,32,25,UTAH,13-9,Utah Jazz,16-7,109,29-16,400900080,209.0,2,2017,,4
9,84,37,21,16,SAC,8-14,Sacramento Kings,8-13,99,16-27,2017-01-22T02:00Z,6,83,34,33,28,CHI,8-14,Chicago Bulls,14-9,102,22-23,400900081,201.0,2,2017,,4
19,89,42,19,15,GS,18-3,Golden State Warriors,20-3,118,38-6,2017-01-22T17:00Z,7,96,42,16,7,ORL,10-14,Orlando Magic,8-14,98,18-28,400900082,216.0,2,2017,,4
3,73,28,17,14,LAL,5-19,Los Angeles Lakers,11-13,73,16-32,2017-01-22T20:30Z,17,87,43,19,19,DAL,6-17,Dallas Mavericks,9-12,122,15-29,400900083,195.0,2,2017,,4
9,79,40,28,26,PHX,7-17,Phoenix Suns,8-12,115,15-29,2017-01-22T23:00Z,7,83,33,35,30,TOR,13-9,Toronto Raptors,15-7,103,28-16,400900084,218.0,2,2017,,4
7,82,42,21,17,DEN,8-14,Denver Nuggets,10-11,108,18-25,2017-01-23T00:00Z,6,85,45,21,15,MIN,6-15,Minnesota Timberwolves,10-13,111,16-28,400900085,219.0,2,2017,,4
10,80,43,17,13,WSH,6-14,Washington Wizards,18-6,109,24-20,2017-01-24T00:00Z,8,90,35,25,21,CHA,8-14,Charlotte Hornets,15-8,99,23-22,400900086,208.0,2,2017,,4
9,95,45,16,13,SA,19-4,San Antonio Spurs,16-5,112,35-9,2017-01-24T00:30Z,5,81,32,18,17,BKN,2-19,Brooklyn Nets,7-16,86,9-35,400900087,198.0,2,2017,,4
14,84,42,22,17,LAC,13-9,LA Clippers,17-7,115,30-16,2017-01-24T00:30Z,9,88,37,26,22,ATL,13-10,Atlanta Hawks,13-9,105,26-19,400900088,220.0,2,2017,,4
8,88,41,20,12,GS,18-4,Golden State Warriors,20-3,102,38-7,2017-01-24T00:30Z,13,86,38,27,16,MIA,6-17,Miami Heat,9-13,105,15-30,400900089,207.0,2,2017,,4
9,82,40,26,20,SAC,9-14,Sacramento Kings,8-13,109,17-27,2017-01-24T00:30Z,10,82,41,17,12,DET,9-15,Detroit Pistons,12-10,104,21-25,400900090,213.0,2,2017,,4
14,77,39,28,22,HOU,17-9,Houston Rockets,17-5,114,34-14,2017-01-24T01:00Z,11,80,47,27,22,MIL,8-13,Milwaukee Bucks,13-10,127,21-23,400900091,241.0,2,2017,,4
15,93,43,25,21,CLE,11-9,Cleveland Cavaliers,19-4,122,30-13,2017-01-24T01:00Z,16,87,43,30,22,NO,6-15,New Orleans Pelicans,12-12,124,18-27,400900092,246.0,2,2017,,4
8,76,35,35,31,NY,8-15,New York Knicks,12-11,109,20-26,2017-01-24T01:00Z,7,86,38,25,20,IND,6-16,Indiana Pacers,16-6,103,22-22,400900093,212.0,2,2017,,4
6,83,36,25,19,OKC,11-13,Oklahoma City Thunder,15-6,97,26-19,2017-01-24T02:00Z,5,84,36,26,18,UTAH,13-9,Utah Jazz,16-8,95,29-17,400900094,192.0,2,2017,,4
7,85,38,33,25,SA,20-4,San Antonio Spurs,16-5,108,36-9,2017-01-25T00:00Z,6,84,38,28,24,TOR,13-9,Toronto Raptors,15-8,106,28-17,400900095,214.0,2,2017,,4
18,71,33,41,26,LAC,13-10,LA Clippers,17-7,110,30-17,2017-01-25T00:00Z,10,90,45,22,21,PHI,5-13,Philadelphia 76ers,11-14,121,16-27,400900096,231.0,2,2017,,4
10,84,38,24,22,BOS,13-10,Boston Celtics,13-8,108,26-18,2017-01-25T00:00Z,9,83,48,21,18,WSH,6-14,Washington Wizards,19-6,123,25-20,400900097,231.0,2,2017,,4
7,77,35,30,23,CHI,9-14,Chicago Bulls,14-9,100,23-23,2017-01-25T00:00Z,7,85,35,20,15,ORL,10-14,Orlando Magic,8-15,92,18-29,400900098,192.0,2,2017,,4
7,85,35,21,16,UTAH,13-10,Utah Jazz,16-8,93,29-18,2017-01-25T02:00Z,10,76,35,31,23,DEN,8-14,Denver Nuggets,11-11,103,19-25,400900099,196.0,2,2017,,4
6,84,44,24,18,MIN,7-15,Minnesota Timberwolves,10-13,112,17-28,2017-01-25T02:00Z,7,86,38,32,28,PHX,7-17,Phoenix Suns,8-13,111,15-30,400900100,223.0,2,2017,,4
11,95,43,22,19,SAC,10-14,Sacramento Kings,8-13,116,18-27,2017-01-26T00:00Z,15,82,40,34,17,CLE,11-9,Cleveland Cavaliers,19-5,112,30-14,400900101,208.0,2,2017,,5
10,77,36,38,27,HOU,17-10,Houston Rockets,17-5,109,34-15,2017-01-26T00:30Z,11,91,47,16,15,BOS,13-10,Boston Celtics,14-8,120,27-18,400900102,229.0,2,2017,,4
11,83,40,25,18,MIA,7-17,Miami Heat,9-13,109,16-30,2017-01-26T00:30Z,13,80,35,26,23,BKN,2-19,Brooklyn Nets,7-17,106,9-36,400900103,215.0,2,2017,,4
17,83,43,19,16,ATL,14-10,Atlanta Hawks,13-9,119,27-19,2017-01-26T01:00Z,8,94,43,26,20,CHI,9-14,Chicago Bulls,14-10,114,23-24,400900104,233.0,2,2017,,4
12,75,40,25,22,PHI,6-13,Philadelphia 76ers,11-14,114,17-27,2017-01-26T01:00Z,7,91,42,23,18,MIL,8-13,Milwaukee Bucks,13-11,109,21-24,400900105,223.0,2,2017,,4
10,92,39,19,11,TOR,13-10,Toronto Raptors,15-8,99,28-18,2017-01-26T01:00Z,10,78,36,25,19,MEM,11-11,Memphis Grizzlies,16-9,101,27-20,400900106,200.0,2,2017,,4
10,91,42,28,20,OKC,12-13,Oklahoma City Thunder,15-6,114,27-19,2017-01-26T01:00Z,11,96,41,19,12,NO,6-15,New Orleans Pelicans,12-13,105,18-28,400900107,219.0,2,2017,,4
11,82,39,27,24,GS,19-4,Golden State Warriors,20-3,113,39-7,2017-01-26T01:00Z,7,92,38,21,20,CHA,8-14,Charlotte Hornets,15-9,103,23-23,400900108,216.0,2,2017,,4
7,92,39,12,10,NY,8-16,New York Knicks,12-11,95,20-27,2017-01-26T01:30Z,6,83,39,24,19,DAL,6-17,Dallas Mavericks,10-12,103,16-29,400900109,198.0,2,2017,,4
11,94,37,14,13,LAL,5-20,Los Angeles Lakers,11-13,98,16-33,2017-01-26T03:30Z,4,90,43,20,15,POR,8-18,Portland Trail Blazers,12-9,105,20-27,400900110,203.0,2,2017,,4
11,84,38,13,11,DAL,6-18,Dallas Mavericks,10-12,98,16-30,2017-01-27T01:00Z,9,72,37,36,26,OKC,12-13,Oklahoma City Thunder,16-6,109,28-19,400900111,207.0,2,2017,,4
10,81,42,17,15,IND,7-16,Indiana Pacers,16-6,109,23-22,2017-01-27T01:00Z,10,81,36,27,21,MIN,7-15,Minnesota Timberwolves,10-14,103,17-29,400900112,212.0,2,2017,,4
10,89,48,17,14,PHX,7-18,Phoenix Suns,8-13,120,15-31,2017-01-27T02:00Z,9,86,44,35,30,DEN,8-14,Denver Nuggets,12-11,127,20-25,400900113,247.0,2,2017,,4
4,84,36,13,12,LAL,5-21,Los Angeles Lakers,11-13,88,16-34,2017-01-27T03:30Z,6,81,33,28,24,UTAH,13-10,Utah Jazz,17-8,96,30-18,400900114,184.0,2,2017,,4
13,71,35,36,28,SAC,10-15,Sacramento Kings,8-13,111,18-28,2017-01-28T00:00Z,10,78,38,33,29,IND,7-16,Indiana Pacers,17-6,115,24-22,400900117,208.0,2,2017,,5
16,87,43,16,14,BKN,2-20,Brooklyn Nets,7-17,116,9-37,2017-01-28T00:30Z,13,92,49,20,13,CLE,11-9,Cleveland Cavaliers,20-5,124,31-14,400900116,240.0,2,2017,,4
9,87,38,18,13,ORL,10-15,Orlando Magic,8-15,98,18-30,2017-01-28T00:30Z,16,89,50,15,12,BOS,13-10,Boston Celtics,15-8,128,28-18,400900118,226.0,2,2017,,4
7,80,31,24,17,MIL,8-14,Milwaukee Bucks,13-11,86,21-25,2017-01-28T00:30Z,10,84,37,23,18,TOR,13-10,Toronto Raptors,16-8,102,29-18,400900119,188.0,2,2017,,4
13,90,40,15,14,CHA,8-15,Charlotte Hornets,15-9,107,23-24,2017-01-28T00:30Z,9,96,46,13,9,NY,8-16,New York Knicks,13-11,110,21-27,400900120,217.0,2,2017,,4
12,81,42,28,27,HOU,18-10,Houston Rockets,17-5,123,35-15,2017-01-28T01:00Z,10,78,42,32,24,PHI,6-13,Philadelphia 76ers,11-15,118,17-28,400900115,241.0,2,2017,,4
9,89,41,11,9,MIA,8-17,Miami Heat,9-13,100,17-30,2017-01-28T01:00Z,3,79,33,25,19,CHI,9-14,Chicago Bulls,14-11,88,23-25,400900121,188.0,2,2017,,4
12,85,33,29,25,SA,20-5,San Antonio Spurs,16-5,103,36-10,2017-01-28T01:00Z,13,93,48,14,10,NO,6-15,New Orleans Pelicans,13-13,119,19-28,400900122,222.0,2,2017,,4
13,89,43,19,13,WSH,7-14,Washington Wizards,19-6,112,26-20,2017-01-28T01:00Z,9,83,30,25,17,ATL,14-10,Atlanta Hawks,13-10,86,27-20,400900123,198.0,2,2017,,4
9,77,37,33,26,MEM,11-12,Memphis Grizzlies,16-9,109,27-21,2017-01-28T03:00Z,16,81,38,21,20,POR,8-18,Portland Trail Blazers,13-9,112,21-27,400900124,221.0,2,2017,,4
11,79,41,26,16,SAC,11-15,Sacramento Kings,8-13,109,19-28,2017-01-29T00:00Z,12,75,36,24,22,CHA,8-15,Charlotte Hornets,15-10,106,23-25,400900125,215.0,2,2017,,4
4,89,46,12,7,DET,9-16,Detroit Pistons,12-10,103,21-26,2017-01-29T00:30Z,14,79,42,23,18,MIA,8-17,Miami Heat,10-13,116,18-30,400900126,219.0,2,2017,,4
14,89,37,30,24,BOS,14-10,Boston Celtics,15-8,112,29-18,2017-01-29T01:00Z,9,87,37,32,25,MIL,8-14,Milwaukee Bucks,13-12,108,21-26,400900127,204.0,2,2017,,5
12,82,36,22,14,LAC,13-11,LA Clippers,17-7,98,30-18,2017-01-29T01:30Z,17,92,57,16,13,GS,19-4,Golden State Warriors,21-3,144,40-7,400900128,242.0,2,2017,,4
11,80,41,10,9,MEM,12-12,Memphis Grizzlies,16-9,102,28-21,2017-01-29T02:00Z,10,62,29,29,27,UTAH,13-10,Utah Jazz,17-9,95,30-19,400900129,197.0,2,2017,,4
8,80,39,42,37,DEN,9-14,Denver Nuggets,12-11,123,21-25,2017-01-29T02:00Z,6,91,41,32,24,PHX,7-18,Phoenix Suns,8-14,112,15-32,400900130,235.0,2,2017,,4
7,85,41,25,20,BKN,2-21,Brooklyn Nets,7-17,109,9-38,2017-01-29T02:00Z,9,92,47,32,26,MIN,7-15,Minnesota Timberwolves,11-14,129,18-29,400900131,238.0,2,2017,,4
18,128,51,23,19,NY,8-17,New York Knicks,13-11,139,21-28,2017-01-29T20:00Z,10,119,52,40,28,ATL,14-10,Atlanta Hawks,14-10,142,28-20,400900132,208.0,2,2017,,8
6,100,37,16,11,OKC,12-14,Oklahoma City Thunder,16-6,91,28-20,2017-01-29T20:30Z,8,92,41,22,17,CLE,11-9,Cleveland Cavaliers,21-5,107,32-14,400900133,198.0,2,2017,,4
11,83,34,25,22,HOU,18-11,Houston Rockets,17-5,101,35-16,2017-01-29T23:00Z,5,87,47,26,21,IND,7-16,Indiana Pacers,18-6,120,25-22,400900134,221.0,2,2017,,4
10,89,45,10,7,WSH,8-14,Washington Wizards,19-6,107,27-20,2017-01-29T23:00Z,10,84,38,15,8,NO,6-15,New Orleans Pelicans,13-14,94,19-29,400900135,201.0,2,2017,,4
10,79,42,26,20,ORL,11-15,Orlando Magic,8-15,114,19-30,2017-01-29T23:00Z,12,79,36,36,29,TOR,13-10,Toronto Raptors,16-9,113,29-19,400900136,227.0,2,2017,,4
10,99,44,14,10,PHI,6-14,Philadelphia 76ers,11-15,108,17-29,2017-01-30T00:00Z,8,89,45,28,23,CHI,9-14,Chicago Bulls,15-11,121,24-25,400900137,229.0,2,2017,,4
12,87,39,16,15,DAL,7-18,Dallas Mavericks,10-12,105,17-30,2017-01-30T00:00Z,8,83,39,23,15,SA,20-5,San Antonio Spurs,16-6,101,36-11,400900138,206.0,2,2017,,4
8,79,36,39,33,GS,20-4,Golden State Warriors,21-3,113,41-7,2017-01-30T02:00Z,10,93,46,12,9,POR,8-18,Portland Trail Blazers,13-10,111,21-28,400900139,224.0,2,2017,,4
13,74,41,29,24,SAC,11-16,Sacramento Kings,8-13,119,19-29,2017-01-30T23:00Z,11,83,45,26,21,PHI,6-14,Philadelphia 76ers,12-15,122,18-29,400928501,241.0,2,2017,,4
4,87,37,22,18,BKN,2-22,Brooklyn Nets,7-17,96,9-39,2017-01-31T00:30Z,11,82,39,23,15,MIA,8-17,Miami Heat,11-13,104,19-30,400900140,200.0,2,2017,,4
10,96,41,19,13,ORL,11-16,Orlando Magic,8-15,105,19-31,2017-01-31T01:00Z,12,91,40,26,19,MIN,7-15,Minnesota Timberwolves,12-14,111,19-29,400900141,196.0,2,2017,,5
3,97,43,29,20,DET,9-17,Detroit Pistons,12-10,109,21-27,2017-01-31T01:00Z,13,82,36,33,28,BOS,14-10,Boston Celtics,16-8,113,30-18,400900142,222.0,2,2017,,4
12,75,35,21,15,CLE,11-10,Cleveland Cavaliers,21-5,97,32-15,2017-01-31T01:30Z,9,86,39,18,17,DAL,7-18,Dallas Mavericks,11-12,104,18-30,400900143,201.0,2,2017,,4
16,80,39,24,21,MEM,13-12,Memphis Grizzlies,16-9,115,29-21,2017-01-31T03:30Z,5,74,31,39,29,PHX,7-18,Phoenix Suns,8-15,96,15-33,400900144,211.0,2,2017,,4
5,93,34,35,28,NY,8-18,New York Knicks,13-11,101,21-29,2017-02-01T00:00Z,7,88,49,15,12,WSH,8-14,Washington Wizards,20-6,117,28-20,400900145,218.0,2,2017,,4
12,94,40,19,14,NO,6-16,New Orleans Pelicans,13-14,106,19-30,2017-02-01T00:00Z,10,94,43,15,12,TOR,13-10,Toronto Raptors,17-9,108,30-19,400900146,192.0,2,2017,,5
8,86,30,26,15,SAC,11-17,Sacramento Kings,8-13,83,19-30,2017-02-01T01:00Z,14,85,38,22,15,HOU,18-11,Houston Rockets,18-5,105,36-16,400900147,188.0,2,2017,,4
7,85,30,32,27,OKC,12-15,Oklahoma City Thunder,16-6,94,28-21,2017-02-01T01:30Z,7,86,37,38,27,SA,20-5,San Antonio Spurs,17-6,108,37-11,400900148,202.0,2,2017,,4
11,83,33,25,21,CHA,8-16,Charlotte Hornets,15-10,98,23-26,2017-02-01T03:00Z,11,93,42,23,20,POR,8-18,Portland Trail Blazers,14-10,115,22-28,400900149,213.0,2,2017,,4
15,99,41,23,19,DEN,9-15,Denver Nuggets,12-11,116,21-26,2017-02-01T03:30Z,12,89,47,18,14,LAL,5-21,Los Angeles Lakers,12-13,120,17-34,400900150,236.0,2,2017,,4
