id,home_total_w_i,home_home_w_i,away_total_l_i,away_away_l_i,away_total_w_i,away_away_w_i,home_total_l_i,home_home_l_i,home_away_w_i,home_away_l_i,away_home_w_i,away_home_l_i
320101005,1.0,0.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0
320101014,4.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0
320101019,3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
320101027,0.0,0.0,3.0,3.0,1.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0
320101016,0.0,0.0,3.0,1.0,1.0,0.0,3.0,2.0,0.0,1.0,1.0,2.0
320101004,3.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0
320101007,2.0,1.0,2.0,1.0,3.0,0.0,2.0,0.0,1.0,2.0,3.0,1.0
320101023,1.0,1.0,1.0,0.0,2.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0
320101012,1.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0
320102021,1.0,0.0,2.0,0.0,2.0,0.0,3.0,2.0,1.0,1.0,2.0,2.0
320102002,2.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,2.0
320102008,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,0.0,2.0,3.0,0.0
320102014,5.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0
320102017,1.0,0.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,3.0,2.0,0.0
320102018,2.0,1.0,3.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0
320102016,1.0,1.0,1.0,1.0,3.0,0.0,3.0,2.0,0.0,1.0,3.0,0.0
320102006,1.0,1.0,0.0,0.0,5.0,2.0,4.0,2.0,0.0,2.0,3.0,0.0
320102007,3.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0
320102026,1.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,3.0,1.0,1.0
320103005,2.0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0
320103004,4.0,1.0,1.0,1.0,4.0,2.0,1.0,0.0,3.0,1.0,2.0,0.0
320103025,5.0,3.0,1.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0
320103029,1.0,1.0,3.0,1.0,2.0,0.0,3.0,1.0,0.0,2.0,2.0,2.0
320103026,2.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0,0.0,3.0,2.0,0.0
320103013,3.0,3.0,2.0,2.0,2.0,0.0,3.0,1.0,0.0,2.0,2.0,0.0
320104019,4.0,3.0,5.0,3.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0
320104028,2.0,0.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0
320104002,3.0,2.0,5.0,3.0,1.0,1.0,3.0,0.0,1.0,3.0,0.0,2.0
320104008,2.0,2.0,1.0,1.0,5.0,3.0,3.0,1.0,0.0,2.0,2.0,0.0
320104014,5.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,0.0,2.0,0.0
320104018,2.0,1.0,4.0,2.0,1.0,0.0,3.0,1.0,1.0,2.0,1.0,2.0
320104003,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,0.0,0.0
320104016,2.0,2.0,3.0,2.0,2.0,0.0,3.0,2.0,0.0,1.0,2.0,1.0
320104006,2.0,2.0,3.0,1.0,2.0,1.0,4.0,2.0,0.0,2.0,1.0,2.0
320104024,3.0,3.0,3.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0
320104007,4.0,3.0,4.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0
320104012,2.0,1.0,3.0,3.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0
320105001,4.0,2.0,1.0,0.0,6.0,3.0,2.0,0.0,2.0,2.0,3.0,1.0
320105024,4.0,4.0,4.0,2.0,3.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0
320105023,2.0,2.0,3.0,3.0,2.0,0.0,5.0,2.0,0.0,3.0,2.0,0.0
320105022,4.0,3.0,3.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0
320106020,3.0,0.0,4.0,2.0,2.0,0.0,2.0,0.0,3.0,2.0,2.0,2.0
320106027,0.0,0.0,4.0,2.0,2.0,1.0,6.0,2.0,0.0,4.0,1.0,2.0
320106028,3.0,1.0,6.0,4.0,1.0,1.0,3.0,1.0,2.0,2.0,0.0,2.0
320106030,2.0,1.0,3.0,2.0,4.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0
320106002,4.0,3.0,2.0,2.0,4.0,2.0,3.0,0.0,1.0,3.0,2.0,0.0
320106003,2.0,1.0,2.0,2.0,5.0,1.0,4.0,2.0,1.0,2.0,4.0,0.0
320106016,2.0,2.0,3.0,2.0,3.0,1.0,4.0,3.0,0.0,1.0,2.0,1.0
320106019,5.0,4.0,1.0,1.0,6.0,4.0,2.0,0.0,1.0,2.0,2.0,0.0
320106025,5.0,3.0,4.0,4.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0
320106026,3.0,3.0,3.0,2.0,3.0,1.0,3.0,0.0,0.0,3.0,2.0,1.0
320106013,4.0,4.0,4.0,2.0,2.0,0.0,4.0,1.0,0.0,3.0,2.0,2.0
320106021,2.0,1.0,1.0,1.0,5.0,1.0,4.0,2.0,1.0,2.0,4.0,0.0
320107001,5.0,2.0,1.0,1.0,7.0,5.0,3.0,1.0,3.0,2.0,2.0,0.0
320107011,5.0,2.0,5.0,2.0,2.0,1.0,2.0,0.0,3.0,2.0,1.0,3.0
320107008,2.0,2.0,4.0,2.0,3.0,2.0,5.0,2.0,0.0,3.0,1.0,2.0
320107017,2.0,0.0,1.0,0.0,7.0,4.0,6.0,2.0,2.0,4.0,3.0,1.0
320107010,2.0,2.0,2.0,1.0,6.0,2.0,5.0,0.0,0.0,5.0,4.0,1.0
320107020,4.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0
320107024,5.0,5.0,2.0,2.0,6.0,2.0,2.0,0.0,0.0,2.0,4.0,0.0
320107006,3.0,3.0,5.0,2.0,2.0,1.0,5.0,2.0,0.0,3.0,1.0,3.0
320107009,2.0,2.0,3.0,3.0,4.0,0.0,5.0,2.0,0.0,3.0,4.0,0.0
320107012,3.0,2.0,4.0,4.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0
320108027,0.0,0.0,5.0,1.0,2.0,0.0,7.0,3.0,0.0,4.0,2.0,4.0
320108023,3.0,3.0,3.0,2.0,5.0,1.0,5.0,2.0,0.0,3.0,4.0,1.0
320108025,7.0,4.0,2.0,2.0,6.0,0.0,2.0,1.0,3.0,1.0,6.0,0.0
320108021,3.0,2.0,5.0,5.0,2.0,0.0,4.0,2.0,1.0,2.0,2.0,0.0
320108022,5.0,4.0,3.0,2.0,4.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0
320108013,5.0,5.0,4.0,3.0,3.0,1.0,4.0,1.0,0.0,3.0,2.0,1.0
320109020,5.0,2.0,2.0,2.0,6.0,3.0,2.0,0.0,3.0,2.0,3.0,0.0
