id,home_total_w_i,home_home_w_i,away_total_l_i,away_away_l_i,away_total_w_i,away_away_w_i,home_total_l_i,home_home_l_i,home_away_w_i,home_away_l_i,away_home_w_i,away_home_l_i
400278279,24.0,14.0,9.0,5.0,28.0,10.0,11.0,4.0,10.0,7.0,18.0,4.0
400278280,15.0,9.0,18.0,13.0,16.0,6.0,23.0,7.0,6.0,16.0,10.0,5.0
400278281,20.0,11.0,11.0,8.0,24.0,8.0,19.0,4.0,9.0,15.0,16.0,3.0
400278282,13.0,10.0,8.0,5.0,29.0,11.0,26.0,9.0,3.0,17.0,18.0,3.0
400278283,13.0,10.0,30.0,18.0,9.0,5.0,24.0,10.0,3.0,14.0,4.0,12.0
400278284,16.0,10.0,26.0,13.0,11.0,5.0,22.0,8.0,6.0,14.0,6.0,13.0
400278285,9.0,5.0,15.0,12.0,23.0,8.0,28.0,14.0,4.0,14.0,15.0,3.0
400278286,22.0,14.0,23.0,15.0,14.0,4.0,15.0,7.0,8.0,8.0,10.0,8.0
400278287,21.0,14.0,9.0,5.0,29.0,11.0,17.0,6.0,7.0,11.0,18.0,4.0
400278288,23.0,14.0,17.0,12.0,20.0,7.0,16.0,2.0,9.0,14.0,13.0,5.0
400278289,16.0,11.0,17.0,8.0,19.0,9.0,21.0,9.0,5.0,12.0,10.0,9.0
400278290,14.0,10.0,15.0,5.0,21.0,10.0,24.0,8.0,4.0,16.0,11.0,10.0
400278291,13.0,7.0,15.0,12.0,24.0,9.0,24.0,12.0,6.0,12.0,15.0,3.0
400278292,21.0,12.0,15.0,8.0,23.0,8.0,16.0,6.0,9.0,10.0,15.0,7.0
400278293,20.0,13.0,26.0,13.0,12.0,6.0,17.0,6.0,7.0,11.0,6.0,13.0
400278294,30.0,18.0,16.0,14.0,24.0,9.0,8.0,3.0,12.0,5.0,15.0,2.0
400278295,16.0,10.0,18.0,11.0,21.0,7.0,23.0,7.0,6.0,16.0,14.0,7.0
400278296,29.0,16.0,12.0,7.0,24.0,10.0,11.0,2.0,13.0,9.0,14.0,5.0
400278297,14.0,11.0,28.0,15.0,7.0,1.0,24.0,10.0,3.0,14.0,6.0,13.0
400278298,20.0,13.0,31.0,19.0,9.0,5.0,18.0,5.0,7.0,13.0,4.0,12.0
400278299,23.0,12.0,12.0,9.0,24.0,8.0,13.0,5.0,11.0,8.0,16.0,3.0
400278300,14.0,10.0,13.0,8.0,24.0,10.0,24.0,10.0,4.0,14.0,14.0,5.0
400278301,16.0,10.0,9.0,5.0,30.0,12.0,19.0,5.0,6.0,14.0,18.0,4.0
400278302,13.0,10.0,18.0,9.0,19.0,9.0,27.0,10.0,3.0,17.0,10.0,9.0
400278303,17.0,12.0,12.0,9.0,25.0,9.0,21.0,9.0,5.0,12.0,16.0,3.0
400278304,20.0,13.0,15.0,5.0,22.0,11.0,18.0,7.0,7.0,11.0,11.0,10.0
400278305,16.0,10.0,25.0,16.0,14.0,4.0,23.0,9.0,6.0,14.0,10.0,9.0
400278306,14.0,8.0,29.0,14.0,9.0,4.0,24.0,12.0,6.0,12.0,5.0,15.0
400278307,24.0,15.0,19.0,12.0,21.0,7.0,16.0,3.0,9.0,13.0,14.0,7.0
400278308,23.0,15.0,16.0,10.0,22.0,9.0,16.0,7.0,8.0,9.0,13.0,6.0
400278309,24.0,14.0,24.0,14.0,15.0,3.0,13.0,5.0,10.0,8.0,12.0,10.0
400278310,30.0,17.0,14.0,8.0,23.0,11.0,11.0,2.0,13.0,9.0,12.0,6.0
400278311,24.0,15.0,29.0,16.0,7.0,1.0,17.0,2.0,9.0,15.0,6.0,13.0
400278312,17.0,11.0,8.0,5.0,31.0,12.0,23.0,7.0,6.0,16.0,19.0,3.0
400278313,10.0,5.0,25.0,15.0,15.0,3.0,29.0,15.0,5.0,14.0,12.0,10.0
400278314,22.0,13.0,11.0,9.0,31.0,13.0,17.0,6.0,9.0,11.0,18.0,2.0
400278315,23.0,11.0,13.0,8.0,25.0,10.0,15.0,10.0,12.0,5.0,15.0,5.0
400278316,13.0,6.0,15.0,9.0,23.0,11.0,26.0,13.0,7.0,13.0,12.0,6.0
400278317,16.0,10.0,20.0,13.0,21.0,7.0,20.0,6.0,6.0,14.0,14.0,7.0
400278318,21.0,12.0,31.0,19.0,10.0,6.0,19.0,4.0,9.0,15.0,4.0,12.0
400278319,20.0,13.0,18.0,9.0,20.0,10.0,19.0,6.0,7.0,13.0,10.0,9.0
400278320,31.0,18.0,29.0,16.0,8.0,2.0,9.0,4.0,13.0,5.0,6.0,13.0
400278321,14.0,10.0,22.0,12.0,17.0,5.0,26.0,9.0,4.0,17.0,12.0,10.0
400278322,14.0,8.0,24.0,16.0,17.0,6.0,25.0,13.0,6.0,12.0,11.0,8.0
400278323,14.0,10.0,19.0,11.0,20.0,7.0,25.0,11.0,4.0,14.0,13.0,8.0
400278324,24.0,15.0,8.0,5.0,32.0,13.0,18.0,3.0,9.0,15.0,19.0,3.0
400278325,26.0,15.0,16.0,13.0,25.0,9.0,13.0,5.0,11.0,8.0,16.0,3.0
400278326,13.0,6.0,25.0,15.0,16.0,4.0,27.0,14.0,7.0,13.0,12.0,10.0
400278327,10.0,5.0,21.0,14.0,21.0,7.0,30.0,16.0,5.0,14.0,14.0,7.0
400278328,22.0,13.0,20.0,14.0,17.0,6.0,18.0,7.0,9.0,11.0,11.0,6.0
400278329,25.0,14.0,16.0,9.0,24.0,8.0,13.0,5.0,11.0,8.0,16.0,7.0
400278330,24.0,12.0,9.0,5.0,32.0,13.0,15.0,6.0,12.0,9.0,19.0,4.0
400278331,17.0,11.0,11.0,9.0,32.0,14.0,23.0,9.0,6.0,14.0,18.0,2.0
400278332,23.0,11.0,23.0,13.0,17.0,5.0,16.0,11.0,12.0,5.0,12.0,10.0
400278333,20.0,13.0,30.0,17.0,8.0,2.0,20.0,7.0,7.0,13.0,6.0,13.0
400278334,10.0,4.0,20.0,12.0,20.0,7.0,32.0,12.0,6.0,20.0,13.0,8.0
400278335,15.0,11.0,26.0,12.0,14.0,6.0,25.0,11.0,4.0,14.0,8.0,14.0
400278336,21.0,10.0,24.0,14.0,17.0,6.0,18.0,9.0,11.0,9.0,11.0,10.0
400278337,32.0,19.0,9.0,6.0,32.0,13.0,10.0,4.0,13.0,6.0,19.0,3.0
400278338,10.0,5.0,18.0,11.0,23.0,9.0,31.0,17.0,5.0,14.0,14.0,7.0
400278339,26.0,16.0,26.0,17.0,15.0,4.0,12.0,3.0,10.0,9.0,11.0,9.0
400278340,24.0,12.0,25.0,14.0,16.0,4.0,16.0,11.0,12.0,5.0,12.0,11.0
400278341,26.0,15.0,24.0,14.0,17.0,5.0,14.0,6.0,11.0,8.0,12.0,10.0
400278342,22.0,14.0,18.0,15.0,25.0,9.0,21.0,7.0,8.0,14.0,16.0,3.0
400278343,17.0,11.0,16.0,9.0,25.0,9.0,21.0,6.0,6.0,15.0,16.0,7.0
400278344,33.0,18.0,27.0,13.0,14.0,7.0,11.0,2.0,15.0,9.0,7.0,14.0
400278345,22.0,13.0,30.0,17.0,9.0,3.0,19.0,4.0,9.0,15.0,6.0,13.0
400278346,16.0,12.0,28.0,17.0,13.0,3.0,26.0,10.0,4.0,16.0,10.0,11.0
400278347,20.0,13.0,16.0,13.0,26.0,10.0,21.0,8.0,7.0,13.0,16.0,3.0
400278348,25.0,13.0,9.0,6.0,33.0,14.0,15.0,6.0,12.0,9.0,19.0,3.0
400278349,14.0,8.0,27.0,18.0,15.0,4.0,27.0,14.0,6.0,13.0,11.0,9.0
400278350,20.0,13.0,14.0,8.0,25.0,11.0,21.0,8.0,7.0,13.0,14.0,6.0
400278351,14.0,10.0,11.0,6.0,32.0,13.0,28.0,11.0,4.0,17.0,19.0,5.0
400278352,9.0,6.0,22.0,15.0,17.0,6.0,31.0,13.0,3.0,18.0,11.0,7.0
400278353,24.0,14.0,22.0,13.0,20.0,7.0,18.0,7.0,10.0,11.0,13.0,9.0
400278354,27.0,17.0,26.0,15.0,16.0,4.0,12.0,3.0,10.0,9.0,12.0,11.0
400278355,11.0,5.0,18.0,9.0,22.0,11.0,32.0,12.0,6.0,20.0,11.0,9.0
400278356,25.0,13.0,15.0,9.0,26.0,12.0,16.0,11.0,12.0,5.0,14.0,6.0
400278357,27.0,16.0,16.0,9.0,26.0,10.0,14.0,6.0,11.0,8.0,16.0,7.0
400278358,14.0,7.0,22.0,14.0,22.0,8.0,28.0,14.0,7.0,14.0,14.0,8.0
400278359,18.0,11.0,11.0,9.0,34.0,15.0,24.0,8.0,7.0,16.0,19.0,2.0
400278360,16.0,12.0,10.0,7.0,33.0,14.0,27.0,11.0,4.0,16.0,19.0,3.0
400278361,17.0,12.0,19.0,15.0,23.0,9.0,25.0,10.0,5.0,15.0,14.0,4.0
400278362,16.0,11.0,32.0,20.0,12.0,6.0,27.0,9.0,5.0,18.0,6.0,12.0
400278363,17.0,11.0,14.0,8.0,26.0,12.0,25.0,10.0,6.0,15.0,14.0,6.0
400278364,10.0,7.0,16.0,5.0,26.0,12.0,31.0,13.0,3.0,18.0,14.0,11.0
400278365,10.0,5.0,23.0,16.0,17.0,6.0,32.0,18.0,5.0,14.0,11.0,7.0
400278366,23.0,14.0,17.0,10.0,26.0,10.0,22.0,8.0,9.0,14.0,16.0,7.0
400278367,22.0,11.0,16.0,10.0,26.0,12.0,19.0,9.0,11.0,10.0,14.0,6.0
400278368,35.0,19.0,28.0,17.0,15.0,4.0,11.0,2.0,16.0,9.0,11.0,11.0
400278369,26.0,16.0,28.0,16.0,16.0,4.0,18.0,3.0,10.0,15.0,12.0,12.0
400278370,23.0,14.0,17.0,14.0,26.0,10.0,20.0,4.0,9.0,16.0,16.0,3.0
400278371,21.0,14.0,12.0,7.0,32.0,13.0,21.0,8.0,7.0,13.0,19.0,5.0
400278372,20.0,13.0,12.0,9.0,28.0,10.0,23.0,9.0,7.0,14.0,18.0,3.0
400278373,18.0,13.0,10.0,7.0,34.0,15.0,25.0,10.0,5.0,15.0,19.0,3.0
400278374,14.0,8.0,27.0,16.0,16.0,4.0,28.0,15.0,6.0,13.0,12.0,11.0
400278375,28.0,17.0,29.0,14.0,14.0,7.0,14.0,6.0,11.0,8.0,7.0,15.0
400278376,26.0,14.0,18.0,11.0,25.0,10.0,15.0,6.0,12.0,9.0,15.0,7.0
400278377,18.0,11.0,29.0,18.0,15.0,4.0,25.0,9.0,7.0,16.0,11.0,11.0
400278378,32.0,19.0,21.0,13.0,22.0,7.0,13.0,5.0,13.0,8.0,15.0,8.0
400278379,16.0,11.0,17.0,11.0,26.0,12.0,28.0,10.0,5.0,18.0,14.0,6.0
400278380,18.0,12.0,15.0,8.0,28.0,11.0,25.0,10.0,6.0,15.0,17.0,7.0
400278381,11.0,8.0,29.0,17.0,16.0,4.0,31.0,13.0,3.0,18.0,12.0,12.0
400278382,26.0,16.0,29.0,13.0,14.0,6.0,18.0,7.0,10.0,11.0,8.0,16.0
400278383,26.0,14.0,32.0,14.0,11.0,5.0,17.0,11.0,12.0,6.0,6.0,18.0
400278384,27.0,17.0,18.0,15.0,26.0,10.0,18.0,3.0,10.0,15.0,16.0,3.0
400278385,24.0,15.0,22.0,14.0,24.0,9.0,20.0,4.0,9.0,16.0,15.0,8.0
400278386,13.0,6.0,17.0,11.0,27.0,13.0,32.0,12.0,7.0,20.0,14.0,6.0
400278387,17.0,12.0,19.0,10.0,23.0,11.0,27.0,11.0,5.0,16.0,12.0,9.0
400278388,22.0,15.0,25.0,16.0,19.0,7.0,22.0,8.0,7.0,14.0,12.0,9.0
400278389,19.0,14.0,29.0,14.0,15.0,8.0,25.0,10.0,5.0,15.0,7.0,15.0
400278390,18.0,12.0,32.0,18.0,11.0,3.0,26.0,11.0,6.0,15.0,8.0,14.0
400278391,26.0,16.0,28.0,16.0,17.0,5.0,19.0,3.0,10.0,16.0,12.0,12.0
400278392,21.0,14.0,29.0,17.0,17.0,5.0,23.0,9.0,7.0,14.0,12.0,12.0
400278393,27.0,15.0,30.0,14.0,14.0,6.0,15.0,6.0,12.0,9.0,8.0,16.0
400278394,25.0,15.0,29.0,18.0,16.0,5.0,19.0,7.0,10.0,12.0,11.0,11.0
400278395,27.0,17.0,13.0,10.0,28.0,10.0,18.0,7.0,10.0,11.0,18.0,3.0
400278396,24.0,12.0,17.0,6.0,27.0,12.0,19.0,9.0,12.0,10.0,15.0,11.0
400278397,17.0,11.0,13.0,8.0,33.0,13.0,24.0,7.0,6.0,17.0,20.0,5.0
400278398,36.0,20.0,33.0,15.0,11.0,5.0,11.0,2.0,16.0,9.0,6.0,18.0
400278399,28.0,18.0,22.0,14.0,25.0,10.0,18.0,3.0,10.0,15.0,15.0,8.0
400278400,24.0,15.0,30.0,15.0,15.0,8.0,21.0,5.0,9.0,16.0,7.0,15.0
400278401,15.0,11.0,25.0,15.0,20.0,5.0,30.0,11.0,4.0,19.0,15.0,10.0
400278402,34.0,19.0,15.0,8.0,29.0,12.0,11.0,3.0,15.0,8.0,17.0,7.0
400278403,28.0,14.0,26.0,17.0,19.0,7.0,17.0,6.0,14.0,11.0,12.0,9.0
400278404,16.0,11.0,13.0,8.0,34.0,14.0,30.0,11.0,5.0,19.0,20.0,5.0
400278405,27.0,17.0,13.0,10.0,29.0,11.0,19.0,3.0,10.0,16.0,18.0,3.0
400278406,22.0,15.0,31.0,15.0,14.0,6.0,23.0,9.0,7.0,14.0,8.0,16.0
400278407,27.0,17.0,17.0,6.0,28.0,13.0,19.0,8.0,10.0,11.0,15.0,11.0
400278408,28.0,16.0,20.0,10.0,24.0,12.0,15.0,6.0,12.0,9.0,12.0,10.0
400278409,19.0,13.0,30.0,18.0,17.0,5.0,26.0,11.0,6.0,15.0,12.0,12.0
400278410,17.0,12.0,33.0,20.0,13.0,7.0,29.0,12.0,5.0,17.0,6.0,13.0
400278411,29.0,17.0,33.0,19.0,11.0,3.0,16.0,7.0,12.0,9.0,8.0,14.0
400278412,29.0,19.0,31.0,16.0,15.0,8.0,18.0,3.0,10.0,15.0,7.0,15.0
400278413,25.0,16.0,22.0,14.0,23.0,7.0,21.0,5.0,9.0,16.0,16.0,8.0
400278414,16.0,12.0,27.0,18.0,19.0,7.0,30.0,11.0,4.0,19.0,12.0,9.0
400278415,17.0,11.0,26.0,16.0,20.0,5.0,25.0,8.0,6.0,17.0,15.0,10.0
400278416,26.0,16.0,18.0,7.0,28.0,13.0,19.0,7.0,10.0,12.0,15.0,11.0
400278417,29.0,17.0,31.0,19.0,17.0,5.0,15.0,6.0,12.0,9.0,12.0,12.0
400278418,13.0,6.0,11.0,8.0,35.0,15.0,34.0,13.0,7.0,21.0,20.0,3.0
400278419,25.0,15.0,34.0,16.0,11.0,5.0,23.0,8.0,10.0,15.0,6.0,18.0
400278420,17.0,11.0,32.0,17.0,15.0,8.0,26.0,9.0,6.0,17.0,7.0,15.0
400278421,24.0,12.0,32.0,16.0,14.0,6.0,21.0,10.0,12.0,11.0,8.0,16.0
400278422,37.0,21.0,34.0,20.0,11.0,3.0,11.0,2.0,16.0,9.0,8.0,14.0
400278423,23.0,16.0,21.0,16.0,26.0,9.0,23.0,8.0,7.0,15.0,17.0,5.0
400278424,29.0,15.0,31.0,19.0,16.0,4.0,17.0,6.0,14.0,11.0,12.0,12.0
400278425,23.0,16.0,14.0,9.0,34.0,14.0,23.0,9.0,7.0,14.0,20.0,5.0
400278426,18.0,13.0,26.0,16.0,21.0,6.0,29.0,12.0,5.0,17.0,15.0,10.0
400278427,17.0,12.0,14.0,11.0,29.0,11.0,30.0,11.0,5.0,19.0,18.0,3.0
400278428,20.0,14.0,33.0,17.0,14.0,6.0,26.0,11.0,6.0,15.0,8.0,16.0
400278429,11.0,8.0,15.0,10.0,34.0,14.0,35.0,14.0,3.0,21.0,20.0,5.0
400440940,28.0,18.0,18.0,7.0,29.0,14.0,19.0,3.0,10.0,16.0,15.0,11.0
400278430,30.0,18.0,30.0,17.0,18.0,5.0,15.0,6.0,12.0,9.0,13.0,13.0
400278431,30.0,18.0,35.0,17.0,11.0,5.0,14.0,3.0,12.0,11.0,6.0,18.0
400278432,35.0,20.0,27.0,18.0,20.0,8.0,12.0,3.0,15.0,9.0,12.0,9.0
400278433,18.0,12.0,23.0,15.0,24.0,7.0,26.0,9.0,6.0,17.0,17.0,8.0
400278434,26.0,17.0,32.0,20.0,17.0,5.0,22.0,5.0,9.0,17.0,12.0,12.0
400278435,29.0,19.0,20.0,12.0,26.0,10.0,19.0,3.0,10.0,16.0,16.0,8.0
400278436,28.0,18.0,26.0,16.0,22.0,7.0,19.0,8.0,10.0,11.0,15.0,10.0
400278437,30.0,18.0,32.0,20.0,16.0,4.0,16.0,7.0,12.0,9.0,12.0,12.0
400278438,26.0,16.0,17.0,11.0,30.0,14.0,23.0,8.0,10.0,15.0,16.0,6.0
400278439,30.0,20.0,21.0,11.0,25.0,12.0,18.0,3.0,10.0,15.0,13.0,10.0
400278440,17.0,12.0,23.0,14.0,24.0,7.0,31.0,12.0,5.0,19.0,17.0,9.0
400278441,21.0,15.0,19.0,16.0,30.0,10.0,26.0,11.0,6.0,15.0,20.0,3.0
