id,home_total_w_i,home_home_w_i,away_total_l_i,away_away_l_i,away_total_w_i,away_away_w_i,home_total_l_i,home_home_l_i,home_away_w_i,home_away_l_i,away_home_w_i,away_home_l_i
310101004,21.0,13.0,24.0,14.0,8.0,3.0,10.0,3.0,8.0,7.0,5.0,10.0
310101027,8.0,8.0,14.0,10.0,19.0,6.0,23.0,7.0,0.0,16.0,13.0,4.0
310101014,25.0,13.0,19.0,13.0,13.0,5.0,9.0,4.0,12.0,5.0,8.0,6.0
310101016,8.0,6.0,24.0,15.0,9.0,3.0,25.0,8.0,2.0,17.0,6.0,9.0
310101024,28.0,18.0,11.0,5.0,23.0,10.0,4.0,2.0,10.0,2.0,13.0,6.0
310101007,18.0,13.0,23.0,9.0,6.0,2.0,13.0,3.0,5.0,10.0,4.0,14.0
310101015,12.0,7.0,7.0,1.0,24.0,11.0,18.0,7.0,5.0,11.0,13.0,6.0
310101026,22.0,11.0,18.0,12.0,14.0,5.0,11.0,6.0,11.0,5.0,9.0,6.0
310102018,18.0,8.0,17.0,9.0,14.0,5.0,14.0,7.0,10.0,7.0,9.0,8.0
310102012,10.0,7.0,14.0,9.0,21.0,9.0,23.0,12.0,3.0,11.0,12.0,5.0
310102028,11.0,7.0,7.0,5.0,24.0,11.0,21.0,9.0,4.0,12.0,13.0,2.0
310102005,8.0,5.0,8.0,2.0,24.0,11.0,25.0,10.0,3.0,15.0,13.0,6.0
310102022,17.0,11.0,16.0,11.0,16.0,6.0,16.0,3.0,6.0,13.0,10.0,5.0
310102023,6.0,4.0,17.0,10.0,14.0,6.0,24.0,14.0,2.0,10.0,8.0,7.0
310102013,23.0,11.0,19.0,13.0,14.0,5.0,10.0,4.0,12.0,6.0,9.0,6.0
310103019,21.0,12.0,20.0,14.0,13.0,5.0,12.0,5.0,9.0,7.0,8.0,6.0
310103030,11.0,8.0,9.0,5.0,26.0,12.0,20.0,8.0,3.0,12.0,14.0,4.0
310103002,25.0,13.0,25.0,17.0,9.0,2.0,7.0,2.0,12.0,5.0,7.0,8.0
310103003,20.0,13.0,20.0,14.0,13.0,5.0,14.0,4.0,7.0,10.0,8.0,6.0
310103007,19.0,14.0,17.0,12.0,16.0,6.0,13.0,3.0,5.0,10.0,10.0,5.0
310103026,23.0,12.0,22.0,14.0,11.0,3.0,11.0,6.0,11.0,5.0,8.0,8.0
310104014,27.0,14.0,18.0,11.0,13.0,5.0,9.0,4.0,13.0,5.0,8.0,7.0
310104018,19.0,9.0,4.0,2.0,29.0,10.0,14.0,7.0,10.0,7.0,19.0,2.0
310104004,22.0,14.0,22.0,12.0,11.0,4.0,10.0,3.0,8.0,7.0,7.0,10.0
310104029,15.0,9.0,12.0,6.0,23.0,10.0,19.0,6.0,6.0,13.0,13.0,6.0
310104006,25.0,13.0,16.0,13.0,18.0,6.0,8.0,6.0,12.0,2.0,12.0,3.0
310104023,7.0,5.0,14.0,9.0,22.0,10.0,24.0,14.0,2.0,10.0,12.0,5.0
310104013,23.0,11.0,23.0,15.0,11.0,3.0,11.0,5.0,12.0,6.0,8.0,8.0
310105005,8.0,5.0,23.0,13.0,11.0,4.0,26.0,11.0,3.0,15.0,7.0,10.0
310105017,9.0,6.0,10.0,7.0,23.0,8.0,25.0,9.0,3.0,16.0,15.0,3.0
310105019,22.0,13.0,19.0,12.0,13.0,5.0,12.0,5.0,9.0,7.0,8.0,7.0
310105020,13.0,8.0,24.0,16.0,8.0,0.0,21.0,6.0,5.0,15.0,8.0,8.0
310105002,26.0,14.0,5.0,3.0,29.0,10.0,7.0,2.0,12.0,5.0,19.0,2.0
310105003,21.0,14.0,21.0,15.0,13.0,5.0,14.0,4.0,7.0,10.0,8.0,6.0
310105016,9.0,7.0,21.0,12.0,11.0,3.0,26.0,8.0,2.0,18.0,8.0,9.0
310105010,16.0,10.0,17.0,14.0,18.0,6.0,18.0,5.0,6.0,13.0,12.0,3.0
310105026,24.0,13.0,14.0,9.0,23.0,11.0,11.0,6.0,11.0,5.0,12.0,5.0
310105012,10.0,7.0,13.0,10.0,20.0,5.0,24.0,13.0,3.0,11.0,15.0,3.0
310105021,14.0,8.0,11.0,6.0,24.0,12.0,18.0,7.0,6.0,11.0,12.0,5.0
310106006,26.0,14.0,13.0,7.0,23.0,10.0,8.0,6.0,12.0,2.0,13.0,6.0
310106023,7.0,5.0,14.0,11.0,20.0,5.0,25.0,15.0,2.0,10.0,15.0,3.0
310107011,14.0,9.0,6.0,4.0,29.0,10.0,18.0,8.0,5.0,10.0,19.0,2.0
310107020,14.0,9.0,11.0,8.0,23.0,8.0,21.0,6.0,5.0,15.0,15.0,3.0
310107027,8.0,8.0,25.0,16.0,10.0,3.0,25.0,8.0,0.0,17.0,7.0,9.0
310107002,27.0,15.0,23.0,13.0,12.0,5.0,7.0,2.0,12.0,5.0,7.0,10.0
310107016,9.0,7.0,17.0,14.0,19.0,7.0,27.0,9.0,2.0,18.0,12.0,3.0
310107019,23.0,14.0,19.0,13.0,16.0,6.0,12.0,5.0,9.0,7.0,10.0,6.0
310107029,16.0,10.0,12.0,5.0,24.0,11.0,19.0,6.0,6.0,13.0,13.0,7.0
310107015,13.0,8.0,9.0,5.0,28.0,13.0,20.0,7.0,5.0,13.0,15.0,4.0
310107009,14.0,8.0,27.0,15.0,8.0,3.0,21.0,6.0,6.0,15.0,5.0,12.0
310107013,25.0,12.0,15.0,10.0,21.0,7.0,11.0,5.0,13.0,6.0,14.0,5.0
310107021,14.0,8.0,14.0,7.0,20.0,10.0,19.0,8.0,6.0,11.0,10.0,7.0
310108001,24.0,12.0,19.0,10.0,14.0,5.0,14.0,5.0,12.0,9.0,9.0,9.0
310108017,10.0,7.0,21.0,13.0,13.0,5.0,26.0,9.0,3.0,17.0,8.0,8.0
310108030,12.0,8.0,25.0,17.0,9.0,0.0,21.0,9.0,4.0,12.0,9.0,8.0
