id,home_total_w_i,home_home_w_i,away_total_l_i,away_away_l_i,away_total_w_i,away_away_w_i,home_total_l_i,home_home_l_i,home_away_w_i,home_away_l_i,away_home_w_i,away_home_l_i
400489411,7.0,3.0,18.0,11.0,15.0,5.0,27.0,13.0,4.0,14.0,10.0,7.0
400489412,12.0,7.0,23.0,15.0,12.0,2.0,25.0,10.0,5.0,15.0,10.0,8.0
400489413,11.0,7.0,25.0,14.0,10.0,3.0,22.0,13.0,4.0,9.0,7.0,11.0
400489414,24.0,11.0,23.0,13.0,13.0,5.0,14.0,4.0,13.0,10.0,8.0,10.0
400489415,25.0,16.0,22.0,12.0,14.0,6.0,13.0,3.0,9.0,10.0,8.0,10.0
400489416,17.0,7.0,21.0,12.0,15.0,5.0,17.0,8.0,10.0,9.0,10.0,9.0
400489417,16.0,7.0,14.0,9.0,23.0,8.0,18.0,8.0,9.0,10.0,15.0,5.0
400489418,15.0,6.0,14.0,9.0,21.0,9.0,22.0,12.0,9.0,10.0,12.0,5.0
400489419,12.0,7.0,22.0,10.0,13.0,7.0,24.0,10.0,5.0,14.0,6.0,12.0
400489420,16.0,10.0,22.0,11.0,15.0,7.0,18.0,7.0,6.0,11.0,8.0,11.0
400489421,27.0,15.0,28.0,14.0,7.0,4.0,9.0,3.0,12.0,6.0,3.0,14.0
400489422,21.0,12.0,20.0,13.0,15.0,6.0,16.0,6.0,9.0,10.0,9.0,7.0
400489423,18.0,10.0,26.0,15.0,10.0,3.0,17.0,8.0,8.0,9.0,7.0,11.0
400489424,27.0,14.0,24.0,14.0,13.0,5.0,9.0,4.0,13.0,5.0,8.0,10.0
400489425,12.0,8.0,23.0,15.0,13.0,3.0,22.0,13.0,4.0,9.0,10.0,8.0
400489426,16.0,8.0,17.0,12.0,20.0,6.0,19.0,12.0,8.0,7.0,14.0,5.0
400489427,28.0,14.0,18.0,11.0,18.0,7.0,8.0,5.0,14.0,3.0,11.0,7.0
400489428,18.0,8.0,29.0,15.0,7.0,4.0,17.0,8.0,10.0,9.0,3.0,14.0
400489429,13.0,8.0,14.0,9.0,24.0,9.0,25.0,10.0,5.0,15.0,15.0,5.0
400489430,14.0,6.0,15.0,10.0,21.0,9.0,22.0,12.0,8.0,10.0,12.0,5.0
400489431,17.0,11.0,19.0,10.0,16.0,9.0,18.0,7.0,6.0,11.0,7.0,9.0
400489432,15.0,9.0,8.0,3.0,29.0,14.0,21.0,7.0,6.0,14.0,15.0,5.0
400489433,22.0,13.0,27.0,16.0,10.0,3.0,16.0,6.0,9.0,10.0,7.0,11.0
400489434,12.0,7.0,17.0,9.0,19.0,8.0,26.0,11.0,5.0,15.0,11.0,8.0
400489435,15.0,8.0,22.0,10.0,15.0,8.0,23.0,11.0,7.0,12.0,7.0,12.0
400489436,29.0,18.0,22.0,9.0,13.0,4.0,7.0,1.0,11.0,6.0,9.0,13.0
400489437,17.0,9.0,9.0,6.0,28.0,12.0,19.0,12.0,8.0,7.0,16.0,3.0
400489438,14.0,8.0,24.0,16.0,13.0,3.0,23.0,10.0,6.0,13.0,10.0,8.0
400489439,10.0,7.0,19.0,11.0,17.0,6.0,28.0,11.0,3.0,17.0,11.0,8.0
400489440,12.0,7.0,23.0,12.0,16.0,7.0,25.0,11.0,5.0,14.0,9.0,11.0
400489441,17.0,7.0,10.0,7.0,27.0,11.0,19.0,9.0,10.0,10.0,16.0,3.0
400489442,13.0,8.0,17.0,9.0,19.0,10.0,26.0,11.0,5.0,15.0,9.0,8.0
400489443,7.0,3.0,19.0,7.0,18.0,8.0,30.0,14.0,4.0,16.0,10.0,12.0
400489444,18.0,11.0,23.0,10.0,13.0,4.0,19.0,7.0,7.0,12.0,9.0,13.0
400489445,15.0,9.0,14.0,9.0,25.0,10.0,22.0,8.0,6.0,14.0,15.0,5.0
400489446,30.0,15.0,26.0,15.0,13.0,5.0,8.0,5.0,15.0,3.0,8.0,11.0
400489447,21.0,12.0,24.0,13.0,14.0,6.0,16.0,5.0,9.0,11.0,8.0,11.0
400489448,28.0,15.0,24.0,16.0,14.0,4.0,9.0,4.0,13.0,5.0,10.0,8.0
400489449,25.0,12.0,18.0,10.0,19.0,8.0,14.0,4.0,13.0,10.0,11.0,8.0
400489450,26.0,17.0,16.0,10.0,23.0,9.0,13.0,3.0,9.0,10.0,14.0,6.0
400489452,20.0,14.0,22.0,13.0,15.0,5.0,18.0,5.0,6.0,13.0,10.0,9.0
400489451,30.0,19.0,23.0,11.0,15.0,8.0,7.0,1.0,11.0,6.0,7.0,12.0
400489453,26.0,15.0,10.0,7.0,28.0,12.0,14.0,5.0,11.0,9.0,16.0,3.0
400489454,15.0,7.0,13.0,10.0,27.0,9.0,24.0,12.0,8.0,12.0,18.0,3.0
400489455,10.0,7.0,24.0,13.0,16.0,7.0,29.0,12.0,3.0,17.0,9.0,11.0
400489456,13.0,8.0,11.0,8.0,27.0,11.0,25.0,11.0,5.0,14.0,16.0,3.0
400489457,19.0,9.0,20.0,12.0,18.0,7.0,18.0,8.0,10.0,10.0,11.0,8.0
400489458,18.0,8.0,19.0,11.0,18.0,7.0,19.0,9.0,10.0,10.0,11.0,8.0
400489459,14.0,9.0,25.0,14.0,14.0,6.0,26.0,11.0,5.0,15.0,8.0,11.0
400489460,16.0,7.0,27.0,16.0,13.0,5.0,22.0,12.0,9.0,10.0,8.0,11.0
400489461,19.0,10.0,23.0,10.0,14.0,5.0,19.0,12.0,9.0,7.0,9.0,13.0
400489462,31.0,16.0,9.0,5.0,29.0,13.0,8.0,5.0,15.0,3.0,16.0,4.0
400489463,20.0,11.0,25.0,17.0,14.0,4.0,18.0,8.0,9.0,10.0,10.0,8.0
400489464,22.0,13.0,17.0,11.0,23.0,9.0,16.0,5.0,9.0,11.0,14.0,6.0
400489465,29.0,16.0,15.0,10.0,25.0,13.0,10.0,3.0,13.0,7.0,12.0,5.0
400489467,31.0,20.0,13.0,10.0,28.0,10.0,7.0,1.0,11.0,6.0,18.0,3.0
400489468,19.0,9.0,23.0,10.0,16.0,9.0,19.0,9.0,10.0,10.0,7.0,13.0
400489466,17.0,9.0,11.0,8.0,28.0,12.0,24.0,11.0,8.0,13.0,16.0,3.0
400489469,18.0,11.0,26.0,14.0,13.0,5.0,20.0,8.0,7.0,12.0,8.0,12.0
400489470,26.0,15.0,31.0,16.0,7.0,4.0,15.0,6.0,11.0,9.0,3.0,15.0
400489471,18.0,11.0,27.0,16.0,14.0,6.0,21.0,8.0,7.0,13.0,8.0,11.0
400489472,15.0,9.0,16.0,11.0,25.0,13.0,23.0,9.0,6.0,14.0,12.0,5.0
400489473,24.0,14.0,9.0,5.0,30.0,14.0,17.0,6.0,10.0,11.0,16.0,4.0
400489474,20.0,10.0,25.0,14.0,15.0,7.0,18.0,8.0,10.0,10.0,8.0,11.0
400489475,10.0,7.0,27.0,15.0,14.0,5.0,30.0,13.0,3.0,17.0,9.0,12.0
400489476,30.0,17.0,24.0,11.0,14.0,5.0,10.0,3.0,13.0,7.0,9.0,13.0
400489477,31.0,16.0,32.0,17.0,7.0,4.0,9.0,6.0,15.0,3.0,3.0,15.0
400489478,22.0,13.0,19.0,10.0,20.0,9.0,17.0,6.0,9.0,11.0,11.0,9.0
400489479,15.0,10.0,18.0,11.0,24.0,10.0,25.0,8.0,5.0,17.0,14.0,7.0
400489480,17.0,7.0,14.0,11.0,28.0,10.0,23.0,13.0,10.0,10.0,18.0,3.0
400489481,17.0,9.0,19.0,10.0,20.0,10.0,25.0,12.0,8.0,13.0,10.0,9.0
400489482,19.0,9.0,27.0,15.0,13.0,5.0,20.0,10.0,10.0,10.0,8.0,12.0
400489483,15.0,7.0,22.0,13.0,16.0,6.0,25.0,13.0,8.0,12.0,10.0,9.0
400489484,20.0,11.0,24.0,14.0,15.0,6.0,19.0,12.0,9.0,7.0,9.0,10.0
400489485,20.0,14.0,11.0,8.0,29.0,13.0,19.0,6.0,6.0,13.0,16.0,3.0
400489486,19.0,12.0,25.0,14.0,16.0,8.0,20.0,8.0,7.0,12.0,8.0,11.0
400489487,27.0,16.0,9.0,5.0,31.0,15.0,15.0,6.0,11.0,9.0,16.0,4.0
400489488,26.0,12.0,7.0,6.0,32.0,11.0,16.0,5.0,14.0,11.0,21.0,1.0
400489489,17.0,10.0,30.0,17.0,11.0,3.0,22.0,9.0,7.0,13.0,8.0,13.0
400489490,29.0,16.0,28.0,16.0,14.0,5.0,12.0,3.0,13.0,9.0,9.0,12.0
400489491,16.0,9.0,25.0,12.0,14.0,5.0,24.0,10.0,7.0,14.0,9.0,13.0
400489492,31.0,18.0,10.0,6.0,31.0,15.0,10.0,3.0,13.0,7.0,16.0,4.0
400489493,14.0,8.0,21.0,13.0,19.0,7.0,28.0,11.0,6.0,17.0,12.0,8.0
400489494,18.0,10.0,14.0,11.0,29.0,11.0,25.0,12.0,8.0,13.0,18.0,3.0
400489495,15.0,10.0,20.0,12.0,20.0,7.0,26.0,9.0,5.0,17.0,13.0,8.0
400489496,11.0,8.0,19.0,13.0,21.0,6.0,31.0,13.0,3.0,18.0,15.0,6.0
400489497,20.0,10.0,18.0,11.0,25.0,11.0,20.0,9.0,10.0,11.0,14.0,7.0
400489498,20.0,10.0,29.0,17.0,14.0,5.0,20.0,10.0,10.0,10.0,9.0,12.0
400489499,15.0,7.0,28.0,16.0,13.0,5.0,26.0,14.0,8.0,12.0,8.0,12.0
400489500,28.0,17.0,25.0,12.0,15.0,6.0,15.0,6.0,11.0,9.0,9.0,13.0
400489501,7.0,3.0,24.0,10.0,17.0,10.0,33.0,15.0,4.0,18.0,7.0,14.0
400489503,32.0,17.0,10.0,7.0,32.0,13.0,9.0,6.0,15.0,3.0,19.0,3.0
400489502,23.0,14.0,7.0,6.0,33.0,12.0,17.0,6.0,9.0,11.0,21.0,1.0
400489504,30.0,17.0,26.0,15.0,16.0,8.0,12.0,3.0,13.0,9.0,8.0,11.0
400489505,31.0,16.0,20.0,11.0,20.0,9.0,11.0,4.0,15.0,7.0,11.0,9.0
400489506,11.0,8.0,27.0,16.0,16.0,8.0,32.0,14.0,3.0,18.0,8.0,11.0
400489507,14.0,8.0,20.0,11.0,21.0,10.0,28.0,12.0,6.0,16.0,11.0,9.0
400489508,22.0,15.0,10.0,3.0,32.0,15.0,19.0,6.0,7.0,13.0,17.0,7.0
400489509,15.0,9.0,10.0,7.0,33.0,14.0,29.0,12.0,6.0,17.0,19.0,3.0
400489510,18.0,11.0,19.0,12.0,25.0,11.0,22.0,9.0,7.0,13.0,14.0,7.0
400489511,15.0,10.0,33.0,18.0,8.0,4.0,27.0,10.0,5.0,17.0,4.0,15.0
400489512,17.0,7.0,25.0,14.0,16.0,7.0,25.0,14.0,10.0,11.0,9.0,11.0
400489513,15.0,7.0,25.0,13.0,19.0,8.0,27.0,15.0,8.0,12.0,11.0,12.0
400489514,21.0,13.0,15.0,12.0,29.0,11.0,20.0,8.0,8.0,12.0,18.0,3.0
400489515,29.0,18.0,20.0,7.0,20.0,9.0,15.0,6.0,11.0,9.0,11.0,13.0
400489516,24.0,15.0,21.0,10.0,20.0,10.0,17.0,6.0,9.0,11.0,10.0,11.0
400489517,15.0,9.0,8.0,7.0,33.0,12.0,26.0,13.0,6.0,13.0,21.0,1.0
400489518,26.0,12.0,21.0,13.0,20.0,8.0,17.0,6.0,14.0,11.0,12.0,8.0
400489519,19.0,11.0,21.0,12.0,21.0,8.0,26.0,12.0,8.0,14.0,13.0,9.0
400489520,22.0,11.0,15.0,12.0,30.0,12.0,20.0,9.0,11.0,11.0,18.0,3.0
400489521,14.0,8.0,10.0,7.0,34.0,15.0,29.0,13.0,6.0,16.0,19.0,3.0
400489522,21.0,11.0,16.0,9.0,29.0,11.0,20.0,13.0,10.0,7.0,18.0,7.0
400489523,8.0,4.0,20.0,13.0,22.0,7.0,34.0,15.0,4.0,19.0,15.0,7.0
400489524,20.0,11.0,8.0,7.0,34.0,13.0,21.0,9.0,9.0,12.0,21.0,1.0
400489525,14.0,8.0,21.0,10.0,21.0,11.0,29.0,12.0,6.0,17.0,10.0,11.0
400489526,32.0,17.0,21.0,13.0,21.0,9.0,11.0,4.0,15.0,7.0,12.0,8.0
400489527,31.0,18.0,10.0,3.0,33.0,16.0,12.0,3.0,13.0,9.0,17.0,7.0
400489528,16.0,8.0,28.0,17.0,16.0,8.0,27.0,15.0,8.0,12.0,8.0,11.0
400489529,17.0,9.0,32.0,18.0,12.0,3.0,25.0,11.0,8.0,14.0,9.0,14.0
400489530,16.0,11.0,18.0,11.0,24.0,9.0,27.0,10.0,5.0,17.0,15.0,7.0
400489531,15.0,9.0,22.0,13.0,19.0,7.0,30.0,13.0,6.0,17.0,12.0,9.0
400489532,25.0,14.0,26.0,11.0,17.0,10.0,20.0,7.0,11.0,13.0,7.0,15.0
400489533,26.0,12.0,11.0,7.0,33.0,15.0,18.0,7.0,14.0,11.0,18.0,4.0
400489534,15.0,9.0,21.0,12.0,21.0,9.0,27.0,14.0,6.0,13.0,12.0,9.0
400489535,14.0,8.0,18.0,11.0,25.0,10.0,30.0,14.0,6.0,16.0,15.0,7.0
400489536,20.0,12.0,21.0,11.0,22.0,11.0,22.0,9.0,8.0,13.0,11.0,10.0
400489537,22.0,13.0,22.0,14.0,21.0,9.0,21.0,9.0,9.0,12.0,12.0,8.0
400489538,8.0,4.0,15.0,12.0,31.0,13.0,35.0,16.0,4.0,19.0,18.0,3.0
400489539,35.0,19.0,20.0,13.0,23.0,8.0,10.0,3.0,16.0,7.0,15.0,7.0
400489540,15.0,9.0,28.0,13.0,15.0,6.0,29.0,12.0,6.0,17.0,9.0,15.0
400489541,16.0,11.0,25.0,14.0,18.0,8.0,28.0,11.0,5.0,17.0,10.0,11.0
400489542,17.0,7.0,33.0,19.0,12.0,3.0,27.0,15.0,10.0,12.0,9.0,14.0
400489543,17.0,9.0,31.0,17.0,15.0,6.0,27.0,15.0,8.0,12.0,9.0,14.0
400489544,29.0,18.0,11.0,4.0,33.0,16.0,17.0,7.0,11.0,10.0,17.0,7.0
400489545,33.0,18.0,20.0,7.0,22.0,10.0,12.0,4.0,15.0,8.0,12.0,13.0
400489546,27.0,13.0,22.0,11.0,21.0,11.0,18.0,7.0,14.0,11.0,10.0,11.0
400489547,16.0,8.0,9.0,8.0,34.0,13.0,29.0,11.0,8.0,18.0,21.0,1.0
400489548,32.0,19.0,10.0,7.0,36.0,16.0,12.0,3.0,13.0,9.0,20.0,3.0
400489549,23.0,11.0,34.0,20.0,12.0,3.0,21.0,10.0,12.0,11.0,9.0,14.0
400489551,15.0,9.0,31.0,16.0,14.0,6.0,32.0,14.0,6.0,18.0,8.0,15.0
400489552,8.0,4.0,18.0,11.0,26.0,11.0,36.0,17.0,4.0,19.0,15.0,7.0
400489553,22.0,12.0,25.0,14.0,19.0,9.0,22.0,8.0,10.0,14.0,10.0,11.0
400489554,26.0,15.0,17.0,10.0,30.0,11.0,20.0,7.0,11.0,13.0,19.0,7.0
400489555,22.0,12.0,27.0,14.0,19.0,8.0,21.0,9.0,10.0,12.0,11.0,13.0
400489556,33.0,17.0,22.0,12.0,22.0,9.0,12.0,7.0,16.0,5.0,13.0,10.0
400489557,15.0,9.0,20.0,7.0,23.0,11.0,29.0,15.0,6.0,14.0,12.0,13.0
400489558,32.0,18.0,22.0,11.0,22.0,12.0,15.0,3.0,14.0,12.0,10.0,11.0
400489559,35.0,21.0,18.0,11.0,27.0,12.0,9.0,1.0,14.0,8.0,15.0,7.0
400489560,18.0,10.0,29.0,17.0,16.0,5.0,27.0,15.0,8.0,12.0,11.0,12.0
400489561,27.0,13.0,15.0,12.0,33.0,14.0,19.0,8.0,14.0,11.0,19.0,3.0
400489562,12.0,9.0,37.0,19.0,8.0,4.0,35.0,14.0,3.0,21.0,4.0,18.0
400489563,15.0,8.0,21.0,14.0,23.0,8.0,31.0,15.0,7.0,16.0,15.0,7.0
400489564,23.0,13.0,20.0,7.0,24.0,12.0,22.0,8.0,10.0,14.0,12.0,13.0
400489565,20.0,12.0,10.0,7.0,37.0,17.0,23.0,10.0,8.0,13.0,20.0,3.0
400489566,26.0,15.0,30.0,14.0,15.0,6.0,21.0,8.0,11.0,13.0,9.0,16.0
400489567,22.0,12.0,21.0,11.0,24.0,12.0,22.0,10.0,10.0,12.0,12.0,10.0
400489568,16.0,8.0,27.0,14.0,20.0,9.0,30.0,12.0,8.0,18.0,11.0,13.0
400489569,16.0,10.0,19.0,11.0,28.0,14.0,29.0,12.0,6.0,17.0,14.0,8.0
400489570,35.0,21.0,24.0,13.0,20.0,8.0,10.0,2.0,14.0,8.0,12.0,11.0
400489571,22.0,10.0,10.0,7.0,38.0,18.0,23.0,11.0,12.0,12.0,20.0,3.0
400489572,24.0,15.0,23.0,14.0,23.0,10.0,21.0,7.0,9.0,14.0,13.0,9.0
400489573,18.0,8.0,32.0,16.0,15.0,7.0,27.0,15.0,10.0,12.0,8.0,16.0
400489574,31.0,19.0,30.0,18.0,16.0,5.0,17.0,7.0,12.0,10.0,11.0,12.0
400489575,25.0,12.0,38.0,20.0,8.0,4.0,20.0,13.0,13.0,7.0,4.0,18.0
400489576,19.0,10.0,22.0,12.0,23.0,10.0,26.0,11.0,9.0,15.0,13.0,10.0
400489577,33.0,17.0,31.0,15.0,15.0,6.0,13.0,8.0,16.0,5.0,9.0,16.0
400489578,19.0,11.0,13.0,9.0,32.0,13.0,27.0,15.0,8.0,12.0,19.0,4.0
400489579,28.0,15.0,27.0,14.0,21.0,10.0,18.0,7.0,13.0,11.0,11.0,13.0
400489580,33.0,18.0,21.0,11.0,25.0,13.0,13.0,5.0,15.0,8.0,12.0,10.0
400489581,33.0,19.0,30.0,17.0,16.0,6.0,16.0,3.0,14.0,13.0,10.0,13.0
400489582,15.0,9.0,35.0,21.0,13.0,3.0,33.0,15.0,6.0,18.0,10.0,14.0
400489583,36.0,22.0,36.0,22.0,13.0,3.0,10.0,2.0,14.0,8.0,10.0,14.0
400489584,23.0,11.0,13.0,8.0,34.0,15.0,23.0,11.0,12.0,12.0,19.0,5.0
400489585,20.0,12.0,33.0,17.0,15.0,7.0,25.0,11.0,8.0,14.0,8.0,16.0
400489586,33.0,19.0,27.0,12.0,19.0,10.0,13.0,4.0,14.0,9.0,9.0,15.0
400489587,8.0,4.0,28.0,12.0,19.0,8.0,39.0,18.0,4.0,21.0,11.0,16.0
400489588,20.0,11.0,13.0,5.0,34.0,16.0,26.0,11.0,9.0,15.0,18.0,8.0
400489589,38.0,20.0,20.0,7.0,26.0,13.0,11.0,3.0,18.0,8.0,13.0,13.0
400489590,27.0,16.0,31.0,19.0,16.0,5.0,21.0,8.0,11.0,13.0,11.0,12.0
400489591,22.0,12.0,16.0,13.0,34.0,14.0,23.0,11.0,10.0,12.0,20.0,3.0
400489592,16.0,10.0,22.0,12.0,25.0,13.0,31.0,13.0,6.0,18.0,12.0,10.0
400489593,15.0,9.0,23.0,13.0,23.0,10.0,32.0,16.0,6.0,16.0,13.0,10.0
400489594,25.0,16.0,10.0,8.0,37.0,14.0,21.0,7.0,9.0,14.0,23.0,2.0
400489595,23.0,13.0,31.0,18.0,16.0,8.0,24.0,9.0,10.0,15.0,8.0,13.0
400489596,29.0,16.0,24.0,14.0,23.0,10.0,18.0,7.0,13.0,11.0,13.0,10.0
400489597,29.0,14.0,28.0,15.0,21.0,10.0,19.0,8.0,15.0,11.0,11.0,13.0
400489598,16.0,11.0,32.0,19.0,16.0,8.0,32.0,12.0,5.0,20.0,8.0,13.0
400489599,15.0,8.0,33.0,18.0,16.0,6.0,34.0,16.0,7.0,18.0,10.0,15.0
400489600,24.0,12.0,13.0,5.0,35.0,17.0,23.0,11.0,12.0,12.0,18.0,8.0
400489606,13.0,10.0,28.0,13.0,19.0,10.0,37.0,14.0,3.0,23.0,9.0,15.0
400489601,19.0,11.0,14.0,9.0,34.0,15.0,29.0,16.0,8.0,13.0,19.0,5.0
400489602,32.0,20.0,19.0,11.0,29.0,13.0,17.0,7.0,12.0,10.0,16.0,8.0
400489603,26.0,13.0,21.0,13.0,28.0,11.0,21.0,13.0,13.0,8.0,17.0,8.0
400489604,20.0,11.0,22.0,14.0,25.0,9.0,27.0,12.0,9.0,15.0,16.0,8.0
400489605,39.0,21.0,24.0,15.0,24.0,10.0,11.0,3.0,18.0,8.0,14.0,9.0
