id,season_type,home_line_margin,over_under,two_way_winner,over_under_result,away_away_strk,home_home_strk,away_total_strk,home_total_strk
270112001,2,,,home,,1,-1,-1,-2
270112002,2,,,away,,1,-4,1,-2
270112009,2,,,away,,2,-1,2,-2
270112013,2,,,home,,1,3,5,-2
270112018,2,,,away,,1,5,1,3
270112025,2,,,home,,1,-2,-1,-6
270112007,2,,,away,,1,-1,2,-1
270113016,2,,,home,,1,-1,2,1
270113021,2,,,home,,-1,6,-1,8
270113023,2,,,away,,2,-3,3,-4
270113024,2,,,home,,-3,1,-1,3
270113026,2,,,away,,3,-1,3,-2
270113030,2,,,home,,-3,-1,1,2
270113004,2,,,home,,-7,-2,-1,-3
270113008,2,,,home,,-1,-3,-3,-2
270113012,2,,,away,,-1,3,-1,2
270114028,2,,,away,,2,2,3,2
270114022,2,,,away,,-2,1,-2,1
270115004,2,,,home,,2,1,4,1
270115009,2,,,home,,2,-2,-1,-3
270115018,2,,,home,,-2,-1,-5,-1
270115027,2,,,home,,-1,7,-3,-2
270115030,2,,,away,,-4,1,-5,3
270115001,2,,,home,,-2,1,-4,1
270115020,2,,,away,,2,1,-1,-1
270115008,2,,,away,,2,1,2,1
270115017,2,,,home,,2,3,-1,-1
270115029,2,,,away,,3,-1,9,-2
270115013,2,,,home,,4,4,4,1
270116003,2,,,home,,-2,1,-2,2
270116025,2,,,home,,1,1,1,1
270116006,2,,,home,,3,10,4,4
270117015,2,,,away,,-2,-2,2,1
270117016,2,,,away,,-5,1,2,3
270117022,2,,,home,,-1,-1,-1,-1
270117027,2,,,home,,2,8,1,1
270117028,2,,,home,,-3,-1,-6,1
270117029,2,,,home,,-4,-2,-2,-3
270117030,2,,,away,,-1,-1,1,-1
270117008,2,,,away,,-2,-1,-4,-1
270117010,2,,,away,,4,5,10,-1
270117012,2,,,home,,-2,-1,1,-2
270117024,2,,,away,,-2,2,2,-1
270118014,2,,,home,,-1,-2,-2,-1
270118006,2,,,home,,1,11,3,5
270119016,2,,,away,,-1,-1,-2,-1
270119019,2,,,away,,-4,4,2,-3
270119020,2,,,home,,-1,-1,1,-3
270119021,2,,,home,,-2,7,1,11
270119024,2,,,home,,1,-1,3,-2
270119028,2,,,away,,1,1,1,2
270119001,2,,,away,,2,2,-2,3
270119002,2,,,away,,-4,-5,-7,-5
270119018,2,,,away,,1,1,2,-1
270119025,2,,,home,,1,2,-1,2
270119007,2,,,home,,-2,-2,-2,1
270120012,2,,,home,,-8,1,1,1
270120003,2,,,home,,-1,2,-1,-1
270120011,2,,,away,,-1,-1,-2,-3
270120030,2,,,home,,1,-2,-1,1
270120004,2,,,away,,2,2,2,3
270120008,2,,,home,,1,-2,1,1
270120009,2,,,away,,-3,1,-3,-1
270120010,2,,,away,,1,-1,2,-2
270120017,2,,,home,,-3,4,-4,3
270120027,2,,,home,,-3,9,-6,3
270121014,2,,,away,,3,1,6,-1
270121020,2,,,away,,-1,1,1,1
270121021,2,,,home,,3,8,-2,12
270121022,2,,,home,,-1,1,-2,-1
270122005,2,,,away,,-4,4,-5,1
270122007,2,,,home,,-9,1,-1,3
270122011,2,,,home,,1,-2,-1,-4
270122023,2,,,home,,2,-4,4,-1
270122026,2,,,home,,-1,-2,-3,3
270122028,2,,,home,,3,-1,2,-1
270122002,2,,,away,,1,-6,2,-7
270122013,2,,,home,,-3,5,-2,-2
270122014,2,,,home,,1,-1,1,-2
270123019,2,,,away,,4,-1,7,1
270123020,2,,,home,,-1,-1,1,-1
270123025,2,,,away,,2,3,4,3
270123027,2,,,away,,5,10,13,4
270123004,2,,,home,,-1,-1,-2,-2
270123012,2,,,home,,-2,2,-3,2
270124005,2,,,away,,-5,-1,1,-1
270124011,2,,,home,,-2,1,1,1
270124022,2,,,home,,-2,2,-4,1
270124023,2,,,home,,-3,1,-4,1
270124026,2,,,away,,-10,1,-2,4
270124028,2,,,home,,-2,1,-1,1
270124030,2,,,away,,1,1,2,-1
270124002,2,,,away,,-2,-7,-3,-8
270124009,2,,,home,,-1,-1,-1,-3
270124018,2,,,away,,6,-1,14,-1
270124024,2,,,away,,-1,1,-3,3
270125004,2,,,home,,5,1,8,1
270125012,2,,,home,,-2,3,-2,3
270126003,2,,,home,,-1,3,2,-2
270126019,2,,,away,,1,-2,1,-1
270126020,2,,,away,,1,1,-2,2
270126024,2,,,home,,1,-1,1,-1
270126026,2,,,home,,3,-1,5,-1
270126028,2,,,home,,-4,2,-9,2
270126010,2,,,home,,-3,-2,2,1
270126013,2,,,away,,-1,6,-2,1
270126015,2,,,away,,7,-3,15,-5
270126018,2,,,home,,-3,-2,-1,-2
270126025,2,,,home,,-3,-1,-5,-1
270126008,2,,,away,,1,1,-1,3
270127001,2,,,away,,1,-1,-1,2
270127003,2,,,home,,3,4,1,1
270127007,2,,,away,,-3,2,-3,-1
270127011,2,,,home,,3,2,3,2
270127029,2,,,away,,-4,1,-1,-1
270127004,2,,,home,,-4,2,-2,2
270127006,2,,,home,,-2,12,-1,-1
270127009,2,,,home,,1,1,1,1
270127012,2,,,away,,-4,4,-6,4
270128013,2,,,away,,2,-1,1,-1
270128005,2,,,away,,8,-2,16,1
270128015,2,,,home,,-1,-4,1,-6
270128002,2,,,away,,2,-8,1,-10
270128008,2,,,home,,-2,-1,3,-1
270128025,2,,,away,,-1,1,-1,1
270129001,2,,,home,,1,-2,-2,-1
270129003,2,,,home,,1,5,1,2
270129007,2,,,away,,-1,-1,-1,-2
270129016,2,,,home,,9,-2,17,1
270129026,2,,,away,,1,1,1,-1
270129029,2,,,home,,-3,-1,-2,-2
270129010,2,,,home,,2,1,1,2
270130005,2,,,home,,-4,-3,2,-1
270130011,2,,,home,,-5,3,-11,-1
270130027,2,,,home,,2,-1,1,2
270130006,2,,,home,,-12,13,-1,1
270130014,2,,,home,,-4,1,1,-3
270130018,2,,,home,,-2,1,-2,-1
270131001,2,,,home,,-5,1,-1,1
270131003,2,,,away,,-1,6,-1,3
270131016,2,,,away,,-4,1,-3,2
270131019,2,,,home,,-5,-3,-1,-3
270131022,2,,,home,,-1,3,-3,-1
270131026,2,,,home,,3,-1,2,-2
270131028,2,,,home,,3,3,3,-1
270131029,2,,,away,,-1,1,2,1
270131030,2,,,home,,-2,-1,1,1
270131002,2,,,away,,-3,-9,-3,-12
270131010,2,,,home,,-13,2,-2,3
270131012,2,,,home,,-1,-1,3,1
270131017,2,,,away,,-1,5,-1,2
270201014,2,,,home,,2,2,1,1
270201021,2,,,home,,-1,9,-1,-1
270202003,2,,,home,,1,-1,-1,-1
270202007,2,,,home,,-1,-2,1,-4
270202011,2,,,home,,1,4,1,1
270202020,2,,,away,,-6,-1,-2,1
270202001,2,,,away,,-1,2,1,2
270202002,2,,,away,,1,-10,2,-13
270202005,2,,,home,,1,1,2,-1
270202025,2,,,away,,-2,-1,-1,-3
270202008,2,,,home,,-6,1,-2,1
270202019,2,,,home,,2,1,-1,1
270203019,2,,,away,,-3,2,-1,2
270203021,2,,,away,,-1,10,1,1
270203022,2,,,away,,1,4,1,-1
270203023,2,,,home,,-2,2,1,1
270203027,2,,,away,,-1,1,-1,-1
270203029,2,,,away,,-3,-1,2,-1
270203030,2,,,home,,1,1,1,-1
270203006,2,,,home,,-1,14,-2,3
270203010,2,,,away,,-3,3,1,4
270203015,2,,,away,,-5,1,2,-3
270204017,2,,,away,,2,-1,-1,-2
270204028,2,,,home,,2,4,3,2
270204005,2,,,away,,1,2,2,1
270205001,2,,,away,,1,-1,1,1
270205007,2,,,away,,-1,1,-1,-1
270205011,2,,,away,,-1,5,-1,3
270205020,2,,,home,,-1,-2,-3,-1
270205023,2,,,home,,1,3,2,2
270205026,2,,,home,,2,1,2,2
270205027,2,,,home,,-14,-1,-4,-2
270205010,2,,,home,,-2,-1,-3,-1
270205014,2,,,home,,-1,3,1,3
270206015,2,,,home,,-1,-1,-1,-4
270206022,2,,,away,,1,-1,1,-2
270206029,2,,,away,,1,-2,1,-2
270206008,2,,,home,,-6,2,-14,3
270206018,2,,,home,,-1,2,-1,1
270207001,2,,,away,,-2,-2,-4,-1
270207005,2,,,home,,-2,-1,-2,-1
270207007,2,,,away,,-1,-1,-1,-2
270207011,2,,,away,,-15,-1,-5,-1
270207016,2,,,home,,1,-1,1,-4
270207020,2,,,home,,-2,1,-1,1
270207027,2,,,away,,-2,1,-2,1
270207028,2,,,home,,-2,5,-2,3
270207002,2,,,away,,1,-11,4,-15
270207006,2,,,home,,-1,15,-3,4
270208003,2,,,home,,-7,1,1,1
270208023,2,,,home,,-1,4,-1,3
270208008,2,,,home,,2,3,2,4
270209011,2,,,away,,-3,-2,-3,-2
270209019,2,,,home,,1,-1,1,-3
270209020,2,,,away,,-3,2,-3,2
270209021,2,,,away,,3,-1,-2,2
270209028,2,,,home,,-1,6,-1,4
270209029,2,,,home,,-3,-3,1,-4
270209030,2,,,away,,-2,2,-3,-2
270209002,2,,,away,,1,-12,1,-16
270209006,2,,,home,,2,16,2,5
270209009,2,,,home,,-2,2,-2,-1
270209005,2,,,home,,2,1,5,1
270210003,2,,,home,,-2,2,1,2
270210025,2,,,away,,1,-2,4,1
270210026,2,,,home,,1,2,2,3
270210008,2,,,home,,1,4,5,5
270210010,2,,,home,,-3,1,-3,-1
270210015,2,,,away,,1,1,1,-1
270210017,2,,,home,,-3,-2,1,2
270211014,2,,,home,,-1,4,-1,-1
270211027,2,,,away,,1,-1,1,-1
270211011,2,,,home,,1,-3,1,-3
270211005,2,,,home,,-2,2,-2,2
270211016,2,,,home,,-7,1,-17,-1
270211009,2,,,away,,4,3,1,1
270211020,2,,,away,,1,-1,6,-1
270211021,2,,,away,,-3,-2,-3,-1
270211023,2,,,away,,1,5,-1,5
270212007,2,,,home,,-1,-2,-1,2
270212026,2,,,home,,5,3,2,4
270212008,2,,,home,,-1,5,-1,6
270213015,2,,,away,,2,-1,7,-2
270213029,2,,,home,,1,1,3,-1
270213004,2,,,away,,-1,3,-1,1
270213010,2,,,home,,2,2,-1,1
270213013,2,,,away,,-1,-2,-1,-3
270213014,2,,,home,,2,5,2,1
270213017,2,,,away,,-2,1,-2,3
270214003,2,,,home,,-1,3,-2,-1
270214011,2,,,home,,-3,1,1,1
270214016,2,,,home,,2,2,3,1
270214019,2,,,home,,-1,1,-1,-1
270214020,2,,,away,,-1,-2,-2,-2
270214025,2,,,home,,2,-3,-2,1
270214026,2,,,home,,-1,4,3,5
270214028,2,,,home,,2,7,-1,1
270214030,2,,,home,,1,-1,-1,-4
270214002,2,,,home,,-8,-13,-3,-18
270214008,2,,,away,,1,6,1,7
270214009,2,,,home,,1,-1,1,-2
270214012,2,,,away,,-1,1,-1,-2
270215010,2,,,away,,3,3,8,2
270215013,2,,,away,,-2,-3,-1,-4
270218032,2,,,home,,0,0,0,0
270220015,2,,,away,,2,-2,-1,-4
270220022,2,,,home,,1,-2,6,-2
270220023,2,,,home,,-8,-1,1,-3
270220024,2,,,home,,-1,1,-1,2
270220025,2,,,home,,-4,1,-1,2
270220027,2,,,home,,-4,-2,2,1
270220030,2,,,home,,-1,1,1,1
270220004,2,,,home,,1,-1,1,-2
270220012,2,,,away,,-1,-1,-3,-3
270220018,2,,,home,,-4,3,1,-1
270221001,2,,,away,,2,-3,3,-1
270221011,2,,,home,,-9,2,-5,2
270221016,2,,,away,,-4,3,2,-1
270221020,2,,,home,,-1,-3,1,-3
270221021,2,,,home,,-9,-3,-1,1
270221028,2,,,away,,1,8,1,2
270221008,2,,,home,,-5,-1,-1,1
270221009,2,,,home,,-5,1,-2,1
270221013,2,,,away,,-2,-4,1,-5
270221017,2,,,away,,-2,-1,-1,-2
270221010,2,,,home,,-1,-1,2,-1
270222005,2,,,away,,-1,3,1,2
270222027,2,,,home,,-2,1,1,2
270222006,2,,,home,,-2,17,-1,9
270223003,2,,,home,,2,4,3,1
270223004,2,,,home,,1,1,3,2
270223016,2,,,away,,1,-1,2,-2
270223019,2,,,away,,3,2,2,-2
270223022,2,,,away,,-6,1,-3,2
270223028,2,,,home,,1,-1,3,-1
270223030,2,,,home,,1,2,1,3
270223001,2,,,home,,-1,-4,1,-2
270223013,2,,,home,,-10,-5,-2,-6
270223017,2,,,home,,-3,-2,-1,-3
270223018,2,,,home,,-10,4,-6,-1
270223007,2,,,away,,-1,1,-1,-2
270224012,2,,,home,,-2,-2,2,-4
270224024,2,,,home,,-1,2,-1,4
270224026,2,,,home,,-11,5,-3,1
270224030,2,,,away,,1,3,1,4
270224015,2,,,home,,-1,-3,-1,-7
270224006,2,,,home,,-2,18,-3,10
270225008,2,,,home,,1,1,3,3
270225019,2,,,away,,-2,-1,-1,-3
270225016,2,,,home,,-1,-2,-1,-3
270225009,2,,,away,,-3,2,1,-1
270225014,2,,,home,,2,6,-1,-2
270225001,2,,,away,,2,1,3,1
270225017,2,,,home,,-2,1,1,1
270225011,2,,,away,,-4,3,-2,-1
270226020,2,,,home,,1,1,1,-2
270226024,2,,,home,,2,3,2,5
270226025,2,,,home,,1,2,-1,-2
270226026,2,,,away,,1,6,2,2
270226029,2,,,away,,-3,2,-4,1
270226004,2,,,away,,-6,2,-4,-1
270226006,2,,,home,,-1,19,-1,11
270226010,2,,,away,,-12,1,-4,1
270226012,2,,,home,,1,1,-1,1
270226018,2,,,home,,-3,5,1,-1
270227005,2,,,home,,1,-1,2,-2
270227011,2,,,away,,3,-1,4,-2
270227015,2,,,home,,-3,1,-2,1
270227016,2,,,away,,4,1,12,1
270227017,2,,,home,,-2,2,-2,2
270228003,2,,,home,,-2,5,-2,-1
270228007,2,,,home,,1,-1,1,1
270228020,2,,,home,,4,2,5,1
270228023,2,,,home,,-1,1,-2,-1
270228027,2,,,away,,-4,2,-1,-3
270228029,2,,,away,,1,-1,-1,-1
270228002,2,,,home,,-3,1,1,1
270228004,2,,,home,,-4,-1,-3,-2
270228010,2,,,away,,-1,-1,-1,-1
270228012,2,,,home,,-2,2,1,2
270301006,2,,,home,,-1,20,1,13
270301022,2,,,home,,-2,-1,-3,-2
270301025,2,,,home,,-2,3,3,-1
270302016,2,,,away,,2,-1,1,-1
270302020,2,,,home,,1,3,-2,2
270302021,2,,,home,,-1,1,-3,-1
270302024,2,,,home,,-1,4,-1,6
270302027,2,,,home,,-3,-1,-3,-4
270302028,2,,,away,,-11,1,2,1
270302004,2,,,home,,-1,1,1,1
270302013,2,,,away,,-1,1,1,3
270302018,2,,,home,,-5,6,-4,-1
270302014,2,,,home,,4,7,4,1
270302007,2,,,away,,1,1,-2,2
270303017,2,,,away,,1,3,2,3
270303001,2,,,away,,-4,-1,1,-4
270303022,2,,,away,,1,1,2,1
270303029,2,,,away,,-1,-2,-1,-3
270303005,2,,,home,,1,1,-1,-1
270303010,2,,,away,,3,-2,7,1
270303012,2,,,home,,-2,3,-4,-1
270303006,2,,,home,,-2,21,-2,14
270304002,2,,,home,,-5,2,-2,3
270304027,2,,,home,,-6,1,-5,1
270304021,2,,,home,,2,2,-1,1
270304015,2,,,away,,-1,2,2,3
270304020,2,,,home,,-1,4,-1,3
270304025,2,,,home,,-3,4,-4,1
270304003,2,,,away,,3,6,2,-1
270305005,2,,,home,,2,2,-1,1
270305019,2,,,home,,1,-2,-1,-3
270305026,2,,,home,,-4,-1,-5,3
270305008,2,,,away,,-7,2,-6,1
270305012,2,,,away,,4,4,8,1
270305014,2,,,home,,-4,8,-5,2
270306007,2,,,home,,-2,-1,-2,-1
270306016,2,,,home,,-1,-2,-2,-3
270306022,2,,,away,,5,-1,9,-1
270306023,2,,,home,,-3,2,-5,3
270306027,2,,,home,,-1,2,-2,2
270306006,2,,,home,,-2,22,-2,15
270306018,2,,,away,,-3,7,2,2
270307001,2,,,home,,-3,-2,3,-6
270307015,2,,,home,,-2,-1,-3,-2
270307020,2,,,home,,1,5,3,4
270307021,2,,,home,,-5,3,-6,2
270307026,2,,,home,,-4,1,-6,4
270307028,2,,,home,,-1,-1,-4,-3
270307002,2,,,away,,-1,3,-2,4
270307008,2,,,away,,-2,-1,2,-1
270307009,2,,,home,,1,-1,1,1
270307014,2,,,home,,1,9,3,3
270308023,2,,,away,,6,3,10,4
270308019,2,,,away,,-1,1,-1,1
270309007,2,,,away,,1,1,-2,-1
270309020,2,,,home,,-3,6,-4,5
270309021,2,,,home,,-3,4,-3,3
270309001,2,,,home,,-2,1,-5,1
270309002,2,,,home,,-1,-1,-1,-1
270309009,2,,,home,,-3,1,-1,2
270309010,2,,,home,,-3,-3,-3,1
270309014,2,,,home,,-6,10,1,4
270310001,2,,,home,,-7,2,-1,2
270310011,2,,,away,,-2,-2,6,-7
270310024,2,,,home,,-4,5,-4,11
270310026,2,,,home,,-4,2,-4,5
270310027,2,,,away,,1,3,-1,-1
270310030,2,,,away,,-3,-1,-6,-7
270310015,2,,,away,,1,1,3,1
270311012,2,,,away,,2,-1,1,-2
270311023,2,,,away,,-1,-1,-2,-1
270311028,2,,,home,,-2,1,-2,1
270311010,2,,,home,,-3,1,-1,2
270311002,2,,,away,,1,1,1,1
270311005,2,,,home,,-5,3,-8,4
270311013,2,,,away,,5,-1,16,-5
270311014,2,,,home,,-4,11,-2,5
270311022,2,,,home,,1,-2,3,-2
270312015,2,,,away,,-2,-1,2,-1
270312021,2,,,home,,1,5,3,4
270312029,2,,,away,,-5,-3,-5,1
270312030,2,,,home,,-4,-2,-2,-8
270312009,2,,,home,,6,2,17,-1
270313001,2,,,home,,1,3,7,3
270313003,2,,,away,,1,-1,1,-5
270313005,2,,,home,,2,4,-2,5
270313007,2,,,home,,-1,-1,1,1
270313016,2,,,home,,-6,1,-9,-2
270313024,2,,,home,,-4,6,-3,12
270313025,2,,,away,,3,5,2,-3
270313004,2,,,home,,2,2,-1,2
270313014,2,,,home,,4,12,6,6
270314011,2,,,away,,-5,-3,-3,-10
270314019,2,,,home,,-1,-1,-1,-3
270314020,2,,,away,,2,7,3,-1
270314022,2,,,away,,4,1,3,-1
270314028,2,,,home,,2,2,1,3
270314029,2,,,away,,2,-4,6,-1
270314030,2,,,home,,-1,1,-3,1
270314002,2,,,home,,-5,-1,4,-2
270314010,2,,,home,,-5,2,-4,-1
270314006,2,,,away,,-1,23,5,-1
270315015,2,,,home,,7,-2,13,-2
270315017,2,,,away,,1,-1,7,2
270315007,2,,,home,,-4,1,-6,2
270316020,2,,,home,,-2,-1,-2,-2
270316021,2,,,away,,5,6,4,6
270316028,2,,,away,,-1,3,1,4
270316030,2,,,away,,-6,2,-5,2
270316006,2,,,home,,-1,-1,1,-2
270316009,2,,,home,,-8,3,1,1
270316013,2,,,home,,-2,-2,-2,-7
270316014,2,,,home,,-2,13,-4,8
270316018,2,,,away,,-5,-1,-6,-1
270317011,2,,,home,,-6,-4,-1,-11
270317019,2,,,away,,-3,1,-5,1
270317024,2,,,away,,-2,7,-1,-1
270317025,2,,,away,,-1,-1,2,-4
270317027,2,,,home,,1,-1,1,1
270317029,2,,,home,,3,-5,4,-2
270317005,2,,,home,,-3,5,-3,7
270317015,2,,,home,,-6,1,-1,1
270317007,2,,,home,,1,2,-1,3
270318018,2,,,home,,1,-2,-1,-2
270318008,2,,,away,,-1,-2,1,5
270318013,2,,,home,,-9,1,-1,1
270318014,2,,,away,,-5,14,-1,9
270318017,2,,,home,,1,-2,1,-1
270318020,2,,,away,,1,1,2,1
270318022,2,,,away,,-3,-1,-5,-3
270319001,2,,,home,,1,4,1,-2
270319003,2,,,home,,1,-2,1,-1
270320017,2,,,away,,1,1,4,1
270320021,2,,,home,,-10,-1,-2,-2
270320022,2,,,home,,1,-2,2,-4
270320026,2,,,home,,1,3,3,-4
270320029,2,,,away,,-1,1,1,1
270320030,2,,,home,,3,-1,8,-2
270320004,2,,,away,,-1,3,-1,-1
270320008,2,,,home,,-1,-3,-1,-1
270320018,2,,,away,,1,1,2,1
270320010,2,,,home,,-7,3,1,3
270321001,2,,,away,,2,5,-1,1
270321015,2,,,away,,1,2,1,2
270321023,2,,,away,,-11,-2,-3,-1
270321024,2,,,home,,-8,-1,-1,-2
270321025,2,,,away,,-1,-2,-1,1
270321028,2,,,home,,1,-1,1,-2
270321002,2,,,away,,-7,1,1,-1
270321005,2,,,away,,2,6,3,-1
270322021,2,,,home,,-1,1,-2,1
270322029,2,,,away,,-5,-1,2,-1
270322004,2,,,home,,2,-1,5,-2
270322010,2,,,home,,6,4,1,4
270322018,2,,,away,,-3,-1,1,-1
270323003,2,,,away,,1,1,3,2
270323011,2,,,home,,3,1,1,-2
270323019,2,,,home,,2,-1,-1,-1
270323020,2,,,home,,1,-1,2,-2
270323024,2,,,home,,-1,1,-1,1
270323028,2,,,home,,-1,1,-1,1
270323001,2,,,away,,1,-1,2,-1
270323002,2,,,away,,3,-1,4,-2
270323005,2,,,home,,-1,-1,-2,-2
270323009,2,,,home,,1,4,1,-1
270323012,2,,,home,,-4,-2,1,2
270323025,2,,,home,,1,-3,1,-1
270324026,2,,,home,,1,4,-2,-1
270324030,2,,,away,,-1,1,-2,-1
270324012,2,,,home,,-1,1,-1,3
270324014,2,,,away,,-2,-1,1,-1
270325023,2,,,home,,-1,-3,2,-3
270325001,2,,,away,,4,-2,5,-2
270325015,2,,,away,,-2,-1,-2,-1
270325016,2,,,home,,2,2,3,-1
270325011,2,,,away,,-1,2,1,1
270325025,2,,,away,,-1,1,2,1
270325013,2,,,home,,-1,2,1,4
270325003,2,,,home,,2,-1,5,-1
270325005,2,,,away,,-2,1,-2,1
270326021,2,,,home,,-1,2,-3,-1
270326026,2,,,home,,-2,5,-2,1
270326002,2,,,home,,-1,-2,2,-3
270326004,2,,,home,,-1,1,-1,2
270326008,2,,,home,,1,1,1,1
270326009,2,,,away,,1,5,3,-1
270326010,2,,,home,,-1,5,-2,-1
270326014,2,,,home,,-7,-2,-3,-2
270326018,2,,,away,,-1,-2,1,-3
270327003,2,,,away,,5,1,6,1
270327011,2,,,away,,-1,-1,-1,-1
270327016,2,,,away,,1,3,-1,1
270327013,2,,,away,,-2,3,-4,5
270328007,2,,,away,,2,3,1,-1
270328012,2,,,away,,-1,2,1,4
270328024,2,,,home,,1,2,-1,4
270328026,2,,,home,,-1,6,-1,2
270328027,2,,,home,,1,1,2,-3
270328028,2,,,home,,-1,2,1,-1
270328030,2,,,home,,-8,-1,-4,-2
270328002,2,,,home,,1,1,2,1
270328006,2,,,home,,-2,1,-3,7
270328017,2,,,home,,-9,-1,-2,1
270328018,2,,,home,,1,-3,1,-4
270329004,2,,,home,,1,2,2,3
270329022,2,,,away,,1,1,1,-2
270329009,2,,,home,,-2,-1,1,-2
270330016,2,,,away,,-2,-1,-1,-2
270330020,2,,,home,,-1,1,2,-1
270330021,2,,,home,,-1,3,-2,-1
270330024,2,,,home,,-5,3,3,5
270330027,2,,,away,,-2,2,1,1
270330030,2,,,home,,-3,1,-4,1
270330006,2,,,home,,-2,2,1,8
270330013,2,,,away,,1,-1,2,-1
270330023,2,,,away,,2,1,-1,1
270330025,2,,,home,,2,-1,2,2
270330008,2,,,home,,1,2,2,-1
270330019,2,,,home,,-10,1,-3,-1
270331004,2,,,away,,-1,3,-1,4
270331003,2,,,home,,-3,-1,-1,-2
270331022,2,,,away,,3,-1,1,-3
270331017,2,,,home,,-1,1,1,-1
270401009,2,,,home,,-1,1,-1,1
270401021,2,,,home,,6,4,9,1
270401008,2,,,home,,1,3,1,1
270401001,2,,,away,,1,-3,-1,-5
270401015,2,,,away,,-3,-2,-1,-5
270401010,2,,,away,,-6,6,-1,3
270401002,2,,,home,,1,2,1,-1
270401019,2,,,away,,-2,2,-3,1
270401025,2,,,away,,-2,1,-3,3
270401028,2,,,home,,-1,3,2,2
270401013,2,,,home,,-2,-2,-1,-2
270401011,2,,,home,,2,-2,6,-4
270403011,2,,,away,,-1,1,2,1
270403015,2,,,away,,-1,-3,1,-6
270403016,2,,,away,,-1,-2,-1,1
270403023,2,,,away,,-1,-1,-1,-2
270403024,2,,,home,,3,4,-1,-1
270403029,2,,,away,,-3,-2,2,-2
270403030,2,,,home,,1,2,1,-1
270403013,2,,,away,,1,1,1,1
270403014,2,,,home,,1,1,3,-1
270404003,2,,,home,,-1,1,-2,2
270404015,2,,,home,,-2,-4,1,-7
270404019,2,,,away,,-1,-1,-1,-1
270404022,2,,,home,,1,-2,1,-4
270404027,2,,,away,,-2,-1,1,-1
270404008,2,,,away,,2,4,1,3
270404010,2,,,away,,-2,-1,2,-1
270404012,2,,,home,,2,-1,-1,2
270404017,2,,,home,,-9,2,-6,1
