id,season_type,two_way_winner,over_under_result,home_line_margin,over_under,home_matchup_result
300101001,2,away,,,,0
300101016,2,away,,,,0
300101013,2,home,,,,1
300102017,2,away,,,,-1
300102014,2,away,,,,0
300102011,2,home,,,,0
300102027,2,away,,,,-1
300102002,2,home,,,,1
300102003,2,home,,,,-1
300102004,2,home,,,,0
300102015,2,home,,,,-1
300102021,2,away,,,,1
300102026,2,away,,,,-1
300102022,2,home,,,,-1
300102023,2,away,,,,-1
300103005,2,away,,,,0
300103018,2,home,,,,0
300103028,2,home,,,,-1
300103007,2,away,,,,1
300103013,2,home,,,,-1
300104014,2,home,,,,-1
300104004,2,away,,,,0
300104026,2,away,,,,0
300104012,2,home,,,,-1
300105011,2,home,,,,-1
300105020,2,away,,,,-2
300105030,2,home,,,,-1
300105017,2,away,,,,-1
300105006,2,home,,,,1
300105007,2,home,,,,1
300105022,2,away,,,,0
300105023,2,away,,,,-1
300105013,2,home,,,,0
300106001,2,home,,,,1
300106005,2,home,,,,0
300106019,2,away,,,,3
300106014,2,away,,,,-1
300106016,2,away,,,,-1
300106025,2,away,,,,0
300106024,2,home,,,,0
300106021,2,home,,,,1
300106026,2,home,,,,1
300106012,2,home,,,,-1
300107018,2,home,,,,-1
300108020,2,away,,,,0
300108027,2,home,,,,0
300108001,2,home,,,,1
300108003,2,home,,,,0
300108016,2,home,,,,-1
300108029,2,home,,,,-2
300108015,2,home,,,,0
300108024,2,away,,,,0
300108021,2,away,,,,1
300108022,2,home,,,,0
300108007,2,home,,,,0
300108009,2,home,,,,-1
300109019,2,home,,,,1
300109030,2,home,,,,0
300109008,2,away,,,,2
300109004,2,home,,,,0
300109025,2,home,,,,0
300109006,2,away,,,,1
300109010,2,home,,,,0
300109023,2,home,,,,1
300110027,2,away,,,,0
300110028,2,away,,,,-2
300110012,2,home,,,,0
300110024,2,home,,,,0
300110022,2,away,,,,-1
300110013,2,home,,,,1
300111011,2,home,,,,-1
300111020,2,home,,,,0
300111002,2,away,,,,-2
300111004,2,home,,,,2
300111025,2,home,,,,0
300111007,2,home,,,,0
300111021,2,home,,,,0
300111026,2,home,,,,-1
300111009,2,away,,,,-1
300112027,2,away,,,,-2
300112030,2,home,,,,0
300112029,2,home,,,,-1
300112024,2,home,,,,0
300112023,2,away,,,,0
300113001,2,home,,,,1
300113011,2,home,,,,0
300113020,2,away,,,,1
300113017,2,away,,,,-1
300113003,2,home,,,,2
300113025,2,away,,,,1
300113006,2,away,,,,0
300113010,2,home,,,,1
300113007,2,home,,,,0
300113022,2,home,,,,-1
300113009,2,away,,,,0
300114002,2,away,,,,2
300114026,2,home,,,,-1
300115020,2,home,,,,1
300115030,2,home,,,,-1
300115001,2,home,,,,0
300115004,2,home,,,,0
300115008,2,home,,,,-1
300115017,2,away,,,,-2
300115018,2,away,,,,0
300115029,2,home,,,,2
300115006,2,home,,,,1
300115010,2,away,,,,0
300115009,2,away,,,,-1
300115013,2,home,,,,0
300115022,2,home,,,,-1
300116011,2,away,,,,0
300116027,2,home,,,,-1
300116030,2,home,,,,0
300116008,2,home,,,,-1
300116025,2,home,,,,1
300116029,2,home,,,,0
300116026,2,home,,,,0
300116012,2,away,,,,0
300117028,2,home,,,,-1
300117007,2,home,,,,2
300118018,2,home,,,,0
300118027,2,home,,,,0
300118001,2,away,,,,0
300118030,2,home,,,,0
300118010,2,home,,,,0
300118003,2,away,,,,-1
300118012,2,home,,,,0
300118016,2,home,,,,0
300118009,2,home,,,,-1
300118029,2,home,,,,0
300118002,2,away,,,,0
300118013,2,home,,,,0
300119005,2,home,,,,-1
300119014,2,home,,,,2
300120001,2,home,,,,1
300120019,2,home,,,,0
300120020,2,away,,,,1
300120027,2,away,,,,1
300120030,2,home,,,,1
300120008,2,home,,,,0
300120003,2,home,,,,0
300120015,2,home,,,,1
300120016,2,away,,,,0
300120021,2,home,,,,0
300120024,2,away,,,,-3
300120009,2,away,,,,-2
300120012,2,home,,,,0
300121005,2,home,,,,1
300121007,2,home,,,,-1
300122019,2,home,,,,1
300122020,2,home,,,,-1
300122027,2,away,,,,-1
300122028,2,home,,,,-2
300122001,2,home,,,,-1
300122002,2,home,,,,0
300122008,2,away,,,,0
300122016,2,away,,,,-2
300122018,2,away,,,,-1
300122029,2,home,,,,-1
300122024,2,away,,,,1
300122009,2,home,,,,1
300122021,2,away,,,,0
300123011,2,away,,,,0
300123030,2,away,,,,-2
300123005,2,home,,,,1
300123008,2,away,,,,-1
300123014,2,home,,,,1
300123010,2,away,,,,0
300123015,2,home,,,,1
300123007,2,home,,,,-1
300123021,2,home,,,,0
300123026,2,home,,,,1
300124018,2,away,,,,0
300124027,2,away,,,,-1
300124028,2,home,,,,0
300125020,2,away,,,,1
300125002,2,home,,,,-1
300125014,2,away,,,,-1
300125029,2,home,,,,0
300125010,2,away,,,,-1
300125024,2,away,,,,-1
300125007,2,home,,,,-1
300125026,2,home,,,,0
300125022,2,away,,,,1
300126027,2,away,,,,0
300126018,2,home,,,,0
300126006,2,home,,,,1
300126021,2,away,,,,-1
300126023,2,home,,,,0
300127005,2,home,,,,1
300127011,2,away,,,,0
300127028,2,home,,,,0
300127008,2,away,,,,1
300127017,2,home,,,,-1
300127015,2,home,,,,-1
300127025,2,away,,,,1
300127010,2,away,,,,-1
300127024,2,home,,,,0
300127022,2,away,,,,-1
300127009,2,away,,,,-1
300128018,2,away,,,,-1
300128019,2,home,,,,0
300128021,2,home,,,,-1
300129011,2,away,,,,-1
300129020,2,away,,,,0
300129001,2,home,,,,3
300129003,2,away,,,,-1
300129008,2,away,,,,0
300129016,2,home,,,,-3
300129017,2,away,,,,-1
300129025,2,home,,,,-1
300129010,2,home,,,,-1
300129024,2,home,,,,-1
300129026,2,home,,,,-1
300129009,2,away,,,,0
300130019,2,home,,,,2
300130027,2,home,,,,0
300130029,2,away,,,,-1
300130015,2,home,,,,0
300130006,2,away,,,,-1
300130023,2,away,,,,-1
300131024,2,away,,,,-1
300131002,2,away,,,,0
300131005,2,home,,,,1
300131008,2,away,,,,0
300131017,2,away,,,,-2
300131028,2,home,,,,0
300131010,2,away,,,,-2
300131016,2,home,,,,-1
300131025,2,home,,,,1
300201027,2,away,,,,-1
300201014,2,away,,,,-1
300201003,2,away,,,,0
300201029,2,home,,,,-1
300201007,2,home,,,,-2
300201026,2,home,,,,0
300201022,2,home,,,,1
300202005,2,home,,,,-1
300202011,2,home,,,,-1
300202019,2,home,,,,2
300202017,2,away,,,,0
300202004,2,away,,,,-1
300202025,2,home,,,,1
300202010,2,home,,,,2
300203001,2,home,,,,0
300203020,2,home,,,,-1
300203028,2,home,,,,1
300203018,2,home,,,,-1
300203002,2,home,,,,2
300203003,2,away,,,,1
300203006,2,home,,,,-1
300203026,2,home,,,,2
300203023,2,away,,,,-2
300203007,2,away,,,,1
300203013,2,home,,,,0
300204005,2,home,,,,2
300204022,2,home,,,,2
300205011,2,home,,,,1
300205019,2,away,,,,-1
300205002,2,home,,,,2
300205018,2,away,,,,-1
300205001,2,home,,,,0
300205003,2,away,,,,-1
300205029,2,away,,,,-1
300205006,2,away,,,,1
300205023,2,away,,,,-2
300205013,2,away,,,,-1
300206030,2,away,,,,0
300206005,2,home,,,,1
300206008,2,home,,,,1
300206004,2,home,,,,-1
300206016,2,home,,,,-3
300206010,2,away,,,,1
300206015,2,home,,,,1
300206026,2,home,,,,-3
300206022,2,away,,,,1
300206009,2,away,,,,-2
300206012,2,away,,,,-2
300207028,2,home,,,,0
300207002,2,away,,,,-1
300208019,2,home,,,,0
300208009,2,away,,,,0
300208013,2,home,,,,-1
300209005,2,home,,,,2
300209011,2,away,,,,-1
300209020,2,home,,,,-1
300209030,2,home,,,,1
300209014,2,home,,,,1
300209018,2,away,,,,-1
300209015,2,away,,,,0
300209029,2,away,,,,-1
300209007,2,home,,,,-1
300209022,2,away,,,,1
300209012,2,away,,,,-1
300210001,2,away,,,,0
300210028,2,home,,,,1
300210008,2,away,,,,0
300210017,2,away,,,,-2
300210003,2,home,,,,-1
300210004,2,away,,,,1
300210016,2,away,,,,0
300210021,2,away,,,,-1
300210026,2,away,,,,0
300210009,2,home,,,,-1
300211005,2,home,,,,1
300211007,2,away,,,,2
300214032,2,away,,,,0
300216020,2,away,,,,0
300216030,2,away,,,,0
300216008,2,home,,,,0
300216004,2,home,,,,0
300216025,2,home,,,,-2
300216029,2,away,,,,1
300216010,2,away,,,,1
300216022,2,home,,,,0
300216023,2,away,,,,0
300216013,2,home,,,,2
300217011,2,away,,,,-1
300217019,2,home,,,,1
300217027,2,home,,,,-1
300217028,2,away,,,,-1
300217017,2,away,,,,-1
300217018,2,away,,,,-1
300217003,2,away,,,,1
300217015,2,away,,,,-1
300217006,2,home,,,,0
300217009,2,home,,,,-1
300217012,2,away,,,,-1
300218005,2,away,,,,-1
300218013,2,away,,,,1
300219020,2,home,,,,-1
300219027,2,home,,,,0
300219030,2,home,,,,1
300219003,2,home,,,,1
300219008,2,away,,,,1
300219016,2,away,,,,-1
300219017,2,away,,,,-2
300219019,2,away,,,,0
300219029,2,away,,,,1
300219021,2,home,,,,-1
300219009,2,away,,,,0
300219022,2,away,,,,-1
300220028,2,home,,,,0
300220018,2,away,,,,-1
300220004,2,home,,,,0
300220006,2,home,,,,1
300220010,2,away,,,,0
300220015,2,home,,,,0
300220012,2,home,,,,0
300221019,2,home,,,,-2
300221007,2,home,,,,0
300221008,2,home,,,,-1
300221017,2,away,,,,0
300221003,2,home,,,,0
300221016,2,away,,,,-1
300221009,2,home,,,,0
300221021,2,home,,,,3
300221022,2,away,,,,-3
300222027,2,home,,,,-1
300222018,2,away,,,,-2
300222006,2,home,,,,1
300222026,2,away,,,,-1
300222012,2,home,,,,0
300223005,2,home,,,,0
300223002,2,home,,,,1
300223014,2,away,,,,0
300223017,2,away,,,,-1
300223025,2,away,,,,1
300223029,2,away,,,,0
300223023,2,away,,,,1
300223009,2,away,,,,-1
300224001,2,home,,,,1
300224027,2,away,,,,-1
300224028,2,away,,,,0
300224004,2,home,,,,2
300224015,2,home,,,,-1
300224010,2,away,,,,-1
300224024,2,home,,,,0
300224006,2,home,,,,-1
300224021,2,home,,,,1
300224026,2,home,,,,1
300224012,2,home,,,,1
300225011,2,away,,,,-2
300225002,2,away,,,,1
300225009,2,away,,,,-3
300226001,2,away,,,,1
300226027,2,away,,,,0
300226028,2,away,,,,0
300226004,2,home,,,,-1
300226025,2,home,,,,2
300226029,2,away,,,,-1
300226010,2,home,,,,0
300226007,2,home,,,,-1
300226021,2,home,,,,2
300226003,2,home,,,,-1
300226023,2,home,,,,0
300226013,2,home,,,,1
300227002,2,away,,,,3
300227014,2,away,,,,-2
300227011,2,home,,,,-3
300227018,2,away,,,,0
300227016,2,away,,,,-3
300227026,2,home,,,,0
300227009,2,home,,,,-1
300228024,2,home,,,,-1
300228013,2,home,,,,-2
300228001,2,home,,,,0
300228017,2,away,,,,-2
300228019,2,home,,,,-2
300228025,2,home,,,,0
300228023,2,home,,,,-1
300228006,2,home,,,,0
300301005,2,home,,,,2
300301020,2,away,,,,-1
300301030,2,away,,,,-1
300301003,2,away,,,,-2
300301004,2,away,,,,-1
300301029,2,away,,,,1
300301010,2,home,,,,-1
300301021,2,home,,,,0
300301012,2,home,,,,-2
300302008,2,away,,,,1
300302014,2,home,,,,1
300302025,2,home,,,,0
300302013,2,home,,,,1
300303001,2,home,,,,1
300303019,2,home,,,,1
300303002,2,home,,,,2
300303017,2,away,,,,-3
300303018,2,home,,,,1
300303003,2,away,,,,2
300303015,2,home,,,,-2
300303006,2,home,,,,0
300303010,2,away,,,,0
300303007,2,home,,,,0
300303022,2,home,,,,1
300303012,2,away,,,,-3
300304004,2,away,,,,0
300304014,2,home,,,,-1
300304021,2,away,,,,-1
300305005,2,home,,,,1
300305020,2,away,,,,-1
300305027,2,away,,,,1
300305028,2,home,,,,2
300305030,2,home,,,,-1
300305001,2,home,,,,-1
300305017,2,away,,,,-2
300305006,2,home,,,,2
300305007,2,home,,,,1
300305024,2,home,,,,3
300305012,2,away,,,,0
300306030,2,home,,,,1
300306014,2,home,,,,1
300306018,2,away,,,,1
300306004,2,away,,,,0
300306016,2,away,,,,-2
300306029,2,away,,,,0
300306015,2,home,,,,-2
300306021,2,home,,,,-1
300306026,2,home,,,,1
300307028,2,away,,,,2
300307019,2,home,,,,-1
300307008,2,home,,,,-1
300307002,2,home,,,,2
300307023,2,away,,,,-1
300307007,2,home,,,,0
300308005,2,home,,,,0
300308018,2,home,,,,1
300308003,2,home,,,,2
300308016,2,away,,,,-1
300308029,2,home,,,,1
300309011,2,home,,,,0
300309019,2,home,,,,1
300309027,2,away,,,,0
300309030,2,home,,,,2
300309004,2,away,,,,-1
300309015,2,home,,,,-1
300309022,2,home,,,,1
300309013,2,home,,,,-1
300310020,2,away,,,,0
300310002,2,away,,,,1
300310008,2,away,,,,-1
300310014,2,home,,,,-1
300310016,2,away,,,,-1
300310025,2,home,,,,0
300310006,2,home,,,,1
300310024,2,home,,,,1
300310023,2,home,,,,-1
300311027,2,away,,,,-2
300311019,2,home,,,,0
300311009,2,away,,,,0
300312020,2,away,,,,-2
300312030,2,home,,,,-1
300312002,2,home,,,,0
300312014,2,home,,,,0
300312003,2,away,,,,0
300312008,2,home,,,,3
300312016,2,away,,,,-1
300312025,2,home,,,,1
300312029,2,home,,,,1
300312015,2,home,,,,-1
300312021,2,away,,,,-1
300312023,2,away,,,,-2
300313001,2,home,,,,-1
300313027,2,away,,,,2
300313029,2,away,,,,0
300313006,2,away,,,,1
300313010,2,home,,,,1
300313024,2,home,,,,3
300313009,2,home,,,,0
300314015,2,home,,,,3
300314005,2,home,,,,0
