id,season_type,two_way_winner,over_under_result,home_line_margin,over_under,home_matchup_result
270113012,2,away,,,,0
270114028,2,away,,,,-1
270114022,2,away,,,,0
270115004,2,home,,,,-1
270115009,2,home,,,,0
270115018,2,home,,,,-1
270115027,2,home,,,,0
270115030,2,away,,,,0
270115001,2,home,,,,0
270115020,2,away,,,,-1
270115008,2,away,,,,0
270115017,2,home,,,,1
270115029,2,away,,,,-1
270115013,2,home,,,,-1
270116003,2,home,,,,-1
270116025,2,home,,,,-1
270116006,2,home,,,,-1
270117015,2,away,,,,-2
270117016,2,away,,,,0
270117022,2,home,,,,-1
270117027,2,home,,,,0
270117028,2,home,,,,-1
270117029,2,home,,,,0
270117030,2,away,,,,1
270117008,2,away,,,,-1
270117010,2,away,,,,-1
270117012,2,home,,,,-1
270117024,2,away,,,,-1
270118014,2,home,,,,0
270118006,2,home,,,,0
270119016,2,away,,,,1
270119019,2,away,,,,0
270119020,2,home,,,,0
270119021,2,home,,,,2
270119024,2,home,,,,2
270119028,2,away,,,,-1
270119001,2,away,,,,1
270119002,2,away,,,,0
270119018,2,away,,,,0
270119025,2,home,,,,-1
270119007,2,home,,,,0
270120012,2,home,,,,2
270120003,2,home,,,,1
270120011,2,away,,,,2
270120030,2,home,,,,0
270120004,2,away,,,,0
270120008,2,home,,,,-1
270120009,2,away,,,,0
270120010,2,away,,,,1
270120017,2,home,,,,0
270120027,2,home,,,,1
270121014,2,away,,,,0
270121020,2,away,,,,-1
270121021,2,home,,,,0
270121022,2,home,,,,-1
270122005,2,away,,,,0
270122007,2,home,,,,-1
270122011,2,home,,,,-2
270122023,2,home,,,,0
270122026,2,home,,,,-1
270122028,2,home,,,,0
270122002,2,away,,,,0
270122013,2,home,,,,1
270122014,2,home,,,,-1
270123019,2,away,,,,0
270123020,2,home,,,,0
270123025,2,away,,,,-1
270123027,2,away,,,,1
270123004,2,home,,,,1
270123012,2,home,,,,0
270124005,2,away,,,,1
270124011,2,home,,,,-1
270124022,2,home,,,,0
270124023,2,home,,,,-1
270124026,2,away,,,,1
270124028,2,home,,,,1
270124030,2,away,,,,1
270124002,2,away,,,,-1
270124009,2,home,,,,-1
270124018,2,away,,,,-1
270124024,2,away,,,,0
270125004,2,home,,,,-1
270125012,2,home,,,,0
270126003,2,home,,,,0
270126019,2,away,,,,0
270126020,2,away,,,,0
270126024,2,home,,,,2
270126026,2,home,,,,1
270126028,2,home,,,,2
270126010,2,home,,,,-1
270126013,2,away,,,,-1
270126015,2,away,,,,-1
270126018,2,home,,,,0
270126025,2,home,,,,-1
270126008,2,away,,,,2
270127001,2,away,,,,-1
270127003,2,home,,,,0
270127007,2,away,,,,0
270127011,2,home,,,,-1
270127029,2,away,,,,-1
270127004,2,home,,,,2
270127006,2,home,,,,2
270127009,2,home,,,,0
270127012,2,away,,,,0
270128013,2,away,,,,2
270128005,2,away,,,,-1
270128015,2,home,,,,-1
270128002,2,away,,,,-2
270128008,2,home,,,,-2
270128025,2,away,,,,1
270129001,2,home,,,,1
270129003,2,home,,,,-2
270129007,2,away,,,,1
270129016,2,home,,,,-1
270129026,2,away,,,,-1
270129029,2,home,,,,-1
270129010,2,home,,,,0
270130005,2,home,,,,1
270130011,2,home,,,,0
270130027,2,home,,,,-1
270130006,2,home,,,,2
270130014,2,home,,,,-1
270130018,2,home,,,,0
270131001,2,home,,,,0
270131003,2,away,,,,-1
270131016,2,away,,,,0
270131019,2,home,,,,0
270131022,2,home,,,,-1
270131026,2,home,,,,0
270131028,2,home,,,,1
270131029,2,away,,,,-2
270131030,2,home,,,,0
270131002,2,away,,,,0
270131010,2,home,,,,1
270131012,2,home,,,,0
270131017,2,away,,,,-2
270201014,2,home,,,,0
270201021,2,home,,,,-1
270202003,2,home,,,,0
270202007,2,home,,,,0
270202011,2,home,,,,-1
270202020,2,away,,,,-1
270202001,2,away,,,,1
270202002,2,away,,,,-1
270202005,2,home,,,,0
270202025,2,away,,,,-1
270202008,2,home,,,,-1
270202019,2,home,,,,-1
270203019,2,away,,,,0
270203021,2,away,,,,-2
270203022,2,away,,,,0
270203023,2,home,,,,1
270203027,2,away,,,,1
270203029,2,away,,,,0
270203030,2,home,,,,-1
270203006,2,home,,,,1
270203010,2,away,,,,-1
270203015,2,away,,,,0
270204017,2,away,,,,0
270204028,2,home,,,,1
270204005,2,away,,,,-1
270205001,2,away,,,,-1
270205007,2,away,,,,0
270205011,2,away,,,,1
270205020,2,home,,,,-1
270205023,2,home,,,,-1
270205026,2,home,,,,1
270205027,2,home,,,,0
270205010,2,home,,,,-1
270205014,2,home,,,,1
270206015,2,home,,,,-1
270206022,2,away,,,,-3
270206029,2,away,,,,-3
270206008,2,home,,,,2
270206018,2,home,,,,-1
270207001,2,away,,,,1
270207005,2,home,,,,1
270207007,2,away,,,,-1
270207011,2,away,,,,-1
270207016,2,home,,,,0
270207020,2,home,,,,-1
270207027,2,away,,,,-1
270207028,2,home,,,,1
270207002,2,away,,,,0
270207006,2,home,,,,3
270208003,2,home,,,,0
270208023,2,home,,,,1
270208008,2,home,,,,1
270209011,2,away,,,,-1
270209019,2,home,,,,0
270209020,2,away,,,,-1
270209021,2,away,,,,0
270209028,2,home,,,,-1
270209029,2,home,,,,-1
270209030,2,away,,,,0
270209002,2,away,,,,0
270209006,2,home,,,,0
270209009,2,home,,,,0
270209005,2,home,,,,-1
270210003,2,home,,,,1
270210025,2,away,,,,-1
270210026,2,home,,,,-1
270210008,2,home,,,,0
270210010,2,home,,,,1
270210015,2,away,,,,-1
270210017,2,home,,,,0
270211014,2,home,,,,-1
270211027,2,away,,,,0
270211011,2,home,,,,0
270211005,2,home,,,,0
270211016,2,home,,,,0
270211009,2,away,,,,-1
270211020,2,away,,,,-1
270211021,2,away,,,,1
270211023,2,away,,,,2
270212007,2,home,,,,2
270212026,2,home,,,,1
270212008,2,home,,,,0
270213015,2,away,,,,0
270213029,2,home,,,,-2
270213004,2,away,,,,2
270213010,2,home,,,,1
270213013,2,away,,,,-1
270213014,2,home,,,,1
270213017,2,away,,,,0
270214003,2,home,,,,0
270214011,2,home,,,,1
270214016,2,home,,,,0
270214019,2,home,,,,1
270214020,2,away,,,,-1
270214025,2,home,,,,-1
270214026,2,home,,,,0
270214028,2,home,,,,-1
270214030,2,home,,,,-1
270214002,2,home,,,,1
270214008,2,away,,,,0
270214009,2,home,,,,0
270214012,2,away,,,,-1
270215010,2,away,,,,-1
270215013,2,away,,,,-1
270218032,2,home,,,,0
270220015,2,away,,,,0
270220022,2,home,,,,-1
270220023,2,home,,,,1
270220024,2,home,,,,1
270220025,2,home,,,,-1
270220027,2,home,,,,0
270220030,2,home,,,,-1
270220004,2,home,,,,2
270220012,2,away,,,,0
270220018,2,home,,,,1
270221001,2,away,,,,-1
270221011,2,home,,,,2
270221016,2,away,,,,1
270221020,2,home,,,,0
270221021,2,home,,,,1
270221028,2,away,,,,0
270221008,2,home,,,,1
270221009,2,home,,,,-1
270221013,2,away,,,,-1
270221017,2,away,,,,0
270221010,2,home,,,,1
270222005,2,away,,,,0
270222027,2,home,,,,1
270222006,2,home,,,,1
270223003,2,home,,,,-2
270223004,2,home,,,,0
270223016,2,away,,,,0
270223019,2,away,,,,-2
270223022,2,away,,,,2
270223028,2,home,,,,0
270223030,2,home,,,,0
270223001,2,home,,,,-1
270223013,2,home,,,,1
270223017,2,home,,,,-1
270223018,2,home,,,,0
270223007,2,away,,,,-2
270224012,2,home,,,,0
270224024,2,home,,,,1
270224026,2,home,,,,1
270224030,2,away,,,,-1
270224015,2,home,,,,0
270224006,2,home,,,,2
270225008,2,home,,,,-1
270225019,2,away,,,,0
270225016,2,home,,,,-1
270225009,2,away,,,,-2
270225014,2,home,,,,0
270225001,2,away,,,,1
270225017,2,home,,,,1
270225011,2,away,,,,0
270226020,2,home,,,,-1
270226024,2,home,,,,1
270226025,2,home,,,,-1
270226026,2,away,,,,0
270226029,2,away,,,,0
270226004,2,away,,,,-1
270226006,2,home,,,,0
270226010,2,away,,,,0
270226012,2,home,,,,0
270226018,2,home,,,,1
270227005,2,home,,,,-1
270227011,2,away,,,,0
270227015,2,home,,,,1
270227016,2,away,,,,-2
270227017,2,home,,,,1
270228003,2,home,,,,1
270228007,2,home,,,,-1
270228020,2,home,,,,-1
270228023,2,home,,,,0
270228027,2,away,,,,1
270228029,2,away,,,,0
270228002,2,home,,,,1
270228004,2,home,,,,-1
270228010,2,away,,,,0
270228012,2,home,,,,0
270301006,2,home,,,,0
270301022,2,home,,,,1
270301025,2,home,,,,-1
270302016,2,away,,,,0
270302020,2,home,,,,-1
270302021,2,home,,,,1
270302024,2,home,,,,-1
270302027,2,home,,,,1
270302028,2,away,,,,2
270302004,2,home,,,,1
270302013,2,away,,,,1
270302018,2,home,,,,-1
270302014,2,home,,,,-1
270302007,2,away,,,,0
270303017,2,away,,,,1
270303001,2,away,,,,0
270303022,2,away,,,,1
270303029,2,away,,,,-1
270303005,2,home,,,,1
270303010,2,away,,,,1
270303012,2,home,,,,-1
270303006,2,home,,,,1
270304002,2,home,,,,-1
270304027,2,home,,,,0
270304021,2,home,,,,-1
270304015,2,away,,,,-3
270304020,2,home,,,,0
270304025,2,home,,,,1
270304003,2,away,,,,1
270305005,2,home,,,,-1
270305019,2,home,,,,0
270305026,2,home,,,,-1
270305008,2,away,,,,-1
270305012,2,away,,,,-2
270305014,2,home,,,,1
270306007,2,home,,,,-2
270306016,2,home,,,,-2
270306022,2,away,,,,-2
270306023,2,home,,,,1
270306027,2,home,,,,-2
270306006,2,home,,,,1
270306018,2,away,,,,1
270307001,2,home,,,,-2
270307015,2,home,,,,1
270307020,2,home,,,,1
270307021,2,home,,,,1
270307026,2,home,,,,1
270307028,2,home,,,,-1
270307002,2,away,,,,1
270307008,2,away,,,,2
270307009,2,home,,,,-3
270307014,2,home,,,,-3
270308023,2,away,,,,-2
270308019,2,away,,,,2
270309007,2,away,,,,0
270309020,2,home,,,,-1
270309021,2,home,,,,1
270309001,2,home,,,,1
270309002,2,home,,,,-1
270309009,2,home,,,,-1
270309010,2,home,,,,1
270309014,2,home,,,,0
270310001,2,home,,,,1
270310011,2,away,,,,2
270310024,2,home,,,,1
270310026,2,home,,,,0
270310027,2,away,,,,1
270310030,2,away,,,,-1
270310015,2,away,,,,-2
270311012,2,away,,,,-1
270311023,2,away,,,,2
270311028,2,home,,,,-1
270311010,2,home,,,,1
270311002,2,away,,,,-1
270311005,2,home,,,,0
270311013,2,away,,,,-1
270311014,2,home,,,,0
270311022,2,home,,,,-1
270312015,2,away,,,,-1
270312021,2,home,,,,2
270312029,2,away,,,,-1
270312030,2,home,,,,-1
270312009,2,home,,,,1
270313001,2,home,,,,-2
270313003,2,away,,,,1
270313005,2,home,,,,1
270313007,2,home,,,,1
270313016,2,home,,,,1
270313024,2,home,,,,3
270313025,2,away,,,,-1
270313004,2,home,,,,2
270313014,2,home,,,,1
270314011,2,away,,,,-1
270314019,2,home,,,,1
270314020,2,away,,,,0
270314022,2,away,,,,1
270314028,2,home,,,,1
270314029,2,away,,,,-1
270314030,2,home,,,,-1
270314002,2,home,,,,-2
270314010,2,home,,,,0
270314006,2,away,,,,2
270315015,2,home,,,,1
270315017,2,away,,,,-1
270315007,2,home,,,,-1
270316020,2,home,,,,-1
270316021,2,away,,,,1
270316028,2,away,,,,1
270316030,2,away,,,,-1
270316006,2,home,,,,0
270316009,2,home,,,,-1
270316013,2,home,,,,-2
270316014,2,home,,,,1
270316018,2,away,,,,0
270317011,2,home,,,,2
270317019,2,away,,,,1
270317024,2,away,,,,1
270317025,2,away,,,,-1
270317027,2,home,,,,-1
270317029,2,home,,,,-1
270317005,2,home,,,,-1
270317015,2,home,,,,1
270317007,2,home,,,,-1
270318018,2,home,,,,-2
270318008,2,away,,,,1
270318013,2,home,,,,1
270318014,2,away,,,,-2
270318017,2,home,,,,-1
270318020,2,away,,,,-1
270318022,2,away,,,,0
270319001,2,home,,,,-1
270319003,2,home,,,,1
270320017,2,away,,,,1
270320021,2,home,,,,1
270320022,2,home,,,,1
270320026,2,home,,,,0
270320029,2,away,,,,-1
270320030,2,home,,,,-1
270320004,2,away,,,,-1
270320008,2,home,,,,2
270320018,2,away,,,,0
270320010,2,home,,,,-1
270321001,2,away,,,,-2
270321015,2,away,,,,-1
270321023,2,away,,,,1
270321024,2,home,,,,0
270321025,2,away,,,,-1
270321028,2,home,,,,2
270321002,2,away,,,,1
270321005,2,away,,,,-1
270322021,2,home,,,,2
270322029,2,away,,,,0
270322004,2,home,,,,-1
270322010,2,home,,,,-1
270322018,2,away,,,,1
270323003,2,away,,,,2
270323011,2,home,,,,0
270323019,2,home,,,,-1
270323020,2,home,,,,-1
270323024,2,home,,,,1
270323028,2,home,,,,-1
270323001,2,away,,,,1
270323002,2,away,,,,-1
270323005,2,home,,,,0
270323009,2,home,,,,-1
270323012,2,home,,,,-3
270323025,2,home,,,,0
270324026,2,home,,,,1
270324030,2,away,,,,0
270324012,2,home,,,,-1
270324014,2,away,,,,-1
270325023,2,home,,,,-3
270325001,2,away,,,,-1
270325015,2,away,,,,-1
270325016,2,home,,,,-1
270325011,2,away,,,,-1
270325025,2,away,,,,-2
270325013,2,home,,,,3
270325003,2,home,,,,2
270325005,2,away,,,,-1
270326021,2,home,,,,2
270326026,2,home,,,,-1
270326002,2,home,,,,-3
270326004,2,home,,,,1
270326008,2,home,,,,1
270326009,2,away,,,,0
270326010,2,home,,,,1
270326014,2,home,,,,3
270326018,2,away,,,,2
270327003,2,away,,,,-3
270327011,2,away,,,,-1
270327016,2,away,,,,-1
270327013,2,away,,,,1
270328007,2,away,,,,2
270328012,2,away,,,,-1
270328024,2,home,,,,3
270328026,2,home,,,,1
270328027,2,home,,,,2
270328028,2,home,,,,-1
270328030,2,home,,,,1
270328002,2,home,,,,-2
270328006,2,home,,,,1
270328017,2,home,,,,2
270328018,2,home,,,,-1
270329004,2,home,,,,0
270329022,2,away,,,,1
270329009,2,home,,,,-3
270330016,2,away,,,,-1
270330020,2,home,,,,0
270330021,2,home,,,,0
270330024,2,home,,,,-1
270330027,2,away,,,,-1
270330030,2,home,,,,-2
270330006,2,home,,,,1
270330013,2,away,,,,1
270330023,2,away,,,,0
270330025,2,home,,,,0
270330008,2,home,,,,3
270330019,2,home,,,,-1
270331004,2,away,,,,1
270331003,2,home,,,,1
270331022,2,away,,,,0
270331017,2,home,,,,-1
270401009,2,home,,,,0
270401021,2,home,,,,-1
270401008,2,home,,,,0
270401001,2,away,,,,-3
270401015,2,away,,,,-1
270401010,2,away,,,,0
270401002,2,home,,,,-2
270401019,2,away,,,,1
270401025,2,away,,,,-1
270401028,2,home,,,,2
270401013,2,home,,,,0
270401011,2,home,,,,-1
270403011,2,away,,,,1
270403015,2,away,,,,-1
270403016,2,away,,,,-1
270403023,2,away,,,,-3
270403024,2,home,,,,3
270403029,2,away,,,,-3
270403030,2,home,,,,-2
270403013,2,away,,,,0
270403014,2,home,,,,0
270404003,2,home,,,,-1
270404015,2,home,,,,-2
270404019,2,away,,,,-3
270404022,2,home,,,,0
270404027,2,away,,,,1
270404008,2,away,,,,-1
270404010,2,away,,,,0
270404012,2,home,,,,-2
270404017,2,home,,,,0
270404018,2,away,,,,-1
270404007,2,home,,,,-1
270405005,2,away,,,,-1
270405024,2,home,,,,0
270406003,2,away,,,,-2
270406020,2,away,,,,-2
270406023,2,home,,,,0
270406029,2,away,,,,-1
270406030,2,away,,,,0
270406001,2,home,,,,-1
270406002,2,away,,,,-1
270406004,2,home,,,,-2
270406010,2,away,,,,0
270406018,2,away,,,,-1
270406025,2,away,,,,0
270406027,2,away,,,,0
270406007,2,home,,,,-3
270407011,2,home,,,,1
270407016,2,away,,,,-1
270407019,2,home,,,,-1
270407024,2,home,,,,1
270407026,2,away,,,,1
270407012,2,away,,,,0
270407015,2,away,,,,-1
270407017,2,home,,,,2
270407006,2,home,,,,2
270408013,2,away,,,,0
270408008,2,home,,,,1
270408014,2,away,,,,2
270408023,2,away,,,,-2
270408028,2,home,,,,-1
270408020,2,home,,,,1
270409007,2,home,,,,1
270409015,2,away,,,,-1
270409016,2,away,,,,-1
270409024,2,home,,,,3
270409025,2,away,,,,-2
270409006,2,home,,,,0
270409009,2,home,,,,-1
270409018,2,away,,,,0
270410001,2,home,,,,1
270410003,2,home,,,,-2
270410020,2,home,,,,-1
270410027,2,away,,,,-3
270410029,2,away,,,,0
270410030,2,home,,,,-1
270410004,2,home,,,,1
270411015,2,away,,,,-3
270411016,2,away,,,,-3
270411021,2,home,,,,0
270411022,2,away,,,,1
270411024,2,home,,,,3
270411026,2,away,,,,3
270411002,2,away,,,,-1
270411014,2,home,,,,1
270411008,2,home,,,,3
270412013,2,away,,,,1
270412005,2,home,,,,0
270413003,2,away,,,,1
270413016,2,away,,,,0
270413023,2,away,,,,-1
270413028,2,home,,,,-1
270413001,2,away,,,,-1
270413002,2,away,,,,1
270413004,2,home,,,,0
270413006,2,away,,,,0
270413012,2,home,,,,1
270413017,2,home,,,,2
270413021,2,home,,,,1
270413014,2,home,,,,-1
270414020,2,away,,,,0
270414022,2,home,,,,-1
270414026,2,away,,,,3
270414029,2,home,,,,-1
270414005,2,home,,,,1
270414010,2,home,,,,-3
270414015,2,away,,,,1
270415009,2,home,,,,0
270415012,2,away,,,,1
270415027,2,away,,,,-1
270415006,2,home,,,,1
270415011,2,away,,,,-3
270415008,2,away,,,,3
270415019,2,home,,,,1
270415028,2,home,,,,1
270415013,2,home,,,,1
270416007,2,home,,,,-1
270416015,2,home,,,,0
270416023,2,away,,,,-1
270416026,2,home,,,,-1
270416029,2,home,,,,-3
270416010,2,home,,,,-3
270416014,2,away,,,,2
270416018,2,away,,,,-3
270417001,2,home,,,,-3
270417020,2,away,,,,-1
270417021,2,away,,,,1
270417027,2,away,,,,1
270417008,2,home,,,,0
270417009,2,home,,,,2
270418005,2,home,,,,3
270418016,2,away,,,,0
270418019,2,home,,,,3
270418022,2,away,,,,0
270418023,2,away,,,,-1
270418024,2,away,,,,2
270418025,2,away,,,,-3
270418026,2,home,,,,1
270418028,2,away,,,,3
270418030,2,away,,,,1
270418002,2,away,,,,-3
270418012,2,away,,,,1
270418017,2,home,,,,1
270418011,2,away,,,,-2
270421028,3,away,,,,0
270421004,3,home,,,,0
270421008,3,home,,,,0
270421010,3,home,,,,0
270422021,3,home,,,,0
270422005,3,home,,,,0
270422024,3,away,,,,0
270422006,3,away,,,,0
270423008,3,home,,,,1
270423010,3,home,,,,1
270424004,3,home,,,,1
270424028,3,home,,,,-1
270424021,3,home,,,,1
270425024,3,home,,,,-1
270425005,3,home,,,,1
270425006,3,home,,,,-1
270426026,3,home,,,,-2
270426013,3,home,,,,-2
270426019,3,away,,,,-2
270427017,3,home,,,,0
270427009,3,home,,,,0
270427014,3,away,,,,-2
270428019,3,away,,,,-3
270428027,3,away,,,,-2
270428007,3,away,,,,0
270428026,3,home,,,,-1
270429013,3,away,,,,-1
270429014,3,away,,,,-3
270429009,3,home,,,,1
270429017,3,home,,,,1
270430010,3,home,,,,0
270430027,3,away,,,,-3
270430007,3,away,,,,-1
270501028,3,home,,,,-2
270501006,3,home,,,,-2
270502024,3,home,,,,2
270502021,3,home,,,,2
270503026,3,home,,,,-1
270503009,3,home,,,,1
270504017,3,home,,,,1
270505008,3,home,,,,0
270505010,3,away,,,,0
270506021,3,away,,,,0
270506005,3,home,,,,0
270507008,3,home,,,,1
270507026,3,home,,,,0
270508021,3,home,,,,-1
270508005,3,home,,,,1
270509026,3,home,,,,1
270510004,3,away,,,,-2
270511009,3,home,,,,-2
270512017,3,home,,,,-2
270512024,3,home,,,,0
270513004,3,home,,,,-3
270513009,3,away,,,,-1
270514017,3,away,,,,-1
270514024,3,away,,,,1
270515008,3,away,,,,2
270515026,3,home,,,,2
270516021,3,away,,,,0
270516005,3,away,,,,2
270517004,3,away,,,,-1
270518017,3,away,,,,-1
270518024,3,home,,,,1
270520024,3,home,,,,0
270521008,3,home,,,,0
270522024,3,home,,,,1
270524008,3,home,,,,1
270526026,3,home,,,,-2
270527005,3,home,,,,-2
270528026,3,away,,,,-1
270529005,3,home,,,,-1
270530024,3,home,,,,2
270531008,3,away,,,,0
270602005,3,home,,,,1
270607024,3,home,,,,0
270610024,3,home,,,,1
270612005,3,away,,,,-2
270614005,3,away,,,,-3
271006128,1,away,,,,0
271006028,1,home,,,,0
271007129,1,away,,,,0
271008019,1,away,,,,0
271008020,1,away,,,,0
271008008,1,home,,,,0
271009130,1,home,,,,0
271009003,1,home,,,,0
271009005,1,away,,,,0
271009007,1,home,,,,0
271009023,1,home,,,,0
271009006,1,home,,,,0
271009015,1,home,,,,0
271009013,1,away,,,,0
271010013,1,away,,,,-1
271010011,1,home,,,,0
271010019,1,home,,,,0
271010022,1,home,,,,0
271010026,1,away,,,,0
271010014,1,away,,,,0
271010016,1,away,,,,0
271011131,1,away,,,,0
271011132,1,home,,,,0
271011001,1,home,,,,0
271011005,1,home,,,,0
271011018,1,home,,,,0
271011023,1,away,,,,0
271011013,1,away,,,,-2
271011010,1,home,,,,0
271012013,1,away,,,,-3
271012007,1,home,,,,0
271012019,1,home,,,,0
271012020,1,away,,,,0
271012004,1,home,,,,0
271012005,1,away,,,,0
271012008,1,away,,,,0
271013011,1,home,,,,0
271013021,1,away,,,,0
271013027,1,home,,,,0
271013015,1,away,,,,1
271013030,1,home,,,,0
271013024,1,home,,,,0
271014001,1,away,,,,0
271014008,1,home,,,,0
271014009,1,away,,,,0
271014020,1,away,,,,0
271015003,1,away,,,,-1
271015021,1,home,,,,0
271015029,1,home,,,,0
271015030,1,home,,,,0
271015009,1,home,,,,0
271016001,1,home,,,,0
271016015,1,away,,,,0
271016023,1,away,,,,0
271016004,1,home,,,,0
271017008,1,home,,,,1
271017011,1,home,,,,0
271017026,1,home,,,,0
271017028,1,home,,,,0
271017002,1,home,,,,0
271017005,1,away,,,,0
271018136,1,away,,,,0
271018030,1,away,,,,-1
271018013,1,home,,,,0
271018026,1,away,,,,0
271018010,1,home,,,,0
271018012,1,away,,,,0
271018017,1,home,,,,0
271018024,1,home,,,,0
271019011,1,away,,,,0
271019022,1,home,,,,0
271019027,1,home,,,,0
271019028,1,home,,,,0
271019006,1,home,,,,0
271019014,1,away,,,,0
271020019,1,home,,,,1
271020012,1,home,,,,-1
271020025,1,away,,,,0
271020029,1,home,,,,0
271020002,1,away,,,,0
271020004,1,home,,,,0
271020013,1,home,,,,0
271020015,1,home,,,,0
271020024,1,home,,,,0
271021030,1,away,,,,0
271021023,1,home,,,,-1
271021006,1,home,,,,0
271021013,1,away,,,,0
271022001,1,home,,,,0
271022018,1,home,,,,-1
271023007,1,home,,,,1
271023013,1,away,,,,0
271023016,1,away,,,,1
271023025,1,away,,,,0
271023006,1,home,,,,-1
271023010,1,away,,,,0
271023014,1,away,,,,0
271023017,1,home,,,,0
271024003,1,away,,,,0
271024022,1,home,,,,0
271024029,1,home,,,,1
271024008,1,home,,,,0
271024012,1,home,,,,0
271024018,1,home,,,,1
271025019,1,home,,,,0
271025021,1,home,,,,0
271025028,1,home,,,,0
271025004,1,home,,,,-1
271025017,1,away,,,,1
271026013,1,home,,,,0
271026016,1,home,,,,-1
271026022,1,away,,,,-1
271026025,1,home,,,,0
271026028,1,home,,,,0
271026029,1,away,,,,-1
271026002,1,home,,,,0
271026003,1,home,,,,0
271026012,1,away,,,,1
271026018,1,away,,,,-1
271026024,1,home,,,,0
271030024,2,home,,,,0
271030009,2,away,,,,0
271030013,2,away,,,,0
271031003,2,home,,,,0
271031011,2,home,,,,0
271031019,2,home,,,,0
271031028,2,home,,,,0
271031029,2,away,,,,0
271031017,2,home,,,,0
271031005,2,away,,,,0
271031007,2,home,,,,0
271101026,2,away,,,,0
271101025,2,away,,,,0
271101014,2,away,,,,0
271102003,2,home,,,,0
271102011,2,home,,,,0
271102016,2,away,,,,0
271102019,2,away,,,,0
271102030,2,home,,,,0
271102001,2,home,,,,0
271102004,2,away,,,,0
271102005,2,home,,,,0
271102012,2,home,,,,0
271102017,2,away,,,,0
271102021,2,away,,,,0
271102024,2,home,,,,0
271102002,2,home,,,,0
271103020,2,away,,,,0
271103026,2,home,,,,1
271103027,2,away,,,,0
271103029,2,away,,,,0
271103006,2,home,,,,0
271103010,2,home,,,,0
271103015,2,home,,,,0
271104012,2,home,,,,0
271104028,2,away,,,,0
271104007,2,away,,,,0
271104014,2,away,,,,0
271104018,2,home,,,,0
271104021,2,home,,,,0
271104013,2,home,,,,0
271104008,2,home,,,,0
271105006,2,home,,,,0
271106015,2,home,,,,0
271106016,2,away,,,,0
271106023,2,home,,,,0
271106030,2,away,,,,0
271106004,2,away,,,,0
271106009,2,away,,,,0
271106010,2,home,,,,0
271106013,2,away,,,,0
271106017,2,home,,,,0
271106018,2,home,,,,0
271107001,2,home,,,,0
271107011,2,away,,,,0
271107020,2,home,,,,0
271107024,2,home,,,,0
271107025,2,away,,,,0
271107028,2,away,,,,0
271107002,2,home,,,,0
271107022,2,home,,,,-1
271107026,2,home,,,,0
271108004,2,home,,,,0
271108009,2,away,,,,0
271108017,2,home,,,,0
271109003,2,away,,,,0
271109020,2,away,,,,-1
271109022,2,home,,,,0
271109030,2,home,,,,0
