away_DREB,away_OREB,away_TO,home_DREB,home_OREB,home_TO,id
24,8,22,26,10,22,320101005
29,11,16,42,5,15,320101014
28,5,11,25,8,12,320101019
33,8,16,29,10,14,320101027
29,6,17,37,17,17,320101016
26,14,18,38,17,15,320101004
32,12,15,39,5,15,320101007
38,22,19,29,12,10,320101023
33,13,21,30,8,21,320101012
29,7,17,33,16,13,320102021
29,13,13,31,12,17,320102002
21,7,17,28,11,18,320102008
30,10,10,31,9,16,320102014
28,14,16,20,20,12,320102017
40,4,18,33,6,13,320102018
21,9,9,31,7,19,320102016
29,12,14,30,11,12,320102006
29,9,14,36,13,16,320102007
30,7,15,27,9,12,320102026
36,10,13,32,9,9,320103005
34,10,13,36,11,15,320103004
35,11,9,30,10,10,320103025
27,14,19,34,15,15,320103029
25,23,14,40,10,24,320103026
28,10,8,43,10,15,320103013
30,14,9,37,17,15,320104019
32,13,12,36,7,11,320104028
24,10,13,33,12,13,320104002
32,8,15,27,11,13,320104008
27,9,23,35,7,13,320104014
30,7,14,29,11,17,320104018
27,11,10,30,12,13,320104003
32,14,12,33,17,17,320104016
31,11,15,34,19,13,320104006
32,5,10,36,9,13,320104024
21,15,17,43,7,27,320104007
27,6,19,28,5,7,320104012
42,14,22,36,15,19,320105001
41,11,15,33,9,9,320105024
24,7,20,32,23,19,320105023
34,13,14,29,10,4,320105022
28,14,16,36,13,12,320106020
34,15,20,34,10,23,320106027
31,13,10,30,9,13,320106028
30,16,15,30,13,15,320106030
33,15,14,29,7,13,320106002
29,8,13,28,8,17,320106003
34,11,15,31,12,16,320106016
32,14,12,28,9,18,320106019
29,11,12,31,8,11,320106025
29,12,20,30,8,15,320106026
24,10,20,32,15,19,320106013
26,12,17,35,12,16,320106021
26,17,20,27,4,14,320107001
26,22,13,32,13,11,320107011
36,12,12,26,15,21,320107008
35,10,23,25,18,22,320107017
26,18,16,27,14,13,320107010
33,15,19,40,11,8,320107020
23,10,15,23,15,16,320107024
33,6,21,29,6,14,320107006
28,15,9,32,10,17,320107009
29,13,15,29,8,14,320107012
34,10,17,29,16,15,320108027
26,17,10,35,10,18,320108023
32,10,11,41,7,14,320108025
25,15,13,31,7,15,320108021
36,10,24,33,9,14,320108022
25,9,9,40,13,27,320108013
30,13,16,39,9,18,320109020
24,15,16,30,14,13,320109028
24,9,10,30,10,16,320109017
39,10,17,36,14,12,320109018
27,10,19,29,12,10,320109004
31,9,17,27,8,17,320109007
30,13,15,42,4,11,320110020
30,14,23,30,9,15,320110027
43,14,22,32,12,15,320110030
31,5,14,24,5,21,320110008
30,5,16,23,7,11,320110015
37,10,18,23,7,11,320110016
37,14,15,29,10,9,320110029
24,18,14,28,9,14,320110026
26,13,14,27,7,12,320110022
34,14,22,34,18,20,320110009
26,9,11,35,14,15,320110013
35,10,18,34,9,16,320111011
34,14,18,35,9,18,320111028
28,9,14,37,9,24,320111018
31,12,17,33,2,17,320111002
29,7,12,28,14,15,320111003
32,14,14,39,23,16,320111004
33,15,11,29,13,12,320111024
20,9,17,30,7,19,320111007
38,8,17,36,10,11,320111026
36,6,19,25,7,8,320111022
37,13,18,35,10,16,320111012
26,4,12,35,20,9,320112001
25,10,16,22,13,15,320112015
33,8,18,40,8,16,320112029
32,15,13,30,9,16,320112021
34,9,10,32,6,14,320112009
28,9,19,30,9,12,320113020
27,9,17,24,11,17,320113028
33,13,13,27,7,13,320113030
35,12,13,26,8,9,320113002
36,12,17,32,19,13,320113003
30,6,11,37,18,14,320113010
24,12,19,35,8,18,320113006
26,10,18,39,11,23,320113024
27,8,13,26,9,13,320113021
26,14,17,29,8,19,320113007
31,13,20,29,7,18,320113013
30,10,15,37,14,20,320114001
30,15,18,32,20,15,320114011
29,8,8,36,17,18,320114027
29,12,13,29,8,14,320114030
36,14,9,40,12,5,320114004
29,17,13,35,19,18,320114010
28,15,22,31,7,21,320114025
31,12,17,27,13,9,320114029
34,16,17,47,12,17,320114006
24,8,17,34,14,18,320114026
31,11,11,33,17,9,320114012
33,10,16,25,7,13,320115008
32,10,15,28,11,16,320115007
31,10,12,40,8,14,320115024
35,6,17,29,5,11,320116018
21,13,19,31,15,20,320116029
32,9,16,31,8,9,320116020
27,15,11,30,13,15,320116027
34,9,16,27,12,12,320116030
33,4,17,32,8,19,320116003
26,9,10,31,15,14,320116012
31,11,17,30,6,10,320116001
31,9,13,33,15,19,320116002
28,9,17,29,9,13,320116016
38,11,15,38,6,11,320116013
31,12,12,35,19,25,320117005
31,5,18,32,10,18,320117019
25,11,17,24,9,12,320117014
31,7,20,29,12,6,320117004
21,14,20,25,17,21,320117010
33,9,17,29,14,19,320117015
32,13,14,39,9,8,320117026
37,4,9,42,18,13,320118019
41,9,13,38,13,11,320118020
37,6,21,33,19,18,320118027
32,6,16,36,9,10,320118002
19,7,10,29,16,18,320118017
35,3,15,36,18,17,320118018
28,13,9,42,5,14,320118001
25,12,17,25,9,18,320118003
27,14,19,31,13,15,320118016
35,18,19,23,30,12,320118023
27,15,15,31,16,15,320118012
32,16,14,39,14,20,320119010
26,12,14,29,15,13,320119014
29,4,16,29,15,13,320119026
29,3,16,36,15,12,320120020
34,12,18,32,8,11,320120027
40,15,18,29,11,15,320120028
36,8,23,25,7,18,320120002
41,13,20,20,18,15,320120005
24,3,16,25,13,25,320120008
35,12,19,31,12,25,320120018
34,8,8,36,15,13,320120019
33,13,14,32,13,13,320120024
34,9,12,38,7,18,320120009
29,10,11,34,7,18,320120012
28,5,20,27,9,11,320121001
25,13,9,26,8,13,320121008
24,7,9,40,12,11,320121014
43,15,21,39,11,24,320121018
40,9,12,30,11,11,320121003
35,9,16,27,10,8,320121004
27,16,14,28,4,13,320121010
41,14,19,30,16,18,320121017
27,11,16,40,11,11,320121029
22,13,11,31,15,15,320121026
28,7,17,31,6,17,320122027
26,14,18,35,9,22,320122012
27,15,15,30,12,22,320122014
27,7,13,31,16,14,320122017
38,12,17,25,18,8,320122013
29,9,9,37,9,7,320123020
33,11,25,38,8,15,320123002
23,4,10,29,11,14,320123003
23,9,11,31,12,10,320123004
38,7,12,35,13,13,320123015
33,9,12,33,7,20,320123016
27,11,10,42,9,19,320123025
35,17,19,30,12,12,320123006
25,11,14,34,19,18,320123022
26,15,18,31,8,24,320123009
27,13,14,30,12,19,320124011
40,13,13,24,9,15,320124030
26,7,22,23,6,18,320124014
35,11,17,32,8,15,320124021
28,11,11,39,11,20,320124022
33,11,23,30,14,19,320125005
33,12,19,30,7,13,320125020
25,13,22,36,15,23,320125027
20,6,11,29,14,22,320125008
33,11,13,26,15,13,320125004
33,10,11,36,16,13,320125010
24,8,17,26,5,21,320125025
38,11,16,30,16,13,320125006
28,6,17,35,9,20,320125024
33,9,16,39,9,19,320125026
31,17,14,23,12,18,320125023
31,12,14,25,5,12,320125009
25,17,13,26,10,16,320125013
28,9,17,30,16,13,320126019
28,14,17,30,7,18,320126012
27,8,14,34,13,14,320127020
32,10,15,36,9,16,320127002
24,11,14,30,15,16,320127005
40,9,19,32,12,11,320127008
32,4,23,31,12,13,320127003
29,14,15,30,20,10,320127004
28,16,24,36,19,17,320127010
30,9,19,34,6,10,320127014
32,2,12,36,10,10,320127016
21,12,9,31,13,11,320127006
32,11,16,38,8,13,320127007
34,7,22,45,13,14,320127022
34,19,22,24,10,20,320127009
33,11,12,37,5,7,320128020
27,5,14,28,14,14,320128030
25,15,16,38,9,17,320128010
28,16,15,29,6,9,320128015
34,10,17,28,18,14,320128021
29,10,15,26,15,18,320128026
35,12,15,36,12,13,320129014
26,11,14,28,5,16,320129002
31,7,11,29,10,16,320129017
30,13,15,28,5,19,320129019
38,14,10,39,16,8,320129006
29,13,15,27,9,16,320129003
34,7,12,28,24,4,320129016
32,13,11,33,9,11,320129007
39,16,15,38,9,7,320130020
28,12,19,26,18,16,320130027
21,4,13,28,11,15,320130014
33,7,18,23,11,12,320130010
25,17,16,34,7,15,320130015
32,14,18,29,8,17,320130029
34,10,11,26,7,12,320130021
32,5,13,33,18,11,320130026
26,10,17,27,6,14,320130012
21,7,14,26,13,17,320131005
26,8,19,31,12,19,320131011
31,9,15,29,9,19,320131028
25,10,22,26,4,15,320131018
33,9,25,31,17,17,320131029
41,12,21,29,9,8,320131009
22,12,9,40,7,16,320131013
30,15,16,27,10,15,320201019
