away_DREB,away_OREB,away_TO,home_DREB,home_OREB,home_TO,id
23,14,16,35,10,14,260101014
33,14,12,26,16,12,260101022
29,7,9,30,10,10,260101013
26,17,21,25,16,14,260102003
27,5,18,27,7,14,260102007
24,15,14,30,10,14,260102011
31,8,15,33,8,19,260102004
40,7,17,44,19,22,260102018
30,6,15,28,5,18,260103001
38,14,10,36,11,9,260103023
19,9,18,27,12,18,260103026
32,11,12,22,15,9,260103027
27,7,12,30,7,11,260103029
26,14,7,39,13,15,260103006
27,8,12,22,10,10,260103008
33,13,17,30,10,10,260104003
24,17,20,31,11,20,260104007
35,13,14,34,9,17,260104015
22,18,15,28,11,11,260104016
43,14,18,38,4,8,260104021
17,4,16,26,8,12,260104028
22,17,5,40,5,24,260104002
32,8,17,30,12,14,260104004
22,8,13,37,20,12,260104024
33,8,14,30,8,13,260105009
27,10,10,31,12,15,260105005
28,7,18,28,16,14,260106003
34,14,17,25,12,12,260106007
22,17,12,31,10,17,260106023
30,10,20,28,10,12,260106024
29,9,15,31,14,12,260106028
32,16,17,37,13,12,260106029
28,10,17,27,8,16,260106002
22,10,18,33,10,20,260106013
30,9,8,26,11,13,260106015
29,17,21,25,11,15,260106017
20,10,12,33,16,19,260106018
26,15,6,34,20,8,260106008
33,14,14,40,4,14,260106021
22,14,17,28,9,19,260107001
20,13,13,38,9,20,260107019
29,15,17,29,3,16,260107021
36,12,19,24,13,11,260107027
17,10,17,27,6,20,260107004
33,6,11,34,15,9,260107005
32,4,20,27,19,14,260107006
35,21,14,21,20,7,260107008
26,15,8,27,9,11,260107012
22,19,12,26,14,14,260108018
28,13,6,33,10,11,260108028
42,7,13,29,6,12,260108022
37,14,16,29,8,18,260108023
30,7,19,26,10,16,260108010
23,20,13,25,10,14,260109020
33,10,19,26,8,19,260109027
28,13,13,24,14,9,260109002
23,9,10,31,9,15,260109004
38,8,12,43,10,11,260109013
28,8,15,23,14,15,260110001
28,7,11,27,12,14,260110003
39,11,13,28,14,12,260110005
29,12,17,34,12,17,260110007
28,6,19,24,9,15,260110015
29,9,19,27,10,12,260110029
31,7,18,32,16,9,260110012
27,8,14,38,4,20,260110024
29,8,17,35,17,15,260110030
27,11,16,28,9,10,260111011
27,7,14,35,11,10,260111016
25,7,16,19,7,17,260111020
26,7,10,30,12,10,260111022
27,14,18,21,10,13,260111025
19,12,24,30,22,19,260111027
29,8,16,30,6,17,260111028
43,5,15,30,7,8,260111009
37,6,11,34,19,14,260111010
27,10,13,26,28,15,260111018
39,16,8,44,4,13,260112021
40,16,11,28,4,6,260112024
22,7,14,21,10,11,260112013
39,9,20,37,9,17,260113003
32,9,11,28,9,17,260113011
24,10,7,36,7,11,260113016
24,16,9,24,6,7,260113022
30,6,17,40,9,18,260113029
20,17,16,26,14,17,260113018
33,14,15,20,12,8,260113025
33,15,23,27,11,13,260113030
45,11,26,41,14,20,260113020
29,9,13,34,11,23,260114001
30,14,11,25,7,5,260114021
32,18,16,27,9,14,260114026
31,9,16,33,15,14,260114004
27,12,25,28,8,13,260114006
21,7,15,30,10,12,260114008
36,14,18,28,15,10,260114009
30,12,10,32,8,13,260114010
23,13,13,36,17,18,260114012
34,8,17,31,16,17,260114015
29,7,13,27,9,15,260114024
24,9,15,29,8,11,260115028
23,9,9,29,14,13,260115022
26,16,10,33,7,13,260115023
28,19,18,34,11,20,260116012
28,9,10,37,9,15,260116004
26,14,17,35,12,17,260116009
29,13,13,26,8,9,260116018
23,17,15,34,21,10,260116027
38,10,21,30,9,18,260116030
18,10,20,23,14,14,260116001
29,10,18,29,5,13,260116008
29,5,14,30,7,10,260116017
31,4,9,30,13,11,260116029
26,5,18,28,14,11,260116006
27,17,7,31,9,10,260116013
32,10,13,44,11,17,260117023
22,10,15,29,15,12,260117026
33,15,13,24,19,8,260118001
27,12,12,30,14,10,260118003
33,14,14,32,16,12,260118007
20,9,14,30,13,22,260118011
25,9,10,32,9,14,260118019
32,15,7,36,6,12,260118020
24,4,18,23,11,16,260118022
29,16,8,28,15,5,260118002
28,16,23,28,11,18,260118004
28,10,15,19,10,14,260118010
26,9,9,35,16,14,260118012
30,9,14,29,5,14,260118024
38,13,15,33,8,11,260119023
26,14,8,27,8,20,260119018
33,13,17,22,14,13,260120001
26,18,17,33,12,9,260120007
28,7,7,40,7,15,260120016
35,8,14,40,7,17,260120020
25,9,12,32,13,15,260120027
28,10,11,35,11,17,260120002
40,13,15,35,10,8,260120004
36,19,20,35,10,14,260120009
31,13,14,25,8,14,260120012
30,8,8,30,11,9,260120025
37,11,16,26,14,12,260120030
31,7,14,30,7,15,260120014
30,8,13,38,6,14,260120021
37,12,18,39,14,14,260121019
32,6,18,27,8,13,260121026
22,14,15,38,13,24,260121015
26,8,15,26,13,19,260121018
37,14,11,30,5,15,260121011
26,7,15,35,14,15,260121017
33,13,14,33,7,12,260122016
32,7,14,35,9,17,260122024
24,3,15,35,14,18,260122012
31,10,13,28,12,12,260122027
30,7,9,30,11,11,260122008
26,17,14,29,8,6,260122014
35,10,19,27,13,15,260122021
30,15,13,33,18,17,260122022
23,4,16,33,18,16,260122013
27,9,18,27,8,14,260123001
28,9,11,33,9,13,260123007
36,12,13,31,9,14,260123015
33,10,12,43,7,12,260123026
33,12,18,34,10,16,260123002
30,7,9,33,18,13,260123009
37,13,18,40,10,11,260124005
33,14,14,25,8,16,260124016
29,15,9,33,11,11,260124019
28,6,17,35,13,12,260124020
22,8,17,36,11,17,260124014
24,10,13,37,8,14,260124024
29,13,13,28,11,14,260125001
35,15,7,34,8,10,260125003
22,15,14,26,13,18,260125022
29,13,8,26,11,14,260125026
33,7,14,28,9,11,260125028
25,15,15,28,11,17,260125002
31,10,22,27,8,14,260125008
34,16,9,32,15,12,260125009
