away_DREB,away_OREB,away_TO,home_DREB,home_OREB,home_TO,id
34,7,12,37,17,15,290102019
33,13,22,28,12,14,290102028
21,14,8,36,11,18,290102002
28,14,16,37,14,15,290102005
35,7,17,37,15,20,290102017
36,9,19,34,12,21,290102018
30,19,17,35,10,15,290102008
29,10,16,33,17,15,290102016
26,9,14,23,7,16,290102025
31,5,14,25,13,17,290102029
31,8,14,32,8,11,290102006
26,16,25,32,12,13,290102015
27,17,12,28,9,15,290102021
25,9,13,19,11,14,290102022
32,19,14,34,12,10,290102013
27,9,13,33,13,15,290103011
26,12,15,25,4,12,290103001
26,9,17,26,6,16,290103030
33,14,16,35,10,12,290103014
34,17,17,30,11,13,290103004
29,11,9,22,10,13,290103024
26,8,19,25,8,12,290103007
23,8,12,34,5,10,290104028
26,9,17,33,19,19,290104027
32,15,8,35,6,11,290104012
24,10,12,31,12,9,290104029
33,12,14,34,12,10,290104018
25,15,13,34,7,14,290104013
34,7,12,33,7,12,290105014
29,9,8,39,14,16,290105017
27,5,16,27,10,11,290105015
29,7,9,41,8,15,290105007
29,9,15,32,17,10,290105026
31,8,15,40,9,15,290106019
24,17,15,28,13,15,290106020
27,17,18,31,8,17,290106030
25,10,15,37,9,19,290106025
26,12,19,24,13,16,290106029
30,5,20,25,17,16,290106004
32,15,18,29,8,9,290106006
37,7,12,27,12,12,290106013
35,8,18,30,9,13,290107001
24,9,16,32,9,17,290107005
32,7,20,18,10,12,290107027
28,8,14,23,9,11,290107002
25,8,18,34,3,18,290107017
26,9,16,23,14,14,290107015
31,7,16,39,18,13,290107016
29,5,15,32,9,16,290107007
33,7,16,32,18,19,290107021
24,2,11,40,15,11,290107026
29,11,14,23,5,9,290107022
36,15,16,33,10,17,290107009
32,12,19,32,11,17,290108006
23,11,15,31,8,11,290108024
28,10,10,40,14,11,290109019
24,13,17,23,15,13,290109020
25,8,15,31,7,13,290109028
29,6,18,29,9,8,290109003
27,15,16,26,4,12,290109005
26,5,16,32,12,22,290109025
30,7,14,32,9,14,290109004
26,9,18,23,13,11,290109015
32,14,10,31,7,10,290109007
36,13,15,36,10,20,290109023
23,11,13,26,8,13,290109013
17,15,11,32,11,11,290109021
20,8,15,23,9,16,290110027
30,6,12,27,11,14,290110016
37,22,19,26,11,16,290110004
32,6,11,47,13,13,290110010
24,13,9,32,5,10,290110026
23,9,17,22,17,12,290110022
33,10,14,33,11,14,290111028
28,11,21,19,5,16,290111001
28,13,15,30,12,18,290111012
27,6,13,32,6,11,290111024
32,11,11,36,10,15,290111009
29,11,14,34,6,15,290111023
29,9,10,36,17,17,290111013
23,13,13,25,17,13,290112027
31,6,11,33,13,12,290112002
37,11,23,31,18,14,290112017
32,13,8,33,19,11,290112003
31,11,17,26,12,14,290112004
31,9,19,31,9,8,290112026
34,10,11,33,8,13,290113008
28,12,13,28,13,16,290113016
34,5,14,29,8,12,290113029
25,9,7,30,9,12,290113010
33,14,17,32,12,17,290113007
27,18,8,36,7,16,290113021
34,5,14,23,9,12,290113023
37,11,9,40,10,10,290114011
25,15,19,23,10,9,290114020
29,12,13,26,5,10,290114028
21,11,20,35,10,17,290114002
17,12,14,14,19,11,290114018
21,13,13,23,16,11,290114015
19,7,9,39,9,19,290114025
26,9,7,32,6,14,290114006
24,8,11,24,7,12,290114024
45,20,16,39,21,11,290114009
29,6,9,34,12,18,290114012
33,12,8,28,6,10,290115017
36,8,16,33,10,14,290115004
36,11,23,33,15,17,290115007
37,12,20,33,5,10,290116011
26,14,13,39,12,14,290116020
34,15,16,32,10,13,290116027
31,9,13,34,8,9,290116005
30,5,11,38,14,14,290116025
26,7,16,22,13,17,290116029
31,19,9,34,9,14,290116021
22,14,11,26,8,20,290116023
27,12,10,37,10,13,290116009
39,15,16,28,12,11,290116013
32,5,19,26,10,16,290117017
32,11,11,40,12,12,290117030
29,8,6,28,17,7,290117008
30,13,13,28,8,20,290117018
35,10,9,35,9,12,290117004
23,11,8,36,7,18,290117010
24,6,15,27,15,14,290117006
34,7,11,31,16,17,290117007
19,11,11,35,13,18,290117012
24,12,13,22,13,15,290118028
27,6,12,32,7,18,290118025
40,18,17,34,7,11,290119018
33,6,16,31,15,16,290119020
37,12,14,34,6,13,290119001
31,11,20,25,10,12,290119010
29,10,8,32,14,9,290119030
30,10,13,30,5,15,290119003
