away_DREB,away_OREB,away_TO,home_DREB,home_OREB,home_TO,id
37,13,11,34,9,12,400899364
37,7,12,34,16,11,400899393
23,10,20,30,4,22,400899398
30,10,19,34,8,13,400899403
31,14,14,24,10,13,400899405
27,23,7,45,8,14,400899409
29,12,10,39,8,12,400899432
28,13,17,30,6,18,400899437
38,10,10,30,16,14,400899442
43,19,16,26,10,7,400899445
33,10,18,28,10,15,400899448
35,6,15,42,7,15,400900301
25,9,16,38,4,18,400900302
28,12,12,36,9,14,400900303
32,9,10,38,12,15,400900304
40,11,17,30,15,11,400900305
33,13,9,39,8,9,400900306
28,5,14,32,11,12,400900308
31,7,23,22,3,10,400900307
32,7,10,37,8,8,400900309
33,9,12,40,5,13,400900310
36,11,19,36,9,17,400900311
42,11,11,40,8,16,400900312
40,6,18,28,6,14,400900313
34,10,7,30,6,19,400900314
33,3,11,33,9,6,400900315
25,8,15,33,15,10,400900316
26,11,14,31,14,19,400900317
30,13,5,34,11,13,400900318
29,17,13,33,10,14,400900319
39,16,14,32,17,12,400900320
23,8,13,31,6,12,400900321
35,9,15,33,11,14,400900322
24,11,8,35,12,15,400900323
40,14,12,40,10,11,400900324
30,13,14,28,10,12,400900325
35,12,13,32,5,12,400900326
36,13,15,32,5,8,400900327
31,13,13,38,11,25,400900328
32,9,12,28,14,12,400900329
33,12,9,31,11,13,400900330
30,8,7,41,11,17,400900331
30,13,14,33,14,19,400900332
30,7,10,38,10,6,400900333
34,7,16,29,8,15,400900334
35,6,15,37,13,10,400900336
36,7,11,35,9,9,400900337
29,11,15,33,7,17,400900338
34,13,20,34,12,19,400900339
30,7,11,39,8,13,400900340
24,12,11,27,12,17,400900341
33,11,11,35,6,14,400900342
35,9,11,40,9,19,400900343
35,9,16,33,15,9,400900344
35,5,22,36,11,15,400900345
33,6,12,33,13,12,400900346
33,10,15,34,12,8,400900347
34,8,11,32,8,14,400900348
35,10,16,21,10,8,400900349
26,10,16,36,14,12,400900350
34,11,10,37,9,5,400900351
37,5,13,37,6,12,400900352
35,8,11,29,10,16,400900353
36,9,12,34,12,17,400900354
34,8,9,34,11,7,400900355
40,7,14,28,6,9,400900356
28,13,15,33,15,11,400900357
32,12,16,39,16,19,400900358
28,14,9,36,18,19,400900359
23,8,10,37,6,7,400900360
43,11,17,38,11,18,400900361
28,8,18,29,5,20,400900362
31,12,12,32,14,11,400900363
30,16,11,37,8,21,400900364
25,9,18,39,11,18,400900365
31,4,12,40,7,15,400900366
40,12,9,32,8,10,400900367
29,7,12,31,12,12,400900368
34,7,16,33,8,13,400900369
36,8,18,37,14,7,400900370
38,9,10,39,11,9,400900371
43,9,9,38,14,5,400900372
27,11,12,29,11,9,400900373
32,16,12,32,3,12,400900374
29,20,15,39,7,18,400900375
40,6,18,28,13,13,400900376
35,5,11,38,10,13,400900377
37,9,11,36,7,14,400900378
35,9,9,31,10,12,400900379
28,12,17,39,12,21,400900380
32,11,9,42,13,12,400900381
35,19,8,35,11,9,400900382
40,9,14,35,6,9,400900383
34,4,15,32,20,6,400900384
30,4,16,33,7,15,400900385
38,12,10,33,11,6,400900386
27,7,7,46,9,12,400900387
24,8,16,26,11,12,400900388
30,6,16,37,7,21,400900389
30,8,15,38,8,15,400900390
25,3,6,34,8,7,400900391
35,9,12,39,2,15,400900392
30,16,16,36,6,15,400900393
29,16,8,38,3,9,400900394
31,13,13,28,4,18,400900395
39,14,16,41,11,14,400900396
40,8,16,45,4,5,400900397
39,13,21,30,13,18,400900398
35,5,10,37,5,12,400900399
27,3,10,39,3,14,400900400
27,15,8,32,5,10,400900401
30,8,13,33,12,15,400900402
37,6,15,31,8,7,400900403
38,14,11,31,14,5,400900404
29,9,22,37,13,19,400900405
31,8,11,31,10,14,400900406
40,8,18,31,16,13,400900407
32,4,11,36,6,15,400900408
37,10,16,41,11,10,400900409
37,10,18,26,6,14,400900410
38,13,13,29,5,7,400900411
32,16,11,30,8,17,400900412
30,4,9,37,11,10,400900413
33,16,19,40,7,12,400900414
29,5,12,46,9,16,400900415
38,15,18,27,13,10,400900416
43,8,12,35,6,10,400900417
45,8,12,37,12,12,400900418
36,10,12,45,9,13,400900419
19,9,11,30,10,15,400900420
35,8,12,37,12,16,400900421
33,10,14,29,11,14,400900422
26,9,12,36,13,14,400900423
41,13,20,23,12,13,400900424
36,8,12,35,6,7,400900425
36,4,12,47,7,14,400900426
32,17,14,32,7,10,400900427
33,9,15,28,7,10,400900428
38,10,14,32,13,13,400900429
23,12,11,38,6,12,400900430
31,2,10,32,9,15,400900431
33,8,17,35,8,15,400900432
36,11,4,51,12,12,400900433
27,8,15,34,9,16,400900434
24,9,13,37,14,16,400900435
30,13,11,26,13,9,400900436
31,9,11,30,15,6,400900437
34,10,10,30,10,5,400900438
33,12,15,28,5,7,400900439
40,13,16,41,14,18,400900440
36,13,10,33,10,7,400900441
31,8,18,34,19,13,400900442
40,8,19,29,6,12,400900443
37,9,16,28,12,11,400900444
34,14,12,34,9,9,400900445
30,9,14,34,16,16,400900446
41,10,6,35,11,10,400900447
31,10,24,32,17,14,400900448
37,4,15,39,12,12,400900449
42,4,16,26,13,11,400900450
24,9,15,27,12,23,400900451
36,13,13,36,13,14,400900452
35,13,15,27,14,8,400900453
31,12,10,30,13,14,400900454
27,18,13,33,10,16,400900455
28,16,15,29,7,11,400900456
19,6,9,36,18,16,400900457
33,11,16,37,17,19,400900458
31,7,10,34,10,6,400900459
31,7,10,29,8,12,400900460
27,9,11,28,20,8,400900461
35,15,19,44,17,17,400900462
40,11,17,26,10,16,400900463
36,9,17,30,4,9,400900464
32,10,13,29,6,6,400900465
31,9,11,40,10,13,400900466
32,6,14,35,11,10,400900467
35,3,12,28,14,9,400900468
38,12,8,41,6,10,400900469
34,11,13,28,11,12,400900470
39,10,13,38,12,15,400900471
35,11,18,24,15,14,400900472
36,13,17,26,9,8,400900473
30,6,10,44,15,18,400900474
25,12,13,33,9,20,400900475
31,6,19,31,13,12,400900476
31,12,14,36,11,10,400900477
29,11,11,21,11,13,400900478
32,12,14,28,12,12,400900479
33,12,16,34,16,14,400900480
21,6,7,31,4,14,400900481
31,8,12,33,8,7,400900482
38,12,17,32,26,20,400900483
40,6,12,39,6,9,400900484
39,10,14,25,9,9,400900485
26,15,16,34,2,19,400900486
40,8,14,39,12,9,400900487
24,16,15,27,8,16,400900488
24,13,13,30,7,18,400900489
50,10,9,41,7,9,400900490
49,12,13,41,1,10,400900491
25,8,11,34,9,15,400900492
30,12,18,33,4,12,400900493
31,9,16,42,10,12,400900494
37,11,17,31,8,14,400900495
26,19,7,28,8,11,400900496
32,5,9,38,11,10,400900497
39,3,14,26,5,2,400900498
24,11,15,25,12,14,400900499
41,12,16,37,13,13,400900500
34,14,15,42,9,19,400900501
33,11,12,35,16,12,400900502
36,8,16,28,10,14,400900503
34,13,11,32,16,9,400900504
28,13,12,32,11,18,400900505
32,15,17,27,13,14,400900506
46,11,11,42,11,14,400900507
28,7,14,27,15,16,400900508
27,11,8,31,13,13,400900509
32,8,10,35,17,14,400900510
31,12,12,34,9,8,400900511
30,8,5,33,10,6,400900512
25,9,15,26,16,15,400900513
29,14,10,33,8,10,400900514
36,7,11,30,2,13,400900515
38,8,12,42,11,16,400900516
35,9,15,36,15,12,400900517
28,14,16,26,14,10,400900518
32,7,14,30,13,14,400900519
29,13,18,30,11,12,400900520
30,12,13,37,16,14,400900521
39,10,13,33,10,6,400900522
35,7,17,36,13,8,400900523
37,11,9,40,5,11,400900524
41,13,12,39,9,12,400900525
32,6,8,39,8,13,400900526
38,14,21,34,10,12,400900527
31,8,14,30,11,13,400900528
28,13,13,33,13,18,400900530
31,14,14,35,7,10,400900529
30,19,13,30,13,10,400900531
