away_DREB,away_OREB,away_TO,home_DREB,home_OREB,home_TO,id
12,14,9,12,6,13,280102005
7,8,17,19,9,17,280102011
9,10,4,15,9,9,280102016
9,9,13,9,15,11,280102019
15,18,16,7,8,11,280102026
11,6,13,8,7,15,280102027
17,3,10,9,11,13,280102030
13,9,13,7,13,13,280102002
11,4,10,11,8,12,280102006
7,6,10,2,10,8,280102012
11,12,20,5,6,16,280102014
11,10,18,10,6,21,280102018
14,7,11,18,15,12,280103004
5,14,10,10,11,14,280103007
18,11,12,10,10,11,280103021
7,5,18,14,15,17,280104011
9,8,12,14,10,14,280104016
12,5,21,8,7,15,280104019
7,7,7,9,6,4,280104028
9,8,11,7,8,14,280104002
9,11,22,19,10,9,280104005
14,10,13,9,9,13,280104009
15,7,13,6,3,21,280104013
7,2,15,14,6,17,280104015
7,4,21,10,12,12,280104017
9,5,16,13,6,6,280104024
5,10,15,5,12,13,280104006
10,13,17,14,8,22,280105001
15,6,8,8,11,14,280105021
9,8,18,10,4,16,280105022
8,7,19,18,11,16,280105004
15,8,13,10,11,8,280105008
16,9,19,7,8,14,280105010
15,8,11,8,5,12,280106012
16,8,22,10,6,11,280106027
20,12,15,5,5,8,280106028
15,8,10,6,8,16,280106016
12,8,13,10,11,15,280106029
20,9,17,15,6,15,280106007
14,6,9,9,10,20,280106030
13,6,22,5,6,19,280106013
23,11,11,12,5,10,280107021
14,7,14,10,8,11,280107009
8,7,23,10,8,12,280108005
9,11,18,16,8,13,280108016
9,7,17,18,7,17,280108020
12,7,19,12,7,17,280108023
7,6,26,6,10,19,280108026
13,7,22,8,7,15,280108027
8,7,14,18,6,20,280108029
7,11,10,8,6,13,280108030
10,9,13,19,6,8,280108004
20,9,18,14,6,18,280109001
8,6,11,16,10,13,280109003
12,10,15,7,10,14,280109015
17,8,14,10,12,14,280109021
14,5,15,12,7,16,280109022
17,9,15,6,6,13,280109028
9,4,13,10,7,17,280109002
7,7,14,6,7,13,280109012
15,8,17,10,8,17,280109017
10,6,11,13,10,16,280109018
14,8,10,7,5,13,280109006
4,14,19,14,2,12,280110023
7,6,10,7,7,15,280110024
10,7,11,17,15,11,280110026
5,8,14,6,4,11,280111003
8,7,14,11,10,10,280111007
17,9,15,19,12,15,280111020
16,6,8,14,8,11,280111001
14,4,17,15,7,23,280111005
11,14,17,10,6,15,280111009
7,7,12,13,4,13,280111010
9,10,14,17,9,14,280111013
5,6,15,19,12,15,280111017
11,8,12,6,7,15,280111018
15,4,11,9,10,13,280111025
7,8,9,9,11,10,280112021
10,5,17,8,3,23,280112023
13,9,11,6,9,14,280112026
17,9,12,13,12,18,280112030
11,6,10,4,8,11,280112012
10,5,21,12,11,17,280112024
7,6,21,20,9,20,280112027
16,7,10,7,14,8,280113028
11,8,12,8,13,16,280113010
14,11,10,17,7,17,280113001
4,9,23,16,12,15,280113009
16,9,14,10,11,11,280113013
12,10,12,7,13,7,280113018
10,8,19,12,9,10,280114023
9,14,9,14,8,13,280114025
7,10,21,7,11,18,280114026
17,7,12,12,7,13,280114030
9,10,15,11,11,15,280114002
9,7,14,15,6,9,280114017
9,9,10,13,6,11,280114024
20,14,17,8,11,13,280115001
6,11,12,16,12,20,280115016
12,6,14,10,10,15,280115019
13,12,15,7,10,16,280115029
12,5,16,6,3,12,280115008
12,13,9,13,12,18,280115010
8,7,15,11,5,20,280115012
15,15,9,12,7,11,280115018
8,3,15,13,5,13,280116003
10,11,11,13,6,24,280116011
10,4,9,12,8,17,280116014
10,16,14,18,6,10,280116015
6,5,20,12,9,15,280116028
14,10,19,13,9,11,280116030
6,10,21,13,11,10,280116002
11,9,16,19,9,16,280116017
12,12,18,16,11,12,280117007
15,4,14,11,9,15,280117024
9,4,24,23,10,22,280117013
13,5,11,6,6,10,280118003
11,9,15,12,8,11,280118014
15,7,10,3,6,7,280118021
6,7,15,12,4,10,280118026
10,4,14,8,9,19,280118027
9,8,13,4,10,11,280118028
15,9,13,15,8,14,280118029
18,17,23,10,4,16,280118002
5,6,12,17,7,11,280118008
15,8,14,12,16,18,280118004
9,5,18,17,11,16,280119007
6,8,22,13,9,16,280119011
