id,season_type,two_way_winner,handicap_winner,over_under_result,home_line_margin,over_under,away_total,away_total_lastN,away_away,away_away_lastN,home_total,home_total_lastN,home_home,home_home_lastN
400578774,2,home,away,,-10.0,,-6.2601559069,-4.6313559322,-3.625,-4.94047619048,3.66654135338,6.16666666667,2.67070707071,3.11111111111
400578775,2,away,home,,5.0,,-3.84982517482,-4.83797693677,-7.23968253969,-6.81111111111,-6.73405797102,-12.619047619,-4.78921568627,-4.53921568627
400578776,2,away,away,,2.0,,-5.87773892774,-4.41666666667,-3.06410256411,-4.91666666667,-3.54718614718,-4.59523809524,-3.28650793651,-3.2380952381
400578777,2,away,away,,-0.0,,2.58415032679,7.63492063492,2.31428571429,2.90476190476,-1.94257703082,1.0,-10.9047619048,-10.0714285714
400578778,2,away,away,,6.0,,2.83574561403,5.37671232877,0.870707070704,0.443486590038,-4.17777777778,-6.34523809524,-11.1164141414,-40.3333333333
400578779,2,away,away,,3.0,,0.981727044881,0.666666666667,1.86944444445,8.5,-2.93890977444,-6.10714285714,-3.06666666666,-2.99523809524
400578780,2,home,home,,-0.0,,6.01803751803,3.58333333333,5.70158730159,4.02380952381,-0.512238930654,-4.65476190476,2.42903828198,2.79411764706
400578781,2,home,home,,-6.5,,2.45868983957,1.19007263923,2.73333333333,2.56666666667,2.56830713146,2.57142857143,0.375000000001,1.0
400578782,2,away,away,,-2.0,,-2.30720390721,-0.956621004566,-6.39047619049,-7.25,2.36874236874,8.52777777778,-1.72023809522,-0.678571428571
400578783,2,home,home,,-14.5,,-1.3419209255,-1.2619047619,-1.52344877345,-3.54365079365,1.26746031746,0.928571428571,-7.50000000001,-5.90000000001
400578784,2,away,away,,3.5,,6.03968253968,4.33333333333,5.15000000001,5.5,0.610714285722,-1.78611783697,-0.246153846151,2.27777777778
400578785,2,home,home,,-5.5,,2.16362745098,1.10673930589,4.52380952381,10.3601532567,-1.72392448513,-1.52421307506,6.84577922078,7.30158730159
400578786,2,away,home,,4.0,,-1.18012820513,-1.7619047619,3.68237547893,3.63793103448,6.59167526657,6.52777777778,0.690476190475,1.52380952381
400578787,2,away,away,,-3.0,,-5.32496392496,-6.2619047619,-0.283497536942,-0.457307060755,-3.67591036415,-1.16666666667,-8.71428571429,-6.7380952381
400578788,2,home,away,,-11.0,,-3.36256038648,-4.44047619048,-6.83642793989,-8.77873563218,1.63646616541,2.59523809524,2.85252525253,3.42857142857
400578789,2,home,home,,-9.0,,-10.0067099567,-4.5,0.533333333332,0.29523809524,1.35137085137,-1.41666666667,-0.882034632031,1.0
400578790,2,away,away,,2.0,,2.97717391305,0.297215496368,4.9380952381,0.678571428571,-5.82059643256,-8.19047619048,-6.38333333333,-8.33333333333
400578791,2,home,home,,-5.0,,1.89618983956,0.95197740113,1.55555555556,1.7380952381,1.47226107226,2.07142857143,5.0025974026,5.0119047619
400578792,2,home,home,,1.0,,-0.0589160839179,-0.666666666667,4.54601184256,4.56650246305,-4.33970136144,-3.3813559322,-0.162626262623,0.111111111111
400578793,2,away,away,,-5.5,,4.06349206349,3.0,8.81666666667,8.92857142857,4.28591527127,8.35673930589,5.6373015873,6.44444444444
400578794,2,home,home,,-18.0,,-2.75712560386,-2.35714285714,-2.95202020202,-4.97222222222,5.7603896104,4.56678496799,5.19898989899,5.11111111111
400578795,2,away,away,,5.5,,3.81527777777,6.16666666667,0.0929292929261,0.276819923372,-4.21218708828,-2.25,-0.530158730163,-0.222222222222
400578796,2,home,home,,-3.5,,-3.51346153846,-4.59604519774,-6.76695526696,-6.47318007663,1.45414083798,1.21388216303,-4.84271284271,-4.7619047619
400578797,2,home,home,,-3.0,,2.4250594177,7.87301587302,2.0,2.4880952381,-2.79458874459,-3.16666666667,-3.24444444444,-3.0
400578798,2,away,away,,6.0,,2.72985347985,8.52777777778,9.48333333335,13.8452380952,-5.52819548872,-6.85714285714,-4.66666666667,-4.09523809524
