id,season_type,two_way_winner,handicap_winner,over_under_result,home_line_margin,over_under,away_total,away_total_lastN,away_away,away_away_lastN,home_total,home_total_lastN,home_home,home_home_lastN
320101005,2,home,,,,,-1.12328767123,-1.12328767123,0.95,0.95,-1.00464360344,-1.00464360344,-1.0,-1.0
320101014,2,home,,,,,0.376712328768,0.376712328768,0.0,0.0,9.3483992467,9.3483992467,0.025,0.025
320101019,2,home,,,,,-7.5518590998,-7.5518590998,-6.25,-6.25,2.0,2.0,5.85714285714,5.85714285714
320101027,2,away,,,,,-1.12793127467,-1.12793127467,-3.0,-3.0,-2.12328767123,-2.12328767123,-1.0,-1.0
320101016,2,home,,,,,-1.12328767123,-1.12328767123,-0.025,-0.025,-8.67514677104,-8.67514677104,-1.20588235294,-1.20588235294
320101004,2,home,,,,,-0.123287671233,-0.123287671233,-1.0,-1.0,-5.42857142857,-5.42857142857,0.0,0.0
320101007,2,home,,,,,2.0,2.0,-1.0,-1.0,-0.88599953564,-0.88599953564,0.025,0.025
320101023,2,home,,,,,-7.30992736077,-7.30992736077,1.0,1.0,-3.00464360344,-3.00464360344,-40.0,-40.0
320101012,2,home,,,,,17.2222222222,17.2222222222,0.0,0.0,0.376712328768,0.376712328768,-0.499999999999,-0.499999999999
320102021,2,home,,,,,13.2222222222,13.2222222222,0.0,0.0,-1.44074798869,-1.44074798869,-41.0,-41.0
320102002,2,home,,,,,-5.12328767123,-5.12328767123,-1.025,-1.025,-1.00928720687,-1.00928720687,0.025,0.025
320102008,2,home,,,,,2.5,2.5,0.0,0.0,-9.74603174603,-9.74603174603,3.85714285714,3.85714285714
320102014,2,away,,,,,6.7297551789,6.7297551789,0.975,0.975,9.8483992467,9.8483992467,1.025,1.025
320102017,2,away,,,,,1.68253968254,1.68253968254,-6.25,-6.25,-3.12328767124,-3.12328767124,-1.0,-1.0
320102018,2,away,,,,,-7.88519243314,-7.88519243314,-6.275,-6.275,-1.5,-1.5,1.0,1.0
320102016,2,home,,,,,1.18253968254,1.18253968254,-1.0,-1.0,-8.3418134377,-8.3418134377,-1.18088235294,-1.18088235294
320102006,2,home,,,,,2.73728813559,2.73728813559,2.0,2.0,-9.5518590998,-9.5518590998,2.85714285714,2.85714285714
320102007,2,home,,,,,-0.762711864407,-0.762711864407,-1.0,-1.0,0.61400046436,0.61400046436,0.05,0.05
320102026,2,home,,,,,-10.3099273608,-10.3099273608,-1.0,-1.0,-8.0518590998,-8.0518590998,1.0,1.0
320103005,2,home,,,,,0.253424657535,0.253424657535,-0.025,-0.025,-0.671310270103,-0.671310270103,-0.500000000001,-0.500000000001
320103004,2,home,,,,,14.84086629,14.84086629,40.975,40.975,-4.92857142857,-4.92857142857,0.025,0.025
320103025,2,away,,,,,15.2222222222,15.2222222222,-7.25,-7.25,-2.26271186441,-2.26271186441,6.85714285714,6.85714285714
320103029,2,home,,,,,-1.00464360344,-1.00464360344,-0.025,-0.025,-0.456621004566,-0.456621004566,-0.180882352941,-0.180882352941
320103026,2,home,,,,,-1.42937853107,-1.42937853107,-1.025,-1.025,-7.0518590998,-7.0518590998,2.0,2.0
320103013,2,home,,,,,-0.634920634921,-0.634920634921,-8.25,-8.25,2.0,2.0,1.025,1.025
320104019,2,home,,,,,-6.62328767123,-6.62328767123,-1.05,-1.05,0.499999999999,0.499999999999,6.85714285714,6.85714285714
320104028,2,home,,,,,-0.33797693677,-0.33797693677,0.975,0.975,-6.88519243314,-6.88519243314,-1.0,-1.0
320104002,2,home,,,,,-4.45662100457,-4.45662100457,-6.3,-6.3,0.109356860924,0.109356860924,0.05,0.05
320104008,2,away,,,,,-1.92857142857,-1.92857142857,34.75,34.75,-5.74603174603,-5.74603174603,4.85714285714,4.85714285714
320104014,2,home,,,,,1.93253968254,1.93253968254,-6.11206896552,-6.11206896552,8.51506591337,8.51506591337,0.025,0.025
320104018,2,away,,,,,-0.746575342465,-0.746575342465,-1.025,-1.025,-4.5,-4.5,-1.0,-1.0
320104003,2,away,,,,,-7.30992736077,-7.30992736077,0.137931034486,0.137931034486,-13.3099273608,-13.3099273608,-0.975,-0.975
320104016,2,away,,,,,0.2100456621,0.2100456621,-2.0,-2.0,-5.3418134377,-5.3418134377,-1.15588235294,-1.15588235294
320104006,2,home,,,,,-0.440747988693,-0.440747988693,39.975,39.975,-0.440747988693,-0.440747988693,7.71428571429,7.71428571429
320104024,2,home,,,,,10.2222222222,10.2222222222,-7.25,-7.25,-1.81746031746,-1.81746031746,5.88214285714,5.88214285714
320104007,2,home,,,,,-4.12328767123,-4.12328767123,-1.025,-1.025,2.49535639657,2.49535639657,0.075,0.075
320104012,2,home,,,,,-1.63492063492,-1.63492063492,-8.58333333333,-8.58333333333,8.48782343988,8.48782343988,0.500000000001,0.500000000001
320105001,2,away,,,,,12.3964218456,12.3964218456,41.1379310345,41.1379310345,6.4797551789,6.4797551789,2.0,2.0
320105024,2,home,,,,,1.22591867797,1.22591867797,-7.275,-7.275,-2.15079365079,-2.15079365079,5.90714285714,5.90714285714
320105023,2,home,,,,,-2.92937853107,-2.92937853107,-1.05,-1.05,-4.5,-4.5,-35.1428571429,-35.1428571429
320105022,2,home,,,,,4.0,4.0,-1.025,-1.025,20.2222222222,20.2222222222,6.85714285714,6.85714285714
320106020,2,home,,,,,-4.94603174603,-4.94603174603,-2.0,-2.0,-6.64326069411,-6.64326069411,0.0,0.0
320106027,2,away,,,,,-9.5,-9.5,-1.0,-1.0,-6.12328767123,-6.12328767123,-41.0,-41.0
320106028,2,away,,,,,-4.45662100457,-4.45662100457,-6.325,-6.325,-6.38519243314,-6.38519243314,0.0,0.0
320106030,2,away,,,,,6.19444444444,6.19444444444,40.95,40.95,-1.0799086758,-1.0799086758,-39.2058823529,-39.2058823529
320106002,2,away,,,,,0.732539682539,0.732539682539,-6.61206896552,-6.61206896552,0.432644532157,0.432644532157,0.383333333333,0.383333333333
320106003,2,away,,,,,2.87671232877,2.87671232877,-0.387068965516,-0.387068965516,-15.3099273608,-15.3099273608,-1.975,-1.975
320106016,2,away,,,,,-0.83797693677,-0.83797693677,-6.275,-6.275,-6.71852576647,-6.71852576647,-41.1558823529,-41.1558823529
320106019,2,away,,,,,7.16666666667,7.16666666667,36.75,36.75,-0.381355932204,-0.381355932204,6.88214285714,6.88214285714
320106025,2,home,,,,,5.79365079365,5.79365079365,-9.58333333333,-9.58333333333,-3.59604519774,-3.59604519774,-33.1428571429,-33.1428571429
320106026,2,home,,,,,1.87671232877,1.87671232877,-1.0,-1.0,2.37671232877,2.37671232877,2.025,2.025
320106013,2,home,,,,,10.5555555556,10.5555555556,-7.275,-7.275,2.75,2.75,1.05,1.05
320106021,2,home,,,,,20.5555555555,20.5555555555,32.75,32.75,-1.4407479887,-1.4407479887,-40.0,-40.0
320107001,2,home,,,,,8.66666666667,8.66666666667,75.75,75.75,6.19444444444,6.19444444444,1.79411764706,1.79411764706
320107011,2,home,,,,,-1.70662100456,-1.70662100456,-0.025,-0.025,-6.04523809524,-6.04523809524,5.85714285714,5.85714285714
320107008,2,away,,,,,-8.38135593221,-8.38135593221,-0.862068965517,-0.862068965517,2.81587301587,2.81587301587,4.52380952381,4.52380952381
320107017,2,away,,,,,6.28531073447,6.28531073447,81.1379310345,81.1379310345,-2.45662100457,-2.45662100457,-2.0,-2.0
320107010,2,away,,,,,-3.21468926554,-3.21468926554,-3.00026670175e-12,-3.00026670175e-12,-2.71746031746,-2.71746031746,5.85714285714,5.85714285714
320107020,2,home,,,,,-12.2619047619,-12.2619047619,33.725,33.725,-5.14326069411,-5.14326069411,0.025,0.025
320107024,2,home,,,,,3.5,3.5,0.112931034483,0.112931034483,-9.51190476191,-9.51190476191,5.93214285714,5.93214285714
320107006,2,home,,,,,-15.8285714286,-15.8285714286,-1.025,-1.025,0.849206349207,0.849206349207,8.71428571429,8.71428571429
320107009,2,away,,,,,3.5,3.5,-8.275,-8.275,1.44444444444,1.44444444444,2.85714285714,2.85714285714
320107012,2,home,,,,,-4.42937853108,-4.42937853108,-2.05,-2.05,9.15449010655,9.15449010655,0.525000000001,0.525000000001
320108027,2,away,,,,,0.7100456621,0.7100456621,-1.0,-1.0,-8.0,-8.0,-43.0,-43.0
320108023,2,away,,,,,-1.54802259887,-1.54802259887,-1.0,-1.0,-2.83333333333,-2.83333333333,-35.1178571429,-35.1178571429
320108025,2,home,,,,,1.91666666666,1.91666666666,-3.0,-3.0,-2.93333333334,-2.93333333334,-33.1178571429,-33.1178571429
320108021,2,home,,,,,-5.21468926554,-5.21468926554,-2.55,-2.55,11.9878234399,11.9878234399,-39.0,-39.0
320108022,2,home,,,,,-0.456621004567,-0.456621004567,-5.60833333333,-5.60833333333,10.4444444444,10.4444444444,6.88214285714,6.88214285714
320108013,2,home,,,,,1.0,1.0,-1.025,-1.025,2.25,2.25,2.075,2.075
320109020,2,home,,,,,-6.64523809524,-6.64523809524,33.3879310345,33.3879310345,-4.5119047619,-4.5119047619,1.025,1.025
320109028,2,home,,,,,0.95197740113,0.95197740113,-0.862068965517,-0.862068965517,-4.33333333334,-4.33333333334,-4.0,-4.0
320109017,2,away,,,,,15.1944444444,15.1944444444,41.45,41.45,-2.47619047619,-2.47619047619,-2.20588235294,-2.20588235294
320109018,2,home,,,,,-1.60662100456,-1.60662100456,-0.05,-0.05,-5.9813559322,-5.9813559322,-41.0,-41.0
320109004,2,home,,,,,9.91111111111,9.91111111111,-3.0,-3.0,7.06666666667,7.06666666667,2.025,2.025
320109007,2,away,,,,,-9.06666666667,-9.06666666667,-1.69166666667,-1.69166666667,4.1,4.1,0.1,0.1
320110020,2,home,,,,,-1.43333333333,-1.43333333333,-1.05,-1.05,6.91666666667,6.91666666667,2.525,2.525
320110027,2,home,,,,,-3.40000000001,-3.40000000001,33.7,33.7,-9.50000000001,-9.50000000001,-83.0,-83.0
320110030,2,away,,,,,5.37777777778,5.37777777778,-9.91666666667,-9.91666666667,-2.48333333333,-2.48333333333,-40.2058823529,-40.2058823529
320110008,2,away,,,,,0.249206349207,0.249206349207,-7.3,-7.3,1.51428571428,1.51428571428,3.52380952381,3.52380952381
320110015,2,home,,,,,1.13095238095,1.13095238095,-3.25,-3.25,-6.66666666667,-6.66666666667,1.025,1.025
320110016,2,away,,,,,6.9,6.9,82.5,82.5,-1.04802259887,-1.04802259887,-42.1558823529,-42.1558823529
320110029,2,away,,,,,-0.433333333335,-0.433333333335,40.0,40.0,-0.799999999999,-0.799999999999,-0.155882352941,-0.155882352941
320110026,2,home,,,,,-0.733333333334,-0.733333333334,-5.63333333333,-5.63333333333,2.9,2.9,2.525,2.525
320110022,2,home,,,,,8.65449010654,8.65449010654,0.975,0.975,3.66666666665,3.66666666665,7.88214285714,7.88214285714
320110009,2,home,,,,,6.5,6.5,81.275862069,81.275862069,-7.41666666667,-7.41666666667,-37.1428571429,-37.1428571429
320110013,2,home,,,,,4.27671232875,4.27671232875,38.975,38.975,0.999999999998,0.999999999998,1.40833333333,1.40833333333
320111011,2,home,,,,,7.36904761905,7.36904761905,40.5879310345,40.5879310345,1.38333333334,1.38333333334,6.35714285714,6.35714285714
320111028,2,away,,,,,-3.76666666667,-3.76666666667,-1.075,-1.075,-12.8285714286,-12.8285714286,-3.0,-3.0
320111018,2,home,,,,,5.41666666666,5.41666666666,1.13793103449,1.13793103449,-6.14802259887,-6.14802259887,-40.6666666667,-40.6666666667
320111002,2,away,,,,,8.96349206349,8.96349206349,-6.63333333333,-6.63333333333,0.0559322033911,0.0559322033911,-0.616666666667,-0.616666666667
320111003,2,away,,,,,4.16666666667,4.16666666667,42.0,42.0,-4.06666666666,-4.06666666666,-3.975,-3.975
320111004,2,home,,,,,-5.70000000001,-5.70000000001,-1.075,-1.075,3.4,3.4,2.05,2.05
320111024,2,home,,,,,-2.44761904762,-2.44761904762,-8.58333333333,-8.58333333333,1.13095238095,1.13095238095,5.93214285714,5.93214285714
320111007,2,home,,,,,-0.97619047619,-0.97619047619,-6.325,-6.325,-0.399999999998,-0.399999999998,-2.9,-2.9
320111026,2,away,,,,,3.0,3.0,-1.05,-1.05,4.4,4.4,3.19166666667,3.19166666667
320111022,2,away,,,,,-1.94802259887,-1.94802259887,0.5,0.5,7.66666666666,7.66666666666,7.88214285714,7.88214285714
320111012,2,home,,,,,3.0,3.0,78.775862069,78.775862069,8.44444444444,8.44444444444,0.550000000001,0.550000000001
320112001,2,home,,,,,-4.48333333333,-4.48333333333,-2.05,-2.05,7.11904761905,7.11904761905,6.6512605042,6.6512605042
320112015,2,home,,,,,-3.73571428572,-3.73571428572,-3.025,-3.025,-4.0,-4.0,1.05,1.05
320112029,2,home,,,,,0.351977401134,0.351977401134,0.137931034483,0.137931034483,-0.716666666665,-0.716666666665,-0.489215686275,-0.489215686275
320112021,2,away,,,,,-1.66666666667,-1.66666666667,-6.65833333333,-6.65833333333,3.73333333332,3.73333333332,-38.975,-38.975
320112009,2,away,,,,,1.05197740113,1.05197740113,40.5,40.5,2.58333333334,2.58333333334,-31.2857142857,-31.2857142857
320113020,2,home,,,,,-4.42222222223,-4.45000000001,-1.1,-1.1,3.95,3.95,2.55,2.55
